,Genes,S001,S002,S003,S004,S005,S060,S006,S007,S008,S009,S062,S010,S011,S021,S012,S013,S063,S014,S015,S023,S016,S017,S064,S018,S019,S026,S020,S022,S024,S025,S030,S053,S032,S033,S067,S034,S036,S068,S038,S039,S041,S069,S043,S091,S045,S070,S046,S047,S092,S048,S049,S071,S050,S093,S054,S055,S057,S094,S073,S074,S080,S081,S096,S075,S085,S086,S088,S089,S072,S082,S035,S078,S077,S095,S029,S037,S079,S061,S066,S031,S052,S076,S083,S087,S090,missing,mean_intensity
6176,COL14A1,9.07354538124698,,,,,,,,,,,,,,,,,,,,,,8.95826315798923,,,,,,,,,,,,,,,,,,,,9.08310164205812,,,,,,,,,,,,,,,,,9.28409070942292,,,,,,,,,,,,,8.50769620912401,,,,,,9.22778880813371,,,,,,,0.9294117647058824,7.866271096097265
1713,COL6A2,10.893892145461,9.68606304922068,12.2882563652235,11.5898864087731,7.32369625533845,11.5942124301785,6.00658296778292,11.1392948168115,5.46325354959157,9.61343242038385,9.90228048736186,5.94343860147973,13.1126782294715,10.6348066133145,11.3739267903998,9.14519507857662,13.1822280007489,11.3709622285418,11.3889409315639,10.5537333622565,7.28164358086412,11.7474584335101,10.2292868405008,10.4638015141998,13.1336916634406,10.859997518185,11.1351775075909,12.7669129201343,10.3868633571612,9.56136470231022,11.1839691449922,9.47166469917365,10.7587302473397,11.1906867670549,5.62994137915182,13.2832247194725,11.5716622405441,10.6499978900871,13.6600845057305,11.4247442982017,12.1697904600061,13.2734696156863,10.1483784597639,,11.369749142575,11.107902672876,9.94731096982157,13.5036313602577,11.0000702830971,11.8969937047183,10.1394348314239,13.0423959395105,12.1349422872653,4.71303152500079,13.8756042167401,12.3185457317536,13.3334994509026,8.00633672287325,11.2402661013845,11.9603524063934,4.25092538941871,7.58558922893384,10.5458753131904,12.2042971913597,8.89966575746787,12.2975439927918,11.0189450453257,12.0410929370197,13.6393212320237,11.3173772613107,12.8409046013312,9.1088664567412,12.698265114152,,11.0815229451162,5.44047311085518,6.69984326635757,10.3245737945532,11.8992055223058,12.0547544049494,10.085239276497,14.0216657742908,9.52243709020129,4.79267179593134,8.81524814332143,0.023529411764705882,10.44034767382602
6066,COL6A2,8.28398668285735,7.07570653679333,9.43811743806082,,,,,,,,,,9.21971814775061,7.21175054439361,,,10.4032534811221,,,,,8.58859377437033,,,9.60414471556901,8.48736968280366,,,,,,,,9.16645987144233,,8.54124185665514,,,9.49883862484938,7.93725766618948,8.90721049325662,9.74348304415798,8.37549885436439,,8.15471855820654,,8.69143081917573,9.098295109035,,8.53930521486541,,10.2115744035651,8.62121911560136,,10.365573445995,,,,7.85974922114233,10.5923977620324,,,,9.37339285965955,,8.47095209083857,7.70116897866704,8.68475699158053,10.5909306061708,8.59345094248728,10.0803351230815,,10.0779063404853,,8.31632582907809,,,,9.59130890514123,8.02643019635316,,9.88676045214341,,,,0.5647058823529412,8.751982112165644
1226,COL6A3,11.0214282385763,10.3107124705561,11.7970528357266,11.3712003994756,7.82286071777399,11.7493216195364,7.22969771044639,11.5707375014084,6.88799137517865,9.69833406129288,11.3655641529332,6.15198343861571,12.5589900830284,11.8390559682501,12.0257698274467,9.15701134913014,12.6545892287496,11.901694156818,11.8198369498761,11.0922140256528,8.59565271792738,12.3293981726321,10.7101950810923,11.1624196001124,12.6395346771328,10.5256035290573,11.1120334002532,12.5451684739958,11.0040394739395,11.7903498050218,11.5208698355558,9.74501863555677,10.7140103099005,11.2117654970417,7.30672040954038,12.9135261790826,12.0311615186071,10.9352446457843,13.275755263918,11.485516183007,12.2863029495545,12.8682318559579,9.93858494906396,8.72937878719552,11.9265971585018,11.5122403560794,9.96187863773822,13.1649883334568,10.8648774512107,11.778670958012,10.2108935685867,12.362573717472,12.1687759920251,6.48368058007792,13.6513393398905,12.2063836991052,12.9610105252345,9.69912292726225,12.0447859268924,11.4590132888193,5.84564016756829,6.8703440327435,11.5503968774794,11.8321157394379,9.99722753387826,13.0521053483241,11.4208068201726,12.5966508079294,13.351727795635,11.1035561608401,12.6100123848219,9.36879226111588,12.2925360747579,6.53160570004825,11.9484405750948,6.90120724242678,8.90627759666416,10.5429867404476,11.8249337106961,12.7794249236266,10.7978188365708,13.589227803603,10.1536616342556,6.7113948718695,9.3409225908975,0.0,10.7183624971241
9550,COL6A3,10.2438696169952,9.83987626841051,11.1004938506743,10.727183236421,5.91356045999035,11.120725362134,5.94659108226168,11.3803836803048,5.41304000835439,8.78521452303456,10.8727254377441,5.47523137996608,11.3329419902433,11.7190292642449,11.4068517343142,7.98264050051472,12.0146204455499,11.301421952245,11.2115895561804,10.2244612053071,8.40696356230069,12.2151110380817,10.1213115021051,10.7074625845793,11.6392616873092,9.72516461447073,10.1798257694697,12.2767393686091,10.639502583443,11.4599689800464,10.907785968435,8.89313658014839,9.41824423835486,10.5177078898975,5.9354481951629,12.0102387277765,11.284392096885,10.6291515618277,11.8613427624842,10.8433414112458,11.3344497908482,12.1080589407176,8.44978461211723,8.90822548370272,11.3739510874819,10.6896695175055,8.95235519966915,12.2656486066858,10.7029103229626,11.1787474553969,8.86798358633923,11.2005598089708,11.0146670453605,5.80152052048746,12.7584909484262,11.2746074771003,12.4155861148015,11.4847682898411,12.3819969754852,12.0911174184583,4.68919758929123,,13.7775756798961,10.9416883135787,9.97973220524519,13.2545526395462,11.1300289604565,12.5078213366191,12.3503805679155,11.9240606174121,11.9535586421127,7.72109920605431,11.8207585038461,5.96493622145936,10.6565248519481,5.82797221310898,7.07722060075425,9.62257592578102,10.7799643747242,12.2845558715904,9.85857585750117,12.8014635852295,10.113273213915,5.89291563477539,10.339949356772,0.011764705882352941,10.143785865356433
4378,CORO7,8.79621655159687,9.53741444950135,8.04074479499504,9.69733633411868,8.21281174660044,8.77988657190918,,8.92721882067091,,6.69924688619428,9.84242605698551,9.97549625830098,9.72111923423392,10.0970568838845,9.83750140123931,8.63286636085779,8.42462222269484,9.16936671452197,10.0360274161254,9.6441786952098,7.84067610772841,9.78346636641189,8.93575537905871,8.9088736714399,9.04862728648753,9.36749670589787,9.42805216995496,9.39473308649598,8.87104407877043,10.094344090799,9.23080571635936,,8.10183706469458,6.3637441364013,8.5624645305133,9.37503907667021,9.72430242376564,10.7277698368464,8.80762749373858,8.31485433648574,9.47527858359077,9.65108422954843,8.22810071939025,,8.96670063136765,8.98262554689987,8.55548956243902,8.97069006946301,10.0959518925053,8.79853512337319,9.04268957047046,8.37807962894471,10.2592433770692,8.87796593620291,9.4485582236212,8.9325211609533,9.33389915498225,9.57907233153667,9.87071219331907,8.64731271423092,,,9.32627915536176,8.6212579795711,9.59944079032392,9.19418402688022,9.23567641702114,9.07355379598089,9.27749143237043,8.91119051565587,8.13264430466235,9.25338438801707,8.26495248473154,,10.08522024224,8.53801607535192,8.9129060751985,10.1125894954156,9.00059039809199,10.1378260390842,10.7574992334128,9.65682525810682,10.6198453293826,8.26308740343349,8.72337017254342,0.08235294117647059,9.0231360197732
9074,CORO7,8.78993395905525,,8.93876919014101,8.77847236258984,,8.5261633226578,,,,,8.37663261595181,,,9.20370842136638,8.57726232705826,,,,8.49845023531439,,,,7.98817715742682,,8.85274816642894,8.00161057704546,,8.77301224184435,,8.64663155706684,,,,,,,9.02304177917486,8.81816780868279,9.15599863937404,,8.72025099911597,,8.42767034606101,,8.16798010865088,,8.17474571222307,8.59324969516035,8.5530803504492,8.52908995414341,,8.57120684649889,8.41546443319174,,8.47173834389468,,9.08846660344992,,9.20035539741092,8.71462173582804,,,9.11814316109648,,,8.91237534720486,,9.3779378062247,8.93664229644422,7.90126056295361,8.50227390209161,,8.68540891738515,,,,,,9.30351558143446,8.94217931444813,8.62204393899898,9.25487572601678,,,7.98896875939028,0.5176470588235295,8.491427934756421
537,CRLF3,8.6260288605031,9.01515757528571,8.54706519538438,9.63266774813253,8.18217755212789,9.12161964273449,7.81445345544241,9.08514741779835,6.7321233600005,7.89452525999951,9.67334935076025,9.5532863736817,9.1730383210282,9.68267616597243,9.41049004676998,9.06918796146024,8.86444863662576,9.38722086220606,9.64671557823986,9.35462766829577,8.23310961268255,9.67024754451288,8.70772137521203,9.23160387701149,8.32363213895149,8.45242416728762,9.05883361830494,9.05203445975094,9.39263178790988,9.18469292906966,10.014705473468,,8.24789009477529,8.61593628406832,8.82961966266409,9.21700149283206,9.20645626551753,10.5920244814847,8.92857830000276,9.24940591380252,8.76988638203687,9.13238392313504,8.26193359944336,7.87336897299204,8.93697861299081,9.3788589189012,8.95064201191521,9.05764061415843,9.08767975160882,8.98207320445437,9.09674135063265,8.16943723701503,9.32864543308395,8.04124722929524,8.84676029845015,9.06615638355257,9.17694152402615,9.4642733412433,9.18057303459246,8.07567630637833,6.72102761126094,,8.93370628182857,9.17681898900753,9.35508080126866,9.10227914068093,9.15878682101893,9.02603862610186,8.99454795040063,8.79467578573405,8.45499243716361,9.05781291615519,8.63623765468219,,9.19824631277118,8.63208327105101,8.90942176801781,9.15139668671332,8.67850977531961,9.43478970390803,9.51783677848111,9.49390751673434,9.16864497002166,8.35550509638075,8.48561302990769,0.03529411764705882,8.819586851613499
7973,CRLF3,8.2591857051135,9.09143353872326,8.57623628658985,9.81513629953964,,8.83307811530176,,9.30032805539127,,7.45906321374853,9.81228217358021,10.0407464472941,9.19295815325419,9.94880857997378,9.48722918405214,9.36608056072015,8.16288784473,9.69103215163768,10.109270227994,9.20471682116142,8.54202682683929,9.55813371587837,8.72820010119236,9.36963324722484,7.95389953139029,8.16044923456333,9.14245176645131,8.599799012634,9.30356098066947,9.08684260105101,10.1265928324297,7.47162891319931,8.65424453239521,8.49244906442491,8.71598032680158,9.05106193897001,9.39878760286032,10.9613753287735,9.17332834132206,9.39302629923623,9.01621132684971,8.92355737758919,8.50708236902354,,8.86333138403235,9.62998217901858,9.01923097158063,9.05849902717361,8.69138548935462,8.87113419998593,9.62249692894702,7.53132844693214,9.1751436688432,8.68221774957241,8.83606520939731,9.46825237846426,9.17049060990533,7.7235947543721,8.51037297591555,,,,8.27364488043725,9.35612969130863,9.75626026770875,8.88673405938976,9.35390368015069,9.37803032726688,8.76519780391072,,7.74117033386788,9.07800011002172,8.20276248240945,,9.36140047310556,8.88349083976624,9.10872260608309,9.20823964426068,8.20816594784255,9.48059075285222,9.78889152399348,9.59939401977586,9.20085885467599,,,0.12941176470588237,8.89727096890138
2729,CRMP1,,6.4350271294831,8.53529265563731,,5.1840901412325,,,,,,9.56749352775028,,8.21079201602788,8.37091280561307,8.42641470660158,8.57871334420767,9.59969172223741,7.02462077336072,9.14710102245758,7.80166659499926,,9.3924797798376,7.92047201009941,8.97016299733053,10.3279640920095,7.97152526300819,7.42091697083061,8.59332602891768,8.68045786679232,8.2761106694913,,,,7.44108605807892,,,8.71793589752697,9.3337182047606,8.98044094201081,8.09318582111253,7.01011191035961,8.49324001264213,,,8.61883290174682,9.22298789391998,8.43512260353636,9.67438198827472,7.56649872464656,6.33319124633846,,7.89525363773926,,,9.79734537026013,7.77617418871819,8.99055333946047,,8.34048746575148,7.62164156469177,,,,8.94946184025031,,8.95345865698243,6.80564734507609,7.9671933659409,11.6257344629142,8.96251778083955,8.57378445337005,,8.54984429954798,,9.06426964770728,,,8.14656285728346,7.5314835749931,9.85892475109251,7.65205555812547,12.0001870279664,,,8.97408535015768,0.35294117647058826,8.33474239353963
9424,CRMP1,,,,,,,,,,,9.46258980798618,,,8.11165439180116,7.82134836447136,,8.87634932789953,,8.43295082264114,,,8.90225270406408,,8.48011832585245,9.42972630622596,,,8.9945092042674,8.29326458213486,,,,,,,,,8.83129418201372,8.49723469673943,,,9.56682649274552,,,8.34390754794094,,,9.75353151279659,,,,7.3441491417066,,,9.29135858599586,,,,8.38316507295129,,,,,,,9.1392069725683,,,10.5618520924347,8.75045426881276,,,8.71625898475723,,8.92019360599173,,,,,9.38189675689233,8.06079275156133,11.0311880358655,,,8.28529579310132,0.6823529411764706,8.583775831192705
1603,CSNK1A1,8.48482546450524,8.71874855195944,9.59957032243773,9.15691589885001,6.91136889000132,9.0667198729952,5.03381543927474,9.07742641554185,,8.21864850204854,9.29892636371767,8.61808702081464,9.08256537434074,9.04966951876918,9.1743489960725,9.31934928930091,8.6907252416645,8.92140530567398,9.32627965083081,9.20360105772843,7.64372021581902,9.20629010966197,8.8405960878044,9.12484693865622,8.90246885348966,9.41975244406073,8.6886804899844,9.40682600609717,8.90382435607641,9.28634262074632,9.58811734999999,7.70028511484067,7.54741249804043,8.77189942845402,8.22427474939457,8.31955471276261,8.5970573688835,9.26916896109832,9.36432538501689,8.84578021721387,8.8985048733589,9.32559176741471,8.69195132356592,,8.8731537869371,9.60781516371397,9.34711335665152,8.89758985250374,8.14101442687092,8.71010490884896,9.12960294927088,9.08105328836125,8.66091377648121,7.80358494215506,9.16342786021538,8.90300963491617,8.97111197713329,9.99907333468038,8.82452025206538,7.6963327086638,6.19868981746994,,8.08290586125112,9.0030502179655,8.92371741652697,8.65959137042715,9.04113958865989,9.1646759802676,9.1400862465722,8.23082542968436,9.54737899920748,7.76462560070213,9.14747269538238,,9.16097412387988,8.18011370660578,8.39099856123278,9.06470654462543,9.18151875317356,9.27447820759209,8.96894586988272,9.29498329289531,8.4764016710021,7.97027905690343,7.4597919936199,0.047058823529411764,8.630537818262148
1602,CSNK1A1,,,,,,,,,,,,,,,,,,,,,,,,,6.783953770567,6.87565104650681,,,,,,,,,,,5.68635591321314,,,,,7.05432129358506,,,,,,,,,,,6.01765669083446,,,,,,,,,,,,,,6.61573253256749,,,,,,,,,,,,,,,,6.80047670927551,,,0.9176470588235294,5.843974376921624
96,CUX1,8.32565353129046,8.52445082952036,8.68867812694159,8.62313504212684,,7.83424650217866,,7.64856002755727,,,8.2883545759039,8.09587915729044,8.57160134852239,8.74684335590618,8.64703485728149,8.15436184410684,8.10105375561118,7.97033387111778,8.82376872446541,7.98606505049229,,8.38766707138666,8.54369733262498,7.93268500035845,8.39741723050796,8.84052052696181,8.27076183366339,7.88865741991774,7.88137910506353,9.21308465597227,7.11052434635606,7.10691920060132,6.89194630663325,,7.47377689217852,7.74517997477805,8.74734595175494,8.73683734567787,8.41204761289235,7.73775923317849,8.84036274315657,9.0049568003375,8.69032013616318,,8.37876865769476,8.31832665082709,8.24398038049674,8.14256862780443,8.513835449153209,7.90565875264168,7.99074643779626,8.37474081426545,8.73766966024248,,8.65127800770104,7.7507781222884,8.01622244204431,8.24925934724081,8.54974497238756,7.88119847783127,,,8.497291507033,7.322549779926,8.04736091689164,8.4391906612504,8.39545812938072,8.23059849783966,8.55256950137913,7.2331002436462,8.76760173221338,7.62452197046498,8.69254129037609,,9.16997279277923,,7.57624776706571,8.60326852703295,8.6680606924668,8.99692399141029,8.96754468523597,8.48010622805303,8.48116183637746,,7.72359852963681,0.15294117647058825,8.153578829833197
4289,CUX1,7.70878221044879,8.38897368562023,8.72209970681632,8.66676941676723,,7.8077234876403,,7.31791035823581,,,8.45665053662987,8.27088775892774,8.03339885951157,8.74611068878628,8.4103590500469,7.67693955562861,7.85012328804539,,8.38491533038435,8.47612175534108,,8.42661961149433,8.23697228080831,,8.02458105678355,8.60924354697253,8.29703935253178,7.93029480307358,7.0156622516974,9.00180128631182,,,,,,7.49730034623486,8.47705163962674,8.75161669955036,8.22268618836365,,8.77037368291779,9.15433769689514,8.17438411627032,,8.03826584753995,8.09365505448315,7.75875832368522,8.37159458094378,7.97798792817768,7.80489527341572,,7.41245052703372,8.69816946094793,,8.44305959540729,,,,,,,,,,,8.31406462720202,8.32247851541016,8.26944867614381,8.31389809249462,,8.49258498291489,,8.02625324443779,,8.79514193933916,8.31326461026804,,8.37609555151305,8.18368574202683,8.76689338244422,8.29815625642352,8.3307592461338,8.56978626152362,,,0.3764705882352941,8.108436084379775
2267,DBNL,9.13877950186055,9.02939533810188,8.39627761850171,9.71927631485257,7.49834356929498,9.01232249576874,6.86790045302759,8.65164685745816,,7.77717059222875,9.48259872487161,9.63121068707324,9.51476006036126,9.73749821026234,9.37475649868504,9.82434116388424,8.97017125493997,9.01134088823343,9.26313708218384,9.66278593194279,8.35902304427201,9.80521537747382,9.65630537368544,9.17029928041808,9.32688281798235,10.4950065777957,9.18304011614399,9.44061416449108,8.85938977426921,9.54638096657105,8.90545631745445,8.33247457869049,8.26478602497625,8.47894345543275,9.0464376426722,9.1362249572876,9.19066782993291,11.0793412999801,9.33307152272822,8.61028657943734,9.61024588598444,10.1083070436936,9.60878593688166,6.80543296998617,8.97238125302111,9.15631578794475,10.2217485687505,9.26044126606021,9.6937111325918,8.81343514689206,8.94563571290928,10.0344213057862,9.64119976450628,8.49499945657608,9.78698012211125,8.82611862991302,8.84898976670946,10.2855688306383,9.27426081231516,9.35591929564289,6.53182997405118,,9.07741726108587,8.83297829041384,9.46025826556756,9.52121230376493,9.77251218377683,9.20595305814908,9.61550712800423,8.9338744079942,9.72661172584172,9.07179843881152,9.72296543499522,6.26083030708478,9.83085690252835,8.08464232562154,8.61165696924023,9.99662724523364,10.2180026838268,9.84802627900145,9.90538883239936,9.63202129512112,10.0339342282229,7.87820836551446,9.25442605737277,0.023529411764705882,9.042613440589646
9719,DBNL,9.0673668271551,9.08367104020359,8.65859745274375,9.9574059929294,6.95755534986179,8.88114885751354,5.92414492624854,9.04704415564022,5.8466381638827,7.54631505608295,9.4364796752802,10.2312271909797,9.8409184687886,9.73702543424165,9.18299312769338,9.73354764914279,8.74959210712285,7.95299177780241,8.94691810016866,9.64495306441268,8.06916211349295,9.86225079293824,9.60658335849358,9.3099964593545,8.96036002410293,10.8153786144251,8.95849989455841,9.48057257105354,9.0085306025416,9.44567408352045,9.05717915009108,8.31006833488942,8.09335959354693,8.45691324611152,8.66318588699483,9.79828142242071,9.02152420718075,11.194083994052,9.02320277419155,8.34513658052968,9.85728148135574,10.8371891961804,9.48684732580251,7.6415397215461,9.15164810743212,8.95173748578454,10.3994806539349,9.69218992000249,10.1038112598098,9.05243395359538,8.87851623692612,9.99235668834131,9.21458687876749,8.89508509216932,9.4562378773803,8.35486668793525,8.71580064293884,11.6334633678881,8.67737332706067,10.1406323784616,,,8.42411279555575,8.22144570510938,9.67542202751195,9.55106120298841,10.0550435617874,9.02821235495693,9.95129167346815,9.3936398032298,9.85093281968244,8.75460635029698,10.0816531240756,,9.64957919850012,7.66291245004303,8.01684815699464,9.98778871988418,10.2171488782493,10.118912651062,9.54452379501169,9.37578031707067,10.3872294891074,7.41522046317958,9.89114537456223,0.03529411764705882,9.064209173923759
3651,DCAF8,8.33891638921986,8.42695202263381,8.49849498913784,8.19222066112805,,8.17833058138145,,7.97980038745418,,,8.31366858879265,6.8755492294411,8.60313428996963,8.47449039122544,8.45271670253547,8.37916384139843,8.05254164569725,8.13101331697735,8.58942586702365,8.41384088864786,,8.44756626245985,8.59866589219066,8.00562331245497,8.67178123419298,8.96962014270395,8.39509415565831,8.66247048764125,7.99283374301245,8.98066672650381,7.54062832464342,7.45703489132822,6.94604115063114,7.3198786152408,6.45386612312702,7.69605852711949,8.08374618833459,8.84085477806274,8.30433783052435,7.58057367870614,8.57705722486381,8.8449643000854,8.52411954761893,,8.10986178191949,8.28558903823017,8.21176115810314,8.52367045253784,8.44379020747362,8.37732243592744,7.82154403383504,8.79429323002316,8.63616407045188,,8.62949393477122,8.32654232496532,8.23163287079256,,8.13672938046173,7.72807835016647,,,8.66286717119803,7.58331148516448,7.97313267313794,8.51201490155351,8.27540265691339,8.00295900690158,8.59633959197087,,9.09038905116217,,9.0380458833277,,8.76553457866413,,7.013839266276,8.62524725389645,9.05311953086139,8.71440158103739,8.73371926959286,8.51838729962211,8.13351708165962,,,0.18823529411764706,8.15043828252121
8646,DCAF8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7964623217744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9882352941176471,3.3923488079460236
1290,DDX42,8.23001224708086,8.86006053014109,8.44905624640678,9.0893233280418,,8.47554902749186,,8.26217403604664,,,8.34404859950427,8.27894063169158,8.8376878511623,9.14283382880546,9.0237704974356,8.55773673861886,8.3551887252318,8.05149056031286,9.11700933850774,8.37809305363964,7.88236324511431,8.93662456488612,8.34257923381043,8.35469656293548,8.78273310305409,9.0062888589645,8.47565046840006,8.58833825558402,8.26844928033065,9.04985872744759,8.44064666856065,7.63322819009244,,6.87388668763734,7.65864184318052,8.21608415712936,8.82301120751924,9.82599269607532,8.6199932435612,7.430368088797,8.61547055014512,9.01680297335302,8.51953576527681,,8.59157019101844,8.87232264782311,8.46778852845543,8.45737537230787,8.96981114175029,8.18641146699665,8.31117364582305,8.66555611015204,8.89124463242948,7.40577111993046,8.78644436965122,8.22531612821196,8.536878796777,8.60985924366219,8.91480424799817,8.23465635963104,,,9.13030466041699,8.07783579404478,8.52864096790269,8.79262837149619,8.55049437800527,8.52135688154754,8.89079096107488,9.20863587887295,8.72828557628856,7.56446021512299,8.65669437365003,,9.58473962553823,,8.0703745256122,9.20050414554542,8.89460944546657,9.25762935997137,8.85249635079533,9.03085442883063,8.66972845052949,7.2149271893741,8.06447503114142,0.11764705882352941,8.428280490587422
9141,DDX42,,,,8.9789518442417,,7.96456730062539,,7.98805649749156,,,8.76189127267518,8.26769187708901,8.39806255574167,,8.34827825417482,,,,8.83380557130468,,,8.80611445756554,,8.34085885543505,8.78529854220179,8.39455852025613,,8.82308547257892,,9.27131836932703,,,,,,,,9.88579090389168,8.26619364211149,,8.24953774815639,,,,,8.63860610944511,,8.79257874583348,,8.29239705918212,,8.22375549479471,8.4666028970121,,9.09146162116676,8.33895687832316,8.27979329857873,,9.12813013329552,,,,9.47120638829958,,8.29567045697724,9.05691850510166,,,9.11717439226901,8.37111838199029,8.4776614779434,,,,9.75503844221981,,,8.07587149657131,,9.05976245428348,,,,,,0.5882352941176471,8.441250033674253
771,DMD,9.75560519520107,8.85230936960583,11.1124641623797,9.05870814490474,,9.66475343385578,,7.79523039703419,,6.95350019149257,8.011547074036,,8.80358586624341,7.98815971796764,8.73722077660706,9.48182816906663,9.81606017305226,8.09414419367159,8.67263668129733,8.30354400019145,,8.59469314993054,9.9530677110996,8.76180138011513,10.2752717965171,10.3499063789337,9.48696388594983,9.95794725898024,7.54182063038889,8.81113492664795,8.44151348386881,9.32836128329488,7.48273231807934,8.54951431763486,,8.42943762143201,7.98567102176927,8.83937619546992,9.56581994146661,7.35040047005882,9.81464755073898,9.92669281177927,10.1161193611073,,8.4232048677661,8.38019732473727,9.89683372570902,9.16196705701397,8.46962336410476,9.02924829129191,7.58852682547763,10.5492174716311,8.75519838077932,,9.32497565819116,9.28494084099902,8.23842373176855,8.02983963944087,8.43175957567555,9.6550274209315,,,8.89567306959691,8.97692354779335,7.8093354135302,8.65470014521486,8.06523040971598,9.16191595177933,10.0038785434779,9.16970695466184,11.148423631995,,10.8879893355237,,8.38266976799404,,6.7181480613208,8.61897087928707,10.7301144835514,8.54580622442822,8.93207796602514,9.34880004065518,8.00844585491821,,8.23360187465797,0.16470588235294117,8.810281850775947
4149,DMD,8.33608677051681,,7.97727039874068,7.80283837621042,,,,,,,,,,7.28665743378141,7.88777192998394,7.8597423452423,,,,,,,8.23466050122185,,,8.03132791842758,,,,8.0789215417208,,,,,,,,,,,7.9268704928647,8.20992062647167,7.97298859316034,,7.66183658785278,,8.69936372563481,,,,,8.47169552128643,,,7.72102305077462,,,,,8.69358553221644,,,,,,,,,7.1751419834057,,8.1065070182721,,7.40953533684747,,,,,,8.94401294238839,,8.06497577940417,,,,,0.7411764705882353,7.708430907696245
4324,DNAJB6,9.30272747285172,9.21847797453958,10.0668932095718,9.33936768909101,,8.56743982312888,,,8.88311124362012,7.03027570603816,7.39929647975638,8.80056413278233,9.12447959622456,9.28446532060469,9.49436135955682,9.27123372503747,8.64373618845836,8.47410536844063,9.54659098870938,7.82888146777002,,9.21111194120701,9.44209305055588,8.68665831507534,9.81617401211703,10.4229901094707,9.04750470730739,9.35186180920016,8.30320650435952,9.7597242763095,,8.62736667660244,7.56742791106521,8.34868009558629,,8.89512539969761,8.88603587118314,10.1461226855373,9.63637401292967,,9.74746701613174,8.97460868920789,9.86511755642777,,8.93361913974917,8.8622069824382,9.6323171705945,9.36709081569682,9.39018420364962,9.09340883656998,8.88191222942464,9.86284523104886,9.51645578627728,,9.73921026603586,8.4286710331505,8.6756545098508,8.52829760387778,9.89280753388944,9.09061761366772,,,9.11608652470123,8.52891200508121,9.13244278721262,9.8283362239037,9.18447139860867,9.29182438804757,9.99105054869008,8.5733292654634,10.250123769472,8.21987368062541,8.60400398493135,,9.67546987295168,7.29580091800571,,9.39555205466324,10.4847113646763,9.82198316464758,9.57481311042345,10.0057526992103,9.29373884729895,,7.94437086719399,0.16470588235294117,8.990059870836612
6714,DNAJB6,,,,,,6.98094181678665,,,,,,,,,,,,,,,,,,,,7.92232371468649,,,,,,,,,,,,,,,,,7.83658951065159,,,,,,,,,,,,7.60636376539241,,,,,,,,,,,,,,,,,,,,,,,,8.0749853157968,,,,,,,0.9411764705882353,6.560396765650363
5553,DNAJC25,8.81380959911451,8.86432329671707,8.46871643867888,9.09119105115439,,8.49084878529853,,8.57759800126593,,7.62898115052175,9.58609874503665,8.96213348566602,,9.36897759932007,8.82844749290742,9.15782602867992,,8.72848015781684,9.14393020896744,,,8.84994011053438,9.27345135163129,8.82348964173979,8.78470527486106,8.99942374523003,8.98331525435152,8.40416816136408,9.10127859379763,10.9626156502577,,,,9.41828561486458,8.76066370656982,9.64235540608258,10.3609222468834,8.92578251107944,9.30505761917056,9.24121034753396,9.61283800256963,9.12072806800868,9.59896207901676,,9.93700914408811,9.58717032013351,9.37794696792781,,8.74648182939286,8.76459832800981,9.59643008383612,,9.10469451188183,,8.81337538636796,9.37428513231069,8.65745026545994,8.80796005977388,9.79831246643461,,,,9.41854966786966,8.77711705282842,9.30081119373947,9.70107377073538,10.0577229031418,9.42026707948929,9.64824203399943,8.88412217789239,8.45463169200507,9.29204034703528,,,9.36256118872821,,9.62081261973994,9.03872220285171,9.71101101036538,10.338708129797,10.2907805069779,,8.72557187138655,,,0.27058823529411763,9.059676247717244
3434,DNAJC25,8.03295001038104,,7.55405201778776,8.08590804749808,,,,,,,7.85060480417931,,7.83779654446096,8.54554239188101,8.44039300034472,,,,8.51776757393024,,,,,,7.4142317569535,8.18506008457202,,,8.03726364632128,8.35084732235187,,,,,,7.17893845849797,8.07650505781675,8.28115303007072,7.55807641609266,,8.15854826943915,8.86185235591878,,,7.36704119660029,,,7.45797210056622,7.95591364483545,7.36663534718756,,7.60493910336781,8.20214849260184,,8.32782489662758,7.30916993141377,,,,,,,8.7672723854837,,,8.13098539177118,,,,,7.95704674223965,,,,8.45798551679327,,6.63192560003291,7.97308481594134,,8.73807855556441,8.63743337824776,,7.90594279856686,,,0.5882352941176471,7.787420166123805
