,Genes,S001,S002,S003,S004,S005,S060,S006,S007,S008,S009,S062,S010,S011,S021,S012,S013,S063,S014,S015,S023,S016,S017,S064,S018,S019,S026,S020,S022,S024,S025,S030,S053,S032,S033,S067,S034,S036,S068,S038,S039,S041,S069,S043,S091,S045,S070,S046,S047,S092,S048,S049,S071,S050,S093,S054,S055,S057,S094,S073,S074,S080,S081,S096,S075,S085,S086,S088,S089,S072,S082,S035,S078,S077,S095,S029,S037,S079,S061,S066,S031,S052,S076,S083,S087,S090,missing,mean_intensity
8370,PABPC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
3442,PCBP2,10.175721419135,10.5109249716716,9.27891192947371,11.0300030367748,7.90144405501328,9.96156020492769,7.23044522340613,9.63281764388516,6.02845378007031,7.71679881555709,10.5838626841584,9.97530542596359,10.8818529111895,11.3856829766835,10.8454614166353,10.9969210660766,9.91597758642022,9.66992331889415,11.1078322805562,10.7487296832838,8.51661101867126,10.8325741976028,10.578971819225,9.73967866819207,10.7658946012536,11.6345364033584,10.338862858881,9.67888364195427,9.70530562533362,10.3838595258881,8.88853967142132,8.87037848386252,8.78090936577217,8.91498337973284,8.93465649685392,10.1186708296348,10.6994964130308,12.0309499459754,10.3820095739542,9.41687950029213,10.3034459854704,10.956090198996,10.8429633912404,6.52637849380841,10.1315816889909,10.7446488118096,10.9485731483579,10.6613562252402,11.3178777496055,9.99475399916439,10.1157220268978,11.4495798534467,10.9656303216899,8.61872535434121,10.8984451754881,9.91739484537867,9.46264458521346,10.1523085298356,10.3501760679578,9.82689948183142,6.0550388861391,7.10188163775039,10.2101676142401,9.73538018679733,10.6068275035669,10.9130677144355,10.537922017312,10.1983089867952,10.7961515929831,9.81705798039157,10.6920359848932,9.12062977864556,10.9110360046946,5.50192651403052,11.5756747946077,8.93751307393435,9.12721054026725,11.4622661172129,11.5351982466132,11.3574199997927,11.3396334586495,11.0091169741508,10.9108175364402,8.0440390026077,9.17950524605109,0.0,9.83316634626085
9305,PCBP2,,,,,,,,,,,,,,,,,,,,,,,,,6.23852089371599,,,,,,,,,,,,,,,,,7.60381462186802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9764705882352941,4.939602034606435
5405,PCYOX1,11.1751946549044,10.2431602719184,11.4452328180518,10.3001768554935,9.15861106044756,11.320898734349,8.70323750865255,10.5698114272997,7.67994926021821,8.0521291051037,10.1301121425017,9.10027142227351,10.4867837324488,10.5405247007294,10.5053389365654,10.716308015407,10.3781125555206,9.67759225142858,10.6867872939617,10.3294434750833,9.26032922751889,10.3903732427925,11.2685412402051,10.116650192353,11.3080208245558,11.6957199688785,10.5855045129487,11.1696816429931,9.66291053998751,10.7650686129441,9.685708228083,10.638219104397,9.18359978746269,10.0105827584071,7.52521640018607,10.6146307212549,10.6267182580208,10.6737140531414,10.8778324020245,9.65185569732065,11.6280201367414,10.4612029960237,11.8706839952959,6.90333072049336,10.2999021498008,10.6334199793531,11.0042676663142,11.5125834204551,10.7497484719549,11.6548408788922,8.8633584481953,12.0167931175492,10.3545743340003,8.03086224325559,10.784623137491,10.7721334319178,10.1772678118409,7.94914850800589,10.2005640602759,10.0061010806152,7.33715057376888,,10.1488319837312,9.80454011710203,9.38717463046125,11.5455486504882,9.9819423297769,10.2079738049894,11.4840571595014,9.34191980644833,11.6840645314563,9.30266815988615,11.769391757403,6.22029368873686,10.5059704956456,8.5426354082325,8.62412862582276,10.3729045634525,11.514750278016,10.7696110926548,11.0020074236243,10.5141649694012,10.0553450771518,7.7034409697056,8.58333245583613,0.011764705882352941,9.990583452770371
9170,PCYOX1,9.02180281723453,8.5185983902449,9.50550638658835,8.07829339149924,7.42201134521235,8.95563208696836,,8.39612308648044,,,8.06206942419439,,8.95032234574968,8.29599938048123,8.65619712102136,8.40230261099127,,7.94749060410327,8.91944846075299,8.86586596034812,,8.46945717660071,9.64662380018148,8.67653660682698,9.35516476323398,9.89269984467546,9.22658570608257,9.13265222640107,,8.97885940599994,7.77884023424052,8.2360505457296,7.33343989691663,7.35179656860704,,8.077589633253,7.96147874556513,8.10364190351635,8.7246444775843,7.32215372745261,9.18966400930877,8.28958906719217,9.93936482479207,,7.92008511821211,7.9343856333577,8.93737603199497,9.02243121992744,8.37774618938354,8.61099260093977,,9.67047786309595,8.16775815823339,,9.09366598247586,7.98206571228813,,,7.95009878968689,,,,,7.39000009580952,,9.32294278695119,8.75032492626085,8.28748656903139,9.10625425013162,,9.65747721036328,,9.70429171823364,,8.5482013323637,,,8.25753402125541,9.96742787599205,9.18056226749722,9.22179786426825,8.089152025458,7.74917521222311,,,0.29411764705882354,8.473415175057779
3105,PDCD6,10.7316016009785,10.6327847815853,10.660517609796,10.0442810733673,9.37770845688342,9.83201932009749,8.24550755037412,9.56508245798948,7.49494444835259,8.16234322633287,10.4008991275773,9.83632133994709,10.247909631795,10.6816929726089,10.7988547463963,10.6191272211269,9.30340171912209,9.95097859601108,10.5962246356527,10.4046903842494,8.60420279948941,10.3027366474333,11.3210966989215,9.66352298656662,10.8209900788955,11.6078350389871,10.0464590902574,10.1333052539506,9.72557693837773,10.7572676834892,10.3545496004458,10.1963405405858,8.72609768358995,9.21793789300019,10.1311428789432,9.9952125182199,10.2068062637052,10.6252104331114,10.2682557116214,8.88413414626241,11.0238860723192,11.2908449184131,12.029022889124,,9.94041407551044,10.3405723536114,10.6936072369208,9.78267267974548,9.80873273872626,9.12958833709509,9.40148568497684,11.7332422923476,10.4108231923405,8.85812963476403,10.7135514896278,9.27104092047521,8.62222233865666,8.17333296415377,9.66937154159449,8.7984309216549,7.34911014158107,,8.70284286349787,9.30323362635258,9.96617897042992,10.6481474737186,10.139585991684,10.1819212903514,10.8033149295253,7.96001663359878,11.5245260154696,8.19486356615223,11.8738920155571,7.5331688377195,10.7529553666042,8.96917182334491,9.18174473299023,10.2256683207451,11.537418075513,10.9786768253405,11.0431362806197,10.0937899443662,10.0056057815018,8.23110150792147,7.62954879108687,0.023529411764705882,9.782377301018949
9321,PDCD6,10.1094657892415,,9.73542169234515,9.49847208015261,,9.04600533015196,,,,,9.7060344101197,,9.16115633549417,9.33520871973858,9.47083374955472,9.26601255586044,9.42078927328006,8.78111931958139,8.99347344541451,9.11309061309352,,9.41124195876935,9.9616028578527,,9.81608700228441,10.0507810228691,9.24203981035976,9.17606259211762,,9.32059490002435,8.95202089120005,9.31153940885001,,,,,9.26578603106038,9.64065263670318,8.83314705376077,,9.55678139525528,9.8887375105291,10.3442689614161,,,9.05785284771629,9.42032464311029,8.14678820535164,,8.38372175393478,8.81363808456299,10.1435400260243,9.42031424075865,,10.0332073399266,,,,9.35492176889425,9.53381427866591,,,9.64995291831825,8.65163620926596,9.16734886379559,9.43153263938571,9.32641727397122,9.23769708336043,9.21912356512497,9.66848159386157,10.1199073493507,,8.92463688571254,,9.55128173429538,,,9.31887749573366,10.2046707899456,9.57276804128437,9.55409019623512,9.28297019892786,9.43925413160157,,,0.35294117647058826,9.239109619333343
8825,PDE4DIP,,,8.28500833291486,8.3034540242052,,,,,,,8.04158319482027,,8.89637009086062,8.57018000455667,8.41014646844833,8.46048956913716,,,8.69668696314087,8.01039999436152,,8.32681160631977,8.79755365688288,,8.87957051553984,,,,,,,,,,,8.45552479620165,8.80862158768595,8.85390850225832,8.85685696257204,,8.97884172532495,,,,8.48942716222603,,,,8.92020692659299,8.19698517361357,8.0161081750475,,8.714171925928,,8.6144828397092,,,,,,,,,,,8.81082491853816,,,,,9.020259745328,,,,8.83692630076041,,,8.71723790585079,8.53967650450198,9.29831531632075,8.80105460804443,,8.4722244456147,,,0.6352941176470588,8.366100126904826
3977,PDE4DIP,,,,8.54515272837448,,,,,,,8.75011269870162,,,8.42165262173343,8.1314141689035,,,,8.42408429889769,,,8.62527547571985,,,8.20074319641404,,,,7.57554688815045,8.82595901693863,,,,,,,,8.79314008827205,,,,8.37101280107682,,,,8.30997780647871,,8.80911612197566,8.65406027935027,,,,8.87028046424975,,,,,8.68898114574508,8.50573663251366,,,,,,,8.76771274777002,,,8.7998060985892,,,,,,8.76021764660802,,,8.50589886312447,8.38748633285146,8.88624302991766,8.28630464368218,8.76781981719436,8.38905131174534,,,0.6941176470588235,8.249885354519897
2882,PDLIM2,11.2679163052363,10.3982633424413,10.0085548033474,10.187122976869,,9.03990169376862,,7.69677443445171,,,10.3670649098346,7.94225345436538,10.2927834062439,9.35633145376826,10.0839084229508,11.4080100723899,10.0262123563778,9.24009300343008,9.80151517815274,11.0577364811355,7.79592513107335,9.62333563051014,11.6421224936461,9.69691167021531,9.76577820034663,11.799336827242,10.6293349294799,8.62477345870233,9.01571336941618,9.25151010968428,9.95046678766667,9.85388131238727,8.41849936387115,8.86830845895805,7.11522589116799,8.66196936638818,8.84124676751303,9.92376113636768,9.70121769800981,7.98090050584083,10.0000571813554,11.1262284584438,11.5236609653732,,9.1948848870222,9.5707360402004,11.5984946439993,8.6319612808946,10.2747823183856,7.76271268615887,8.51607472778456,11.4955095425693,10.010622157273,7.34067183742981,10.2541883768954,8.96036131518093,8.17108274210274,9.18919934018194,9.11661006969381,10.3258979785065,,,9.09357273457355,9.02880771069797,9.41617537370789,9.62550710298918,10.7518294178159,10.3601695420895,10.0409885824325,9.15455134359281,11.2998372456818,8.03448073842313,11.2715322993677,,10.0891719462451,7.22868250945841,8.2726724152401,9.56421706823548,11.9948718591196,9.55425464613729,10.7737158368439,9.2404079206898,10.3027232733899,,8.95468934695004,0.10588235294117647,9.513729080770446
324,PDLIM2,11.7458674222309,9.88703140991541,7.91416491075313,9.0250038624482,,8.59821225105671,,7.797514803983,,,10.3421510279764,7.25062053720031,9.72962665770117,8.69907478994761,9.80532694432796,10.783797881278,10.2102270821565,8.03604506282558,9.47294029718349,10.1575661006195,,8.0916711111749,11.8613968249448,8.32724820419564,8.61431481105245,11.551447489839,9.89044514147253,,7.71132873419139,7.61834044433271,10.2762577005648,9.86363230723853,7.36912491300898,8.40041632775759,,8.19284907233777,9.01418205018702,10.0152850971596,9.94652069319181,,9.725066296618,12.1457724375545,12.7112678689323,,7.84186933828429,9.08752393732779,11.6736913130148,8.64848012002629,8.69567280862371,7.73218405511332,8.14786263004039,12.0597473448182,9.69732495276592,,10.3347055077062,8.8908915182482,8.1914747008617,,9.32189537599555,10.0852230316646,,,,8.47983883868937,6.83155160828119,8.7650506747399,9.65966858116997,10.003299424972,10.7206425240219,,11.2142595059174,7.73853616493567,12.2102348751241,,9.59016688674742,,,8.88220645777055,12.220630184955,8.99088939207341,10.5505184339341,8.54547634595651,8.14504112431692,,,0.23529411764705882,9.302630156713661
947,PDLIM5,11.3584225444533,11.513036310481,10.0329293794569,10.5813775024378,7.94496057196062,9.12527606058458,5.82029137914625,7.97479080663757,3.6136536425945,5.87793616395251,10.5606816193301,8.50570539936474,10.7706549829341,9.72846318047776,11.2208372619457,11.2963418644306,10.0992464794275,9.39495548640975,10.4345752691834,11.5589862923682,8.18216987251015,9.98857163180984,11.6144035686414,9.42036329715993,9.78258771539613,12.4228485839219,10.7998903130446,9.32823744107703,9.35749152315194,10.2299788770204,9.44691734450155,9.59954732835278,8.51699610574201,8.36154800898375,8.48293759254599,9.15731025909157,9.50016912215826,9.82886873173455,10.163141223117,7.60251318667901,10.6635118390866,11.2460235223471,11.5778845290982,6.84298272809594,9.5023933939681,10.4841854867169,11.6170659493507,8.92095601015467,10.9249460544858,8.27268879630968,9.05006387434894,12.0651533592174,10.4250928515643,7.32871854197735,10.9980832689149,8.64269536682656,8.16550633254524,9.09954147585591,10.2240940437457,10.5886221427469,4.16235243789481,7.77748016268473,9.72568320680755,9.11049221249983,9.76144266711961,10.495449617615,11.1786090758582,10.6608904802597,10.3844857556981,9.19362596343164,11.8226800912179,7.88647053806405,11.6577897895128,5.4909149490472,10.5492846837314,7.87092545824219,8.93494060342986,9.75842529531849,12.3493312760649,10.7139117873552,11.5283851243089,9.47986435898846,10.9180632998558,6.13788611451715,9.26594042468953,0.0,9.449478475183565
8742,PDLIM5,,,,,,,,,,,,,,,,8.97225728208444,,,,7.89044269672639,,,7.04722301943883,,,8.5904755401001,,,,,6.5322147370024,,,,,,,6.970432571723,7.99259330015866,,,8.1410735041728,7.15660916655677,,,,8.1448728107255,,7.25787087142521,,,8.96306554179171,,,,,,,,8.60997236874277,,,,,,6.02669962066022,,,5.49608677338133,,7.67446174713437,,8.07060944585819,,,,,,8.47700344147086,,,,6.45482826966621,,,0.7764705882352941,7.262263164852753
2812,PDLIM7,12.2417180840728,11.655697300031,13.4069676988575,11.1257081228915,6.85025552185754,10.7852585352907,5.66208238054474,7.83999298019531,,7.17784847453021,10.5055563458795,8.58131389777754,10.8204797058396,9.18737608489562,10.7754422559839,12.7659372784117,11.7573223586693,9.80774161476594,10.4542330558389,11.165200664457,8.52870758468436,9.77833979008435,12.9446647739602,10.5172100045103,11.3215869413814,13.4253463021476,11.6430700052444,10.9737269151372,9.30165261891507,10.5578762780297,10.7254998115143,11.4275900528157,8.73190856178304,9.77261880869384,9.06160182464434,9.34255288596766,9.503545890658,9.89605387677841,11.5715975468706,7.98898548239236,11.6227228794394,11.9104685405839,12.5459339551911,4.42865652846405,9.81048654063073,9.79520769583033,13.039018395045,8.72956876404028,11.0502813191274,8.10655548368691,8.67769088733942,13.090761827952,10.8701298955514,7.12383133906611,11.483594174138,9.97879588207546,8.35989256929569,8.80414365807128,10.4004031112891,11.4047224802142,4.8793447238659,7.78419944500265,9.66991519734435,10.588336090946,9.99102737047819,10.0306103818659,11.2385113025963,11.5113905278699,11.1424931227689,9.85929234363985,13.840694024527,6.97266634757153,13.388621641402,,10.4609093057892,7.19359804304942,8.91294317578263,10.4024408348915,13.3171270716181,10.2176422474179,11.7089698415501,9.00449986575347,10.3978741686371,6.14529906281035,8.96051734523325,0.023529411764705882,9.981614132597752
9345,PDLIM7,8.66816267197123,7.91403176527081,11.5432180501583,7.63549178451474,,7.9025915217916,,,,,7.21105379545149,,7.6370408749756,,,9.6162578631666,9.28358421440264,,,7.56964937351337,,,10.0202749407655,,8.58751120430366,10.7952809067641,8.02149535052258,8.56409486124048,,,8.42581585547623,7.93884486617331,,,,,,,8.65516787841702,,8.53821553519033,8.38247888604904,9.74825301799025,,,,10.1462246530318,6.34539725212927,7.77952326668917,,,10.3182853078922,,,7.62103183307947,,,,,,,,,,6.37885477778028,6.95151373301054,,7.92729077636891,8.92674898098481,7.74943214525508,11.5764683888633,,10.7588899445032,,,,,7.42440482214382,10.3937003958553,,7.49185544281148,,,,,0.5764705882352941,8.406070473695753
298,PFN2,11.4054529035554,9.7533515049864,9.37074623843611,9.87451777163912,6.37244517329321,9.49446655264179,,7.39697719382339,,6.65232432936393,9.66432962231587,,9.8502697562247,9.47349930458688,10.3249340935171,12.1405701989722,10.5702218514189,9.0775014625332,10.2409694681869,10.3158307045767,7.37254302484161,9.44850267846857,12.0479386815894,9.75552441542173,11.2173495215238,12.0866939570138,10.4949066713326,9.91389120246712,8.33250326651818,9.66728489879527,8.62641243573463,10.0215747152333,7.95529802553147,8.1270938242191,7.63978308118944,8.56651986774361,9.23691240304372,9.41346097897991,9.79937565930038,7.75207695194844,9.44463226243671,11.7086765077443,11.5114132388437,,9.22750090257952,9.58430355008023,12.4428396478819,9.26658726371081,10.6572174557845,8.60667796182853,6.47013624324351,12.3291440502121,10.391512106149,6.79931021355393,10.2080268391097,8.72747864017104,8.6625962221472,9.80019662932087,9.717970425693,11.1924331608096,,5.87880081068157,10.2904958170311,9.38784378484305,9.2941522106527,9.80020810314397,9.8737296801145,10.5648581861462,10.2632840484568,10.342922372709,12.4142276072838,6.05675321486002,12.3773389253799,,10.4096755133222,,7.34931014303016,9.71238680029417,12.5778516706092,9.61984676907779,11.0296699015411,10.6286093607201,9.99412612120263,,9.64675621150943,0.09411764705882353,9.536021443742774
7071,PFN2,10.0555527226683,8.52350340234229,9.15619231994732,8.6619315179776,,8.76434884853888,,,,,8.73535214321729,,8.13892407470048,7.19611711538882,8.86042467588467,10.7379011554771,9.18555271469236,7.89538620944137,8.84189984984248,8.84241980880939,,8.57984119446411,10.9009117971896,9.16270724399922,10.5178645075851,11.0574614111506,9.34413500628031,9.57066413840604,,8.53830327707868,,8.68800197914006,7.49573049126893,7.5006178575729,,7.91887801235597,7.89934478309357,8.23338416186763,9.05905375631205,,8.4696207686358,9.18109783968383,9.76588866197183,,8.06969306600988,7.86064363813259,11.3302507126034,8.40681908856368,8.64385237237617,7.05308478298791,,10.9935313899073,8.74224820902307,,8.73354394045555,8.08068573465406,6.7134128248832,,7.0569160971301,9.37534478626453,,,,7.11706715687352,6.9322846729407,8.59097973659913,7.28725359482907,9.34587032975418,9.94801214408247,10.5156431352861,11.5375120584035,,10.9247615211072,,8.96444689589385,,,8.48649290016552,11.2358514488657,8.24407314047119,9.18641298729293,9.56799388767041,8.02278389867629,,,0.2823529411764706,8.753690847420389
4275,PHF1,7.91038180925811,7.43873949441339,8.23593399910637,8.34118687049412,,7.06889251157598,,7.31639498262757,,,7.93487966120088,,7.7412491691171,8.30835132403411,7.97023372326998,8.50026305634044,7.48715313014,7.92166215696906,8.76357051693432,8.10963548178129,,8.38282453893359,8.12611467293272,7.61131167697942,7.96327865422744,8.5815508030532,7.6563346643857,7.86895308792844,7.33588444386768,8.04651245861538,,7.74795615029966,,,,,7.82358393463326,8.8356091853041,7.70705389839948,,8.10459396821269,8.29182286816584,8.21768284510186,,7.88935704862015,7.67618193321055,8.2902440292677,7.15183645061103,8.02507650835159,,,8.61217487570502,7.95503588704034,,8.01565431587624,,,,8.30442622721226,,,,,,8.12676889609754,7.9912643670922,6.65028319579677,8.74894598847906,7.96809681665226,6.75398343764627,8.74064380213017,,8.5748601819105,,8.16179610873735,,,7.7020148257788,8.6572453086945,8.82320601050894,8.10009788557755,8.22997652287254,7.7171626760389,,,0.35294117647058826,7.867301253833608
8204,PHF1,7.64535703612042,,8.09884733371773,,,,,,,,,,,,,7.56064694861013,,,,,,7.91610711224347,8.13021500054393,,,8.1956982929853,,,,,,,,,,,,8.6239158794389,,,,8.25862359184209,8.07954961125697,,,,8.22785824885504,,8.05402633260615,,,8.51551102464197,,,,,,,,,,,,,,,,,8.2290213582991,,8.7683665379311,,8.60395135365218,,,,,,8.46708663467576,8.00750025541705,8.37476247035458,,,,,0.788235294117647,7.818172648279448
6305,PIP4K2A,9.31254742160772,9.39756773243391,9.49547519035927,9.51786677267433,7.88025372580223,9.70721457369966,7.24251358344797,9.89158076684977,6.7376176662569,9.19440637049797,10.3411976930748,9.99109114531775,9.69245145364395,10.0927921503784,9.99002816266218,10.201830621223,9.41739911483431,10.0623659353857,10.1895796585555,9.70168941839001,8.31502945386019,10.2802464833453,9.50236892543258,9.89554809209577,9.37326599933477,10.144893023181,9.49306116869009,9.96011240952076,9.64710236410491,10.0515521940638,10.2504387178745,8.05389578819261,8.54159824241431,9.54490415785481,9.59951130387774,9.1331287542333,9.45206117129318,10.8094220729598,9.65931987917709,9.79516708688434,9.43085102223537,10.2659634704286,9.76415808770104,7.43393808709544,9.35604885763715,10.0422286111702,9.95762925241083,9.84379788596929,9.54340329663464,9.65330762346623,9.79105386740222,9.86257775307304,9.73464461196846,8.97378408377915,9.60766282024303,9.57448427298337,9.76538863873279,8.80044063208453,9.83488179830035,8.90880172636235,6.54678436352344,,9.38572676397992,9.6091322817309,9.82928226996728,9.8260187015317,9.46292683247039,9.82171055731647,9.70545284033715,9.32104743756896,9.85620030524521,8.62360667821271,9.86612376936577,6.87702827348586,9.92281188081974,8.58474428861192,9.24222396408317,9.97863429651676,9.86182978717517,10.0768478577146,9.98788268593375,9.37335793446942,9.763893041804,8.19804590554656,8.42571067873474,0.011764705882352941,9.316046246437555
438,PIP4K2A,10.6555699196305,10.4045952620764,10.4378392559819,10.9849515610077,8.29350088548495,10.7365742673923,,11.1119724292927,,10.1381711586668,10.9529991378051,11.3628079528487,10.7649547598174,11.0793095911671,10.8318744572321,11.3020158124753,10.5375363723097,10.45048384816,9.48921761363639,10.5073339244135,9.28877777589888,11.4232510267575,10.9333024514301,10.9856946714775,8.28582511150058,11.1685099190127,10.091630087585,10.7499267883384,11.156758514668,10.960382766707,9.04496218248107,8.98222310387579,9.67054368065125,9.99615733684578,10.2073583620323,9.02778024448052,10.6764078455974,12.2636645506176,10.3789108764601,11.2808813916267,10.8715311321904,9.85354971925034,10.9360516654915,10.1544427505781,10.8654723284142,11.2441621835731,11.5687326100806,9.87240775842133,10.8691195538973,10.7446498596205,11.233069845937,10.6765174680949,9.69321726528034,10.1834291217412,10.3654566541538,11.2944728193294,10.9493303384177,12.7216761595647,10.0122580127495,10.7658559301662,7.27773384907686,,8.51321111191393,10.0908861828247,11.4052926799495,10.8752253596536,10.9500236875577,11.0034150754293,11.2231391791439,11.102598220805,11.2915087504605,10.2584033148049,11.2040441401094,7.5765137097302,9.58889049588312,9.44849901804791,10.0726597117871,10.9095705499099,10.7902014443043,11.0536408091157,11.3183915166355,10.363366146597,11.3185107476329,9.16011828817295,11.3129555055426,0.03529411764705882,10.357037996230487
2352,PKM,12.4147768538735,12.8001219676367,10.0027624647701,11.8296234937344,10.3159867024427,11.2084886932873,8.99451632569931,10.5112031292482,7.5256402265721,7.74403625251244,11.9424098818016,12.3010879750999,12.0151511072914,12.1041325346052,12.258948072644,12.235761400329,11.0065190223381,11.3670888396223,12.44760147266,12.0658801952692,10.4830613848213,11.7284290536805,13.0695571623873,10.962389153045,12.1588881065032,12.814768815713,12.4645864817172,11.4100987922919,11.1414541788495,11.7891753665865,10.4706673723848,11.5800600158486,10.6780975341312,9.16461684724961,11.2683839522206,11.5371006886843,12.0039318521224,12.2031250170537,11.6162457757694,9.88084991031348,12.1261593963408,12.1725440300304,13.108954877405,8.47796426698469,11.2367382808682,11.1570643567001,12.3238998965674,10.99303223868,12.1217084400738,10.2688638948142,10.6149398706835,13.1573234443147,12.8292159057532,10.7198161032523,12.0009432932593,10.6027774899667,10.5799139239344,11.4927181060046,11.9004600510831,11.9712606896997,7.53191306265874,6.70733027649513,11.0999099098031,11.0570971407867,11.8224383244819,11.9976397351315,12.431440506759,11.7465545127058,11.6135598885575,10.8318882794826,12.185661982509,11.1548147783978,12.8633286512405,7.00123616070829,12.3872244421934,9.61448583075787,10.8965619070966,12.1310004180462,12.9953760811366,12.1410045639158,13.3258023762929,11.8747821421142,12.9586662501434,9.51669317610457,10.9545868829469,0.0,11.16528511522899
4750,PKM,12.3604020115994,12.0658884754556,10.4874014812332,10.8323542308165,9.23822779702984,10.5966550070797,7.46545039292917,9.09201458828665,,7.21166912405575,10.861144672021,9.67201287076895,11.4949234399872,10.5179196071447,11.6029943931234,12.2265346416607,10.4187346878647,10.7973051314166,11.3537100994544,12.013871328489,9.28170054704488,10.7664878397751,13.0160232519345,10.6906849236643,12.3635682200915,13.3062458071346,11.9404912563742,11.7647955678726,9.92475529592607,10.3204870357443,9.65626248263094,11.4098300480788,9.64844505733118,8.98782202003845,9.08409030511953,10.150884713932,10.2545313475816,10.6776704980289,11.3145820293068,8.69003722582064,10.737315786693,11.8614024206675,13.2756550875791,,10.3401199013805,10.0597984509824,12.3795128148788,10.5471400635553,11.1018124749436,9.52426393766676,8.90760115989978,13.4740101276985,11.3420662059033,7.93409929401872,11.2102643875955,9.96292654823295,9.05557827734817,8.0981646070157,10.1004604720126,10.6044720058001,,,10.0320415263853,10.6590406026261,10.1335444336325,10.8707248293657,11.4526268263754,11.0573069035517,11.6843587666239,10.0211845235684,12.6663039995794,7.97542156633835,13.2454164840249,,10.721409945028,7.09971758559742,8.68202554455189,10.5445227285102,13.251212712312,10.8957096093018,12.3835168151492,12.0548263114941,11.3620518979644,6.88786924849206,9.1629399651276,0.058823529411764705,10.456516911515207
8680,PLAUR,8.52961198926957,9.49193543127852,,9.41887413641181,8.56754107429323,8.40680100162998,8.77001966399606,8.90852171309,8.20773459499406,,8.93671182190968,9.73852985967371,8.57588913953223,9.07652966687946,9.69854453869872,7.96131231737078,7.79254363924819,8.99530227644643,9.72127239535455,9.05656426254375,8.56502196123635,8.79022425504576,8.12715301261358,8.49949099385396,9.01692432262328,8.2051542493209,8.93211994130646,9.00676345969894,9.52911755173959,9.8822165147206,8.64219314875175,6.90421340971892,8.30355819557737,,8.92400120865868,9.31717808068267,10.2554496249292,8.47926002211194,9.48882086331469,8.49233629288682,9.64938806930526,8.62187208189201,8.43198856097972,7.88592351962181,8.87548038586893,8.33343939043965,,8.68971875581771,9.83592298142457,8.03688191844891,8.32516289558725,,9.38551681671544,8.68974544886536,8.7687290248138,8.28516024394249,8.89967313830013,8.72983812161306,9.96344544839369,8.32364943108269,,,8.33383392408098,8.58406595847894,9.36328300854104,8.94310385068986,9.28538786444243,8.92970285524618,9.0469208268634,8.69418094102391,7.85537190010725,9.45770467116526,8.31034647250141,7.53220518218817,8.92217931685252,7.62727641174487,8.20822407534239,9.17798440448148,7.77468117197563,9.60758608144465,10.3546758416058,8.90606406960912,10.9027094566456,7.4679798773038,9.06331341369511,0.08235294117647059,8.70098870103457
8241,PLAUR,8.20615215981459,8.53332987647689,,8.62669353343343,,,,7.74657515846338,,,8.45094949766671,8.45688620786223,7.69499066221324,7.85332207476663,8.61086654465494,,,8.58923097805479,8.20512413364735,7.99787425732817,8.15895909162129,7.78650500746939,,7.68788591372958,8.95105381632043,,8.33757452904326,8.17884182894507,8.80834735077337,9.14595248242647,7.56938816046871,,,,8.49752093526834,8.74355398789824,9.32327476607128,,8.46260485495333,8.07081686052354,8.84124368894536,8.08933112805067,,,8.64066928175932,7.84488733167425,8.17988044923303,7.89391501035245,9.19847234396078,7.20648838157847,7.53030051231025,,8.23230040058428,,7.89011667475877,,8.04485368064236,,8.40209150151029,,,,8.53055961061883,,8.26421470909213,8.07291559927403,9.04090677189905,7.21383683862067,7.58092409203089,,,8.45753740080341,,,8.17245516974221,,,7.80521936394899,,8.78727036710004,9.73057004133285,8.04934983054871,9.67329261590636,,7.61658611990118,0.3764705882352941,8.14927655878351
3573,PLCD1,10.063771502063,9.47929832086575,9.05495433093783,8.94233369680568,,8.67685970391947,,7.29496047365128,,7.25233518122738,8.76731869743171,,9.11015458389032,8.8373460882575,9.18689073970507,10.0448535029563,9.13834970902601,8.23919898367805,9.08150030735647,9.22360793242581,7.06023473400004,9.04456037379149,10.4056663802385,8.61193345658574,10.3530507863059,10.9292287230284,9.2522973772084,9.07792571262267,8.06185963460225,8.3391426037525,8.25229228096174,9.53622462702572,7.53587335987298,7.85983619554849,,8.47371028922771,8.71898204921104,9.37998590597681,9.10391141913726,7.19729059109038,9.12152444861951,9.70997051808188,11.4501599501176,,8.3377958074663,8.65121349981643,10.349817116378,9.26369651266618,9.3000037290372,8.81964721818527,7.30062207186788,11.3129037913165,9.16350172727072,6.93215413446123,9.81571066597023,8.36422322247685,8.34346086355354,8.13692075486442,8.60355176731785,9.55673874383433,,,8.48384371062681,8.10720371469629,8.45752346193813,9.50277176594773,9.00939524270544,9.27863194620968,9.78068184728801,8.45382419469617,10.717074772918,8.2176336905234,11.3547976245869,,9.04086340293807,,8.03685952388877,9.04024731694665,11.1256171226842,9.12985119739739,9.90756481554107,9.31347528277235,9.05326161822413,,7.84092229960365,0.12941176470588237,8.881370841527017
