protein,missingness_percentage
ATRN,1.1764705882352942
ATRX,27.058823529411764
ATXN1,54.11764705882353
ATXN10,15.294117647058824
ATXN1L,98.82352941176471
ATXN2,30.58823529411765
ATXN2L,15.294117647058824
ATXN3,9.411764705882353
ATXN7L3B,81.17647058823529
AUH,18.823529411764707
AUP1,16.470588235294116
AURKA,100.0
AURKB,100.0
AVEN,50.588235294117645
AVIL,81.17647058823529
AVL9,51.76470588235295
AXL,18.823529411764707
AZGP1,0.0
AZI2,51.76470588235295
AZU1,2.3529411764705883
B2M;cRAP-B2M,1.1764705882352942
B3GALT6,74.11764705882354
B3GAT3,29.411764705882355
B3GLCT,24.705882352941178
B3GNT7,76.47058823529412
B3GNT9,50.588235294117645
B4GALNT1,97.6470588235294
B4GALT1,16.470588235294116
B4GALT4,69.41176470588235
B4GALT5,64.70588235294117
B4GALT7,40.0
B4GAT1,38.82352941176471
BABAM1,9.411764705882353
BABAM2,9.411764705882353
BACE2,69.41176470588235
BACH1,67.05882352941175
BAD,50.588235294117645
BAG1,9.411764705882353
BAG2,14.117647058823529
BAG3,14.117647058823529
BAG4,65.88235294117646
BAG5,10.588235294117647
BAG6,4.705882352941177
BAIAP2,40.0
BAIAP2L1,98.82352941176471
BAIAP3,89.41176470588236
BAK1,38.82352941176471
BANF1,2.3529411764705883
BANK1,71.76470588235294
BANP,95.29411764705881
BAP18,7.0588235294117645
BASP1,0.0
BAX,3.5294117647058822
BAZ1A,70.58823529411765
BAZ1B,22.35294117647059
BAZ2A,97.6470588235294
BBLN,96.47058823529412
BBS1,51.76470588235295
BBS2,42.35294117647059
BBS4,68.23529411764706
BBS5,74.11764705882354
BBS7,49.411764705882355
BBS9,74.11764705882354
BBX,88.23529411764706
BCAM,4.705882352941177
BCAP29,8.235294117647058
BCAP31,1.1764705882352942
BCAR1,29.411764705882355
BCAR3,75.29411764705883
BCAS1,77.64705882352942
BCAS2,25.882352941176475
BCAS3,31.76470588235294
BCAT1,8.235294117647058
BCAT2,14.117647058823529
BCCIP,27.058823529411764
BCDIN3D,100.0
BCHE,8.235294117647058
BCKDHA,12.941176470588237
BCKDHB,21.176470588235293
BCKDK,16.470588235294116
BCL10,37.64705882352941
BCL2,35.294117647058826
BCL2L1,20.0
BCL2L11,75.29411764705883
BCL2L13,9.411764705882353
BCL2L2,10.588235294117647
BCL3,50.588235294117645
BCL7B,31.76470588235294
BCL7C,56.470588235294116
BCL9L,88.23529411764706
BCLAF1,11.76470588235294
BCR,20.0
BCS1L,14.117647058823529
BDH1,31.76470588235294
BDH2,7.0588235294117645
BDNF,90.58823529411765
BECN1,22.35294117647059
BEND3,100.0
BET1,14.117647058823529
BET1L,37.64705882352941
BGN,1.1764705882352942
BHLHA15,81.17647058823529
BHLHE40,89.41176470588236
BHMT,94.11764705882352
BICC1,63.52941176470588
BICD2,16.470588235294116
BID,5.88235294117647
BID;cRAP-BID,100.0
BIN1,4.705882352941177
BIN2,4.705882352941177
BIN3,21.176470588235293
BIRC6,21.176470588235293
BLK,90.58823529411765
BLM,64.70588235294117
BLMH,1.1764705882352942
BLNK,87.05882352941177
BLOC1S1,11.76470588235294
BLOC1S2,7.0588235294117645
BLOC1S3,16.470588235294116
BLOC1S4,31.76470588235294
BLOC1S5,18.823529411764707
BLOC1S6,52.94117647058824
BLTP2,63.52941176470588
BLTP3A,75.29411764705883
BLTP3B,50.588235294117645
BLVRA,1.1764705882352942
BLVRB,0.0
BMI1,63.52941176470588
BMP1,35.294117647058826
BMP2K,18.823529411764707
BMP6,95.29411764705881
BMPER,83.52941176470588
BMPR1A,72.94117647058823
BMPR2,31.76470588235294
BMS1,32.94117647058823
BMX,77.64705882352942
BNIP1,10.588235294117647
BNIP2,23.52941176470588
BNIP3L,17.647058823529413
BOD1,92.94117647058823
BOD1L1,38.82352941176471
BOK,58.82352941176471
BOLA1,36.470588235294116
BOLA2,2.3529411764705883
BOLA3,82.35294117647058
BOP1,35.294117647058826
BORCS5,10.588235294117647
BORCS6,12.941176470588237
BORCS7,10.588235294117647
BORCS8,49.411764705882355
BPGM,0.0
BPHL,23.52941176470588
BPI,1.1764705882352942
BPIFA1,44.70588235294118
BPIFA3,14.117647058823529
BPIFB1,49.411764705882355
BPNT1,2.3529411764705883
BPNT2,11.76470588235294
BPTF,56.470588235294116
BRAF,42.35294117647059
BRAP,43.529411764705884
BRAT1,40.0
BRCC3,14.117647058823529
BRD1,54.11764705882353
BRD2,71.76470588235294
BRD3,32.94117647058823
BRD4,20.0
BRD7,91.76470588235294
BRD8,65.88235294117646
BRD9,74.11764705882354
BRI3BP,7.0588235294117645
BRIX1,44.70588235294118
BRK1,5.88235294117647
BRMS1,89.41176470588236
BRMS1L,60.0
BROX,2.3529411764705883
BRPF1,94.11764705882352
BRSK2,97.6470588235294
BRWD1,91.76470588235294
BSCL2,44.70588235294118
BSDC1,31.76470588235294
BSG,2.3529411764705883
BST1,2.3529411764705883
BST2,11.76470588235294
BTAF1,48.23529411764706
BTBD6,88.23529411764706
BTC,85.88235294117646
BTD,2.3529411764705883
BTF3,20.0
BTF3L4,20.0
BTG1,95.29411764705881
BTK,11.76470588235294
BTN2A1,42.35294117647059
BTN3A1,41.17647058823529
BTN3A2,34.11764705882353
BTN3A3,11.76470588235294
BTNL9,77.64705882352942
BUB1B,98.82352941176471
BUB3,5.88235294117647
BUD13,92.94117647058823
BUD23,96.47058823529412
BUD31,32.94117647058823
BYSL,31.76470588235294
BZW1,5.88235294117647
BZW2,20.0
C11orf54,3.5294117647058822
C11orf68,7.0588235294117645
C11orf96,17.647058823529413
C11orf98,31.76470588235294
C12orf29,82.35294117647058
C12orf4,32.94117647058823
C12orf57,20.0
C15orf40,35.294117647058826
C16orf87,71.76470588235294
C17orf58,70.58823529411765
C17orf75,64.70588235294117
C17orf78,88.23529411764706
C17orf80,67.05882352941175
C18orf25,85.88235294117646
C18orf32,50.588235294117645
C19orf12,25.882352941176475
C19orf25,30.58823529411765
C19orf47,84.70588235294117
C19orf53,87.05882352941177
C1D,76.47058823529412
C1GALT1,54.11764705882353
C1GALT1C1,58.82352941176471
C1QA,1.1764705882352942
C1QB,0.0
C1QBP,5.88235294117647
C1QC,0.0
