Gene,S001,S002,S003,S004,S060,S007,S062,S010,S011,S021,S012,S013,S063,S014,S015,S023,S017,S064,S018,S019,S026,S020,S022,S024,S025,S030,S053,S032,S033,S067,S034,S036,S068,S038,S039,S041,S069,S043,S045,S070,S047,S092,S048,S049,S071,S050,S054,S055,S057,S094,S073,S074,S096,S075,S085,S086,S088,S089,S072,S082,S035,S078,S077,S029,S079,S061,S066,S031,S052,S076,S083,S090
SFXN3,10.948476,10.085152,10.726472,9.966493,8.891181,8.07278,10.2551985,9.250178,10.210406,10.278462,10.75286,10.29244,9.400645,9.130363,10.674467,9.501222,9.418072,11.144786,8.392969,10.833246,11.175309,10.5430765,8.131822,10.0216,9.916134,8.719952,9.5541935,8.221442,8.333272,8.148103,9.878335,10.463926,9.607927,9.912904,8.430042,11.131132,10.248287,11.570737,9.646433,10.32504,8.944346,10.331896,8.383591,9.065522,11.012529,10.851154,10.538822,8.624015,8.600534,9.195075,9.041972,10.165958,10.1272545,8.91096,10.136191,9.725885,10.536061,10.205927,9.5867,8.561174,11.148387,10.201128,10.937599,10.512184,9.125359,10.237976,10.707135,10.639062,11.434411,9.481508,11.067379,9.160784
SGCB,9.065723,8.804034,10.1219425,8.103925,8.065864,7.5476418,7.5296535,7.671361,8.372847,7.9334016,8.25926,8.633221,8.577154,7.5222807,8.185913,8.357674,8.075335,9.300103,7.8660636,8.707834,9.516154,8.417471,8.123616,7.4160056,8.135354,8.925016,9.156599,6.95469,7.7775817,7.4737716,7.342644,7.5641704,7.6061172,8.51076,7.346369,9.193797,9.2967825,9.49582,7.7634873,8.176388,8.243177,8.238925,7.7590995,7.501072,9.915434,8.097458,8.781739,7.8740563,7.435142,8.446465,7.8024373,8.8123045,7.8665276,7.8369055,6.9385657,8.354561,8.131632,8.369791,8.572985,7.7064285,9.912785,7.4566565,9.064484,8.485873,7.569618,7.716582,9.815781,8.089769,8.689987,8.068926,7.9082685,7.8979707
SGCD,10.820749,9.875588,11.510009,9.511807,9.233031,7.668086,8.581508,8.495844,9.296193,9.23757,9.559669,10.049345,10.283233,8.334446,9.268778,9.359673,8.768267,10.932846,8.333769,9.674689,10.839097,9.331764,9.295941,8.29948,9.55052,9.714305,10.855984,7.688899,8.811547,6.659714,7.8883114,9.004048,8.76528,9.655049,7.917924,10.325276,10.540544,10.934027,8.964088,9.4222555,8.9028225,9.477294,8.843223,7.1721544,11.413025,9.376686,10.152404,8.800883,8.33961,7.3413944,8.980047,10.781048,9.752467,9.212468,8.289114,9.848898,9.133476,9.76381,9.822737,9.145842,11.729958,7.913059,10.504188,9.394293,7.957606,8.519769,11.446883,9.209888,10.233142,9.459838,9.401749,8.699874
SGCE,9.820489,9.3299675,10.983992,8.825355,8.740346,7.7294207,8.181944,8.115675,8.795523,8.371064,9.001664,9.439361,9.450412,7.9223604,8.579051,8.961963,8.42568,9.932258,8.179314,9.224846,10.19669,8.84103,9.036947,7.7838197,8.734708,9.042959,10.025153,7.307801,8.403285,7.8540864,7.8625107,8.226868,8.166449,9.089698,7.499312,9.680883,10.126012,10.024998,8.449472,8.449866,9.07016,8.669939,8.66841,7.93358,10.929713,8.685263,9.302849,8.428185,7.809187,7.023993,8.665761,9.722326,8.180618,8.352896,7.528567,9.307843,8.432255,8.678312,9.066279,8.308337,10.808267,7.802804,9.926901,8.957008,7.920896,8.147422,10.913868,8.671157,9.4087925,8.580703,8.466403,7.5918818
SGPL1,8.221587,8.778483,8.281757,8.807916,7.9300003,7.3526983,9.211916,9.012521,8.903052,9.770539,8.990822,7.094199,7.6132402,7.608963,9.222046,7.8373346,8.685393,8.339138,7.7347765,8.697306,8.783217,8.659017,8.035506,8.196621,10.067214,7.936051,7.822211,7.1147733,6.79819,7.107105,8.645983,9.212655,9.859425,8.819794,7.724747,9.04837,8.927404,8.416196,8.852292,8.359748,8.189777,8.645674,8.413761,8.455397,8.051119,9.462575,8.672897,8.130098,7.722749,9.715815,9.19267,8.214602,8.659076,7.511531,8.6047735,8.703017,8.550731,8.013097,8.678316,7.4065757,8.353423,8.573383,8.702979,10.035918,8.113119,9.686513,8.494588,10.087074,9.978326,8.69532,9.635067,8.740066
SGSH,9.172583,9.015273,9.135533,9.079286,8.864217,8.233333,9.577043,9.09147,9.569776,9.642433,9.557421,8.792357,8.426102,8.862081,9.815743,9.311708,9.090057,9.303757,8.680197,9.541965,9.86483,8.838307,8.959286,8.706983,9.692144,9.096185,8.441677,7.627176,7.53872,8.097481,9.057239,9.1723,10.008872,9.020347,8.488894,9.569213,10.078546,9.57379,9.291699,9.585005,9.587739,9.570403,8.945951,8.634438,9.438443,9.276806,9.525035,7.992541,8.710282,8.176196,9.506281,7.3012285,9.123991,8.307151,8.994727,10.17991,9.252524,8.683736,9.720822,9.158573,9.117983,8.542411,9.762364,10.21413,8.477818,9.778365,9.772141,10.047286,9.84675,9.685937,9.005747,8.306545
SGTA,8.900955,9.215355,8.581221,8.913011,8.660875,8.953814,9.037548,9.036566,9.214203,9.42472,9.250961,9.222083,8.891363,9.069735,9.509766,9.273117,9.119493,9.102533,9.128704,8.987278,9.581405,8.822254,9.114856,8.75204,9.206986,9.721135,7.7508307,8.04043,8.60075,8.553504,8.763014,9.011371,9.850955,8.923557,8.641872,8.789812,9.713897,9.252427,8.79028,9.253769,9.292844,9.55402,8.883896,8.896105,9.197038,9.311442,9.112493,8.882832,8.8874445,9.015351,9.207734,8.703978,9.059452,9.178429,9.480796,8.965958,9.392918,9.15612,9.172783,8.885885,8.873298,8.896796,9.493179,9.593538,8.908944,9.623548,9.433335,9.374511,9.6686325,9.600422,9.173164,8.922436
SGTB,9.390076,9.329858,8.285425,9.220707,8.641493,8.532911,9.057206,9.180368,8.876582,9.09945,9.224566,9.544978,8.819286,8.378697,9.275619,8.9814,8.778052,9.449863,8.699741,9.141192,9.878899,9.177905,8.996192,8.132035,9.183218,8.475327,8.096307,8.355855,8.061727,8.298634,8.890053,8.843091,9.448209,8.623556,7.6634436,8.93288,9.40595,9.585541,8.35754,8.418167,8.981597,9.412533,8.232729,7.953894,10.2931795,9.695706,9.127795,8.239074,8.493509,9.779759,9.210044,9.308831,8.802304,8.421384,8.811624,8.861726,9.040538,8.851093,9.455624,8.78023,9.461296,8.993349,9.771064,9.393185,8.322503,9.616527,10.032835,9.317394,10.023151,9.835717,9.542635,8.861698
SH3BGRL,11.300241,11.00137,9.101133,10.454135,10.241758,9.781601,10.534047,10.111065,10.625855,10.678526,10.631137,11.554844,10.208717,9.861574,10.806749,10.799287,10.444698,11.6093855,10.362505,11.574052,12.838958,10.955295,10.810988,9.570639,10.457206,9.870471,10.256181,9.0248165,9.277993,9.427962,10.089958,10.276802,11.612886,10.653564,9.523436,10.238066,11.552711,11.870218,9.399019,9.9419775,10.326922,11.2727995,9.884775,9.488988,13.353174,10.879573,10.813228,10.160152,9.973729,10.878949,10.831612,11.141342,10.747914,10.300977,11.011451,11.43633,10.89726,10.80815,10.677292,10.712694,11.9825735,9.692285,12.461533,11.100303,9.385376,10.983612,12.506709,10.490615,11.64746,10.729852,11.471245,9.773885
SH3BGRL2,6.985347,7.8858867,7.928159,8.268457,8.791777,8.536933,9.168976,9.3587055,8.88095,7.802663,8.805104,8.281845,7.9882803,9.184448,8.269968,8.611328,9.061477,7.4114957,9.330866,8.710248,8.027159,7.9450235,9.205681,8.067744,7.5951076,9.300556,7.16853,7.268755,7.821062,10.420732,8.281452,7.994641,8.474436,8.543572,8.351206,8.431164,9.619294,7.7910657,8.124514,9.302422,9.634159,7.817485,9.061965,8.373918,8.3676815,7.0318947,8.730983,8.914709,8.577344,8.239946,7.897613,7.9657335,7.1240406,8.410556,8.641313,8.541658,7.7875824,8.924723,9.3548565,8.302282,7.9912415,8.103572,8.382758,7.7209554,7.9222565,8.462785,8.904932,8.449746,7.7860065,9.383231,6.920983,8.155336
SH3BGRL3,11.373886,12.075493,8.881846,11.743249,10.999613,10.90561,12.376155,12.441105,11.602485,12.236476,12.071277,11.77582,10.056257,11.625456,12.194387,11.522738,11.900002,11.451076,11.293333,11.076704,11.657172,11.603443,11.431882,11.352568,11.47931,10.4624195,10.032518,10.246244,9.711229,11.825545,11.750592,11.882455,12.700833,10.956415,10.8285675,11.156453,11.396027,11.645074,10.789511,11.2877445,11.218882,12.011276,10.945054,11.370342,11.91102,12.231531,11.5321045,10.51473,11.328956,11.420308,11.749504,9.98638,10.886822,10.489776,11.95202,11.852845,12.006493,11.208761,11.437289,10.125876,10.642166,10.753256,10.837617,12.096874,10.800833,12.143125,11.978669,11.614645,12.663457,11.435955,12.30368,10.379369
SH3BP1,8.326336,9.144397,7.8518133,9.127227,8.124264,8.222078,9.29827,9.379889,9.369443,9.939732,9.398667,8.270223,7.5486107,8.673099,9.687932,8.759399,9.528119,8.636625,8.385073,8.713987,8.92831,8.995353,8.559098,8.57096,9.479151,8.10917,7.258667,7.9197927,7.9512033,8.305262,8.9237,9.199789,10.788013,8.773272,7.7128043,9.014693,9.084874,8.060258,8.992269,8.544197,8.553951,9.356087,8.239382,8.628443,8.032637,9.820832,9.104151,8.402084,8.350313,8.912203,9.398565,8.466564,8.70843,7.8975806,9.067425,9.269152,9.220611,8.506362,8.822029,7.9402537,8.041866,8.342868,8.203035,9.819272,8.598516,9.550528,8.679002,9.937738,10.149375,9.275135,9.572,7.905497
SH3D19,7.6889033,7.7125177,7.8555303,7.9164143,8.240331,7.7205205,7.2110076,7.5873613,8.75019,7.9496274,8.555535,8.101741,7.780144,6.8220887,8.257093,8.477579,8.19788,8.265956,7.828606,8.418442,8.749014,7.7828836,8.376293,7.760269,7.8920074,7.547481,7.1995764,7.670452,7.0336256,7.9208436,7.916957,7.356333,8.369926,8.611107,7.883623,8.001088,8.849154,8.215773,7.9533825,8.683072,8.414116,8.568171,8.333109,7.3395863,8.414146,8.024924,8.75709,8.864461,8.605248,8.022484,8.030079,8.387587,8.300767,8.168482,7.3313303,9.1486435,8.206341,7.967248,8.944491,8.644485,8.456507,7.7457237,8.355336,9.411234,7.627469,8.930105,8.80796,8.572737,7.829702,8.275622,7.890206,7.71602
SH3GL1,9.922632,10.081374,9.35553,10.082451,9.44695,8.868211,9.708958,9.436804,10.105165,9.914919,10.152735,9.909976,9.689676,9.099467,10.272355,9.936264,9.85237,10.2781725,9.340758,10.401468,10.859001,9.82648,9.805094,9.068174,10.1360235,9.415726,8.863491,8.390317,8.658431,8.868392,9.337884,9.707385,10.811127,9.902462,8.619502,9.775144,10.676201,10.33392,9.6921625,9.609567,9.730028,9.751723,9.145963,8.961254,10.485502,10.35888,10.324665,9.183805,8.954404,9.263343,9.831828,9.582727,9.356115,9.232017,9.357062,10.212242,9.509262,9.616161,10.3394785,9.22298,10.440006,8.567241,10.462528,11.055479,8.584321,10.50488,10.74567,10.524141,10.443992,9.991237,9.532366,9.065998
SH3GLB1,9.813843,9.9654455,8.825572,9.8233,9.031607,8.752645,9.515725,9.188658,9.979033,9.758762,9.920587,9.866355,8.855864,8.832373,9.917166,9.482703,9.534838,9.995061,8.887537,9.582727,10.791932,9.563593,8.813157,8.841978,9.485856,8.943721,8.416092,7.9463477,8.414907,8.040012,9.413837,9.686835,10.432393,9.284748,8.461957,9.925162,9.901498,10.148297,9.14257,9.500531,9.967825,9.715263,9.698799,9.04867,10.19668,9.911626,9.742939,9.502459,8.450504,9.139302,8.877601,9.165536,9.260525,8.31073,9.2287655,9.46546,9.211982,9.168318,9.766935,9.210452,10.035283,8.395334,9.910487,10.407411,8.485566,10.103737,10.730944,10.151691,10.429525,9.375384,9.824658,8.177005
SH3GLB2,8.799446,8.927237,9.06957,8.57557,8.493278,8.453474,8.546396,8.156974,8.848511,8.576683,8.584379,9.585739,8.605417,8.571301,8.851672,8.783953,8.970179,9.156788,8.911518,9.389417,10.047198,8.841479,8.708723,8.365267,8.534908,9.071857,8.145779,7.3139577,7.994696,7.6937833,8.433717,8.293691,9.475119,8.696451,8.347864,8.893161,9.291916,9.753797,8.176809,8.805951,9.001994,8.830678,8.410416,8.173429,9.800974,8.54289,8.645797,8.892962,8.106898,8.584585,8.169626,8.88542,8.2957735,8.413762,8.561358,8.716686,8.61279,8.617389,9.460248,8.581344,9.778305,8.059534,10.005789,8.688411,7.7734065,8.490712,10.022469,9.180118,9.014292,9.561761,8.557525,8.491326
SH3KBP1,8.754853,8.661466,8.292357,9.319288,8.668503,8.614571,9.336519,8.737582,9.179026,9.761659,8.979087,7.954148,8.267066,8.512808,9.35982,8.854082,9.511152,8.886687,8.801982,8.628501,8.811943,8.792941,8.881911,8.446679,9.373471,8.267345,7.81585,7.9397354,8.160511,8.122347,8.739501,9.159927,10.513727,9.012092,8.017493,9.327445,9.139579,8.246518,9.038669,8.558841,9.300087,9.480651,9.299815,8.405701,8.146378,9.418189,9.328042,9.098882,8.621037,9.7293825,9.111233,8.158976,8.462158,8.034726,8.842566,9.79669,9.090108,8.7517605,9.7391405,8.463649,7.8231945,8.322661,8.294906,9.607487,8.078819,9.454262,8.858487,9.718792,9.880238,9.351377,9.25201,8.402458
SH3PXD2B,8.725485,8.948325,8.414607,8.82398,8.367641,8.180792,8.253105,8.206938,8.894803,8.584876,9.021425,8.79526,8.279619,7.7131047,9.012173,8.504013,8.68084,8.72431,8.093064,8.886389,9.345767,8.75248,8.693142,8.0909,9.302968,7.85282,7.9176865,8.030599,8.137405,7.986992,8.177088,8.622641,8.936941,8.902957,7.889145,8.780448,9.144463,8.749084,8.422502,8.460797,8.529542,8.547549,7.849619,8.0568695,9.043548,8.96035,9.013904,8.292108,8.29496,8.929336,8.723381,8.205931,8.685978,8.154737,8.479292,8.725538,8.71929,8.608023,9.102947,8.349649,9.113191,8.030978,8.739473,9.650006,8.067587,9.273791,9.163131,9.262224,9.156303,8.804826,8.808552,8.306105
SHBG,7.37029,9.654664,8.397051,8.343317,7.8313003,8.57682,9.410611,9.999951,9.289671,9.058574,9.057186,8.623084,7.312641,8.324867,9.99757,9.899121,8.476996,8.812102,7.9339137,8.659452,8.12907,9.515377,7.732501,8.524111,6.847138,10.186786,6.818802,9.193903,7.673919,8.925407,8.488127,8.824403,8.2195,8.772028,8.618654,8.536742,9.43864,7.9982023,8.992023,7.971782,8.210298,8.91499,7.118632,8.289095,6.7255387,8.829916,9.011965,7.314843,7.14168,8.16641,8.413669,8.033992,8.7107525,8.363008,9.621441,7.885452,8.769497,8.781949,7.416116,8.862809,6.7962184,9.815164,8.676819,8.776201,9.145554,8.215889,8.082205,8.578418,9.13775,8.256518,8.397273,7.6438756
SHC1,8.318598,8.751415,7.7063193,8.669533,7.913558,7.795877,8.924882,7.656483,8.795171,8.733826,8.744277,8.224453,7.916476,8.205235,8.764687,8.795726,8.527613,8.922725,8.177735,8.785351,9.400402,8.174034,8.818781,8.16489,9.122899,7.860812,7.224183,7.3250647,7.2230687,8.065529,8.1673765,8.337909,9.3077545,8.301786,7.5340796,8.3832035,9.160629,8.5906725,7.903369,8.508261,8.488954,8.955078,7.7466083,8.216082,8.678644,8.641172,8.808521,8.145702,7.747405,8.714132,8.804013,7.712439,8.340236,8.005176,8.541426,8.8676,8.623641,8.245747,9.042488,8.005205,8.715185,7.9728103,9.11286,9.209985,7.3811235,8.865757,9.155405,9.087634,9.1067,8.801394,8.577967,8.404633
SHFL,9.401673,9.411761,7.364174,9.012075,8.116707,8.137508,9.050463,8.3443,9.312447,9.401609,9.601842,9.144096,7.7870946,7.9346123,9.515871,9.650193,9.025631,9.137833,8.159844,9.085349,9.913393,8.823861,8.453853,8.038683,9.088778,8.365229,7.836258,7.870691,7.4230227,7.9498672,8.561722,9.283618,9.646074,8.770906,8.12541,8.755222,9.695856,9.578016,8.354847,8.909516,8.48992,9.182981,8.095955,8.29922,9.856434,9.651852,9.27888,8.42108,8.318927,8.4710655,9.033162,8.703555,8.792142,7.918865,8.805655,8.93794,9.092197,8.599477,8.754567,8.441009,9.423295,7.603843,8.851346,9.955361,6.742878,8.951145,9.939978,9.535742,9.970805,9.195599,8.775768,8.1672735
SHMT1,8.452646,8.476238,8.069067,8.28601,9.094492,8.343139,9.215371,8.153861,8.912025,8.843428,8.869088,8.429609,8.718565,8.627236,8.503695,8.638908,8.802968,8.951453,9.000888,9.354877,10.189871,8.330642,9.306246,8.133342,8.855443,8.442375,7.6712394,7.7200994,8.036375,8.083677,8.616506,8.303141,10.328205,8.623927,8.216351,8.663535,9.387357,9.32367,8.599132,8.474738,9.536053,8.837995,9.305145,7.947318,9.032842,8.948131,8.592418,8.868332,8.536487,7.9501667,8.535558,8.565648,8.7704115,7.9352508,8.078419,8.759325,8.623028,8.347388,9.295056,8.6505575,8.599158,7.9743896,9.120163,9.384048,8.113466,10.151109,9.6600065,8.967008,9.359895,9.41129,8.6674795,8.240025
SHMT2,9.284406,9.756775,9.049569,9.933312,9.163398,8.448051,10.24285,8.828048,9.459569,11.079565,9.981811,8.507103,8.550898,9.392705,10.182167,9.597846,9.635289,9.641244,8.920504,9.852,9.887677,9.299282,8.8758955,9.362517,10.574113,8.423694,8.052964,7.9092107,7.826335,8.323557,9.311809,10.309473,10.478826,9.735495,8.024815,10.063005,9.660415,9.868997,9.57338,9.693703,9.088016,10.395355,8.631169,8.815886,9.463511,9.984326,9.754672,8.498171,8.729875,8.644667,9.8363495,8.416655,9.576938,8.263331,9.4802685,10.006181,9.857468,9.344815,10.004701,8.159693,9.175617,8.908645,9.230004,10.774096,8.314528,10.409145,9.575251,10.905509,10.556213,9.822892,9.829122,8.34799
SHOC2,8.8766,8.851745,8.940096,8.561813,8.616174,7.884344,8.652468,8.592145,8.843956,9.01827,9.063792,9.006202,8.2944975,8.311494,9.407537,8.890696,8.899199,9.203338,8.263953,8.877629,9.921208,8.504611,8.981335,8.4391,9.216182,7.4906716,8.13563,6.8682537,6.664782,8.24448,8.204679,8.57382,9.609901,8.852219,7.5570493,8.8356695,9.393049,9.316957,8.499516,8.510211,8.979116,9.525123,8.580075,8.087447,9.487685,8.882497,9.115456,8.555149,8.445559,7.984431,9.260392,8.570313,8.293775,7.766447,8.797176,9.212003,8.519915,8.722046,9.29435,7.9439874,9.4615345,7.08188,9.475691,9.491064,7.883265,9.178501,9.676767,9.386871,9.481613,9.447649,9.061203,7.8719683
SHPK,8.864577,8.972187,8.471241,9.0672245,8.581977,8.167026,9.233664,8.311678,9.33991,9.133234,9.270643,9.64697,8.295081,8.427006,9.52868,9.699656,9.005657,9.419236,6.9292665,9.471207,10.365788,9.254418,7.9017715,8.216852,8.099156,9.38789,7.4863067,7.5777426,7.434828,7.316961,8.409218,9.198393,8.950667,8.764199,8.227865,8.568858,10.377464,9.9010105,8.608139,9.023012,9.446394,9.809781,8.714175,7.3315077,8.711053,9.241456,8.834625,8.408303,6.19416,7.9199095,8.367922,8.498318,7.975269,8.066927,8.7227335,9.636165,8.835194,8.494757,8.75396,8.283817,9.17164,8.145866,9.907002,9.792834,8.019971,9.261107,10.262583,9.458842,9.908045,9.2157955,8.9727335,7.437015
SHTN1,8.192704,8.6908455,7.579077,8.895393,7.1712565,7.507208,8.64929,9.0273695,8.996945,8.890696,8.964773,8.128513,7.9191856,7.789362,9.100588,8.506022,8.647112,8.521942,7.789874,8.504172,8.662526,9.157978,7.728359,8.3949375,9.19927,8.531507,7.9301863,7.68999,7.7960763,7.877773,8.92099,8.955046,9.468249,8.488815,7.532852,9.00844,8.830505,7.6558514,8.332342,7.9960685,8.6080675,9.046614,8.128634,8.552513,7.8091335,9.758142,8.725302,8.104376,7.80646,8.799569,8.682625,8.174178,8.309521,7.559601,8.534163,8.569504,8.819341,8.26992,8.764466,8.067146,7.610115,8.857569,7.9306555,9.095158,8.409009,9.537509,8.514868,9.173909,9.883236,8.990716,9.603351,8.180633
SIAE,8.677428,8.775762,7.9241533,8.928753,8.330721,8.089428,8.960134,9.448712,8.985728,9.49663,9.031636,7.7257037,7.4023175,8.477122,9.05481,8.812706,8.818728,9.214921,8.021735,8.429313,8.896257,8.625847,8.58885,8.426262,9.695126,7.788519,7.5665293,8.09411,7.978232,8.119923,9.031356,9.504873,9.132256,8.860271,7.9250193,8.958546,8.882094,8.345304,8.748784,8.694454,9.025768,9.803005,8.728064,8.602349,8.238775,9.095115,8.905461,7.7890778,8.2143755,8.341283,8.813345,8.046263,8.447619,7.872643,8.370272,9.078303,8.81776,8.458729,9.041137,8.003186,8.004269,7.712017,8.702802,10.25892,8.831878,9.102471,8.702286,9.583003,9.496548,10.026807,8.723275,8.384314
SIDT2,8.021345,8.506064,8.510044,8.073368,7.683281,8.20437,7.9654565,7.569716,8.297447,8.212159,8.2943945,7.8790812,7.9500494,6.813037,8.149486,7.9088287,8.087917,8.165582,7.584087,8.613463,8.333423,7.685416,8.227252,7.949274,8.896279,6.3221636,7.3849416,7.2803392,7.7021227,5.941585,8.354964,7.893921,7.965087,8.568072,7.2229958,9.034899,9.139744,7.918786,8.219863,8.634447,8.539366,8.09418,8.797571,7.505774,8.061348,8.93333,8.483158,7.7245207,7.336151,7.6424494,7.824973,7.942074,7.8301306,7.57753,6.1273007,8.491926,7.3427143,7.491992,8.947167,7.757177,8.097633,7.297717,8.128421,8.845039,7.220629,8.791365,8.2012205,8.529943,8.89442,8.6083,7.518107,7.530268
SIGLEC1,8.101303,8.734656,8.377858,8.18612,8.696656,8.729291,8.72461,7.8801875,9.414497,8.595323,8.663853,7.5670238,8.027685,7.292516,7.4963427,8.065758,8.6050005,8.025378,7.699556,9.987606,8.759353,8.610616,8.980777,8.321566,8.892936,8.776413,7.2058187,8.169008,7.497569,6.666739,9.4772625,8.4424095,9.87408,9.502613,9.184188,9.153682,9.215632,8.569357,8.721487,8.67892,9.914014,8.729014,9.594591,8.234613,8.40848,9.834042,9.083984,9.159437,9.923426,8.21495,8.746589,8.823244,9.603974,8.576366,9.053461,8.591472,7.9229918,8.421212,9.391051,8.424091,8.034346,9.45422,8.425724,9.183039,7.049992,10.271738,8.593102,8.737725,9.472815,8.989709,9.097454,8.180577
SIGLEC5,7.6894884,8.303013,8.181853,8.236147,8.803302,9.093426,8.019884,9.549357,7.7741737,8.300955,8.058308,7.5515614,8.288733,8.368507,7.850958,7.4247,8.4094715,7.9272814,8.511896,7.930845,7.6870894,8.012057,9.063002,7.8310857,9.891252,8.277979,8.315824,7.845254,8.6869755,9.438583,8.143689,7.7444386,8.147096,7.536609,8.440585,8.076946,7.753212,7.7806597,7.6711435,8.006773,8.033834,7.398875,8.3590975,8.607075,7.7467012,7.7890916,8.308372,8.869958,9.621268,7.8765492,9.285328,8.034218,8.17233,8.508971,8.151831,8.224925,8.497767,8.780206,8.201306,8.546223,7.565208,7.948488,7.1589994,7.6450334,8.517901,8.153615,7.604348,8.039148,7.524028,8.387069,8.323641,8.335275
SIGMAR1,9.261671,8.591914,9.754755,8.416557,8.560436,8.1156435,8.612472,8.315773,8.576765,9.068786,9.141486,8.617803,8.267142,8.241136,9.088021,8.6374,8.893661,9.012538,8.26232,9.342331,9.429692,8.574121,8.7956295,8.50477,9.148543,9.120445,8.364708,7.847434,8.179286,7.216465,8.453077,8.480962,8.549057,8.651626,7.79878,9.0033045,8.733388,9.5855875,8.28207,8.413853,8.91222,7.899896,8.708057,7.0310087,9.188549,8.706987,8.975156,8.012308,8.288051,7.872462,8.499795,8.306084,8.16388,8.038714,7.569599,9.2485485,8.363358,8.564166,9.004273,8.1845875,9.387945,7.962262,9.13797,9.290098,7.554126,8.75066,8.725634,8.933655,8.967488,8.584116,7.767254,7.7944202
SIL1,8.308314,8.372343,8.122822,8.179754,7.399789,7.574336,8.6053915,7.3505945,8.079634,8.725396,8.685991,8.29619,7.9864388,7.946124,8.538249,8.6806135,8.14122,8.437361,7.578503,8.61811,8.870641,7.744553,7.969214,7.6609497,8.921083,7.29963,7.8130274,6.4617205,7.1693807,7.666939,7.6422915,8.869094,8.225076,8.6050415,7.0956655,8.812512,8.622113,9.378652,7.925739,8.495404,8.138503,8.6921625,8.3733835,7.4419117,9.052975,8.096461,8.504273,7.9257255,7.99541,8.010153,8.071209,7.8451815,7.7771997,7.9346304,8.787093,8.611402,8.877108,8.083902,8.720803,7.775607,8.405248,8.012067,8.652556,9.031399,8.074607,8.7735405,8.728835,8.759609,8.7394285,8.785052,8.643728,8.101429
