Pathway,Embedding,N,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Model,Fold
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_17,11,-0.21450951365450766,0.5264775237226652,-0.28181818181818186,0.4011448979604785,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_18,11,-0.016996525453637404,0.9604418626052437,0.11818181818181818,0.72928477951978,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_19,11,0.33188994324720694,0.3187068332859311,0.3181818181818182,0.34029761418190363,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_20,11,0.14430258488513198,0.6720687340643,0.3454545454545455,0.2980892209030388,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_21,11,0.024223415302880358,0.9436414063071985,0.10000000000000002,0.7698749998921366,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_22,11,-0.15190101447270266,0.655699528696703,-0.26363636363636367,0.4334407376116145,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_23,11,-0.2762220175062065,0.4109558660736439,-0.3090909090909091,0.3550284397015071,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_24,11,-0.25761499750360717,0.4444002377062895,-0.36363636363636365,0.2716375409938228,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_25,11,-0.1855819596610937,0.5848444346971258,-0.26363636363636367,0.4334407376116145,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_26,11,-0.21887043278539411,0.5178973549944204,-0.24545454545454545,0.4669223669820163,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_27,11,0.0674004638381489,0.8439064562630851,0.46363636363636374,0.15090149929248603,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_28,11,-0.10088815412219192,0.767879292827648,-0.43636363636363645,0.17966487658001123,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_29,11,0.19297776185126547,0.5696898487249967,0.3090909090909091,0.3550284397015071,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_30,11,0.09756250358306681,0.7753585323202201,0.3090909090909091,0.3550284397015071,Baseline,0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_31,11,0.24472707974432267,0.46828591242038686,0.26363636363636367,0.4334407376116145,Baseline,0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_0,11,0.09216185114854296,0.7875406923203002,0.19090909090909092,0.5739131682855215,Baseline,0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_1,11,-0.10817619441876508,0.7515515693216293,-0.2545454545454546,0.4500365768888285,Baseline,0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_2,11,-0.01721131827108048,0.9599422917935817,0.0,1.0,Baseline,0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_3,11,-0.033265233850743925,0.9226514714548194,0.0,1.0,Baseline,0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_4,11,-0.05626221767265207,0.8694923740144147,-0.10000000000000002,0.7698749998921366,Baseline,0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_5,11,-0.1874475059506738,0.5810072951084464,-0.24545454545454545,0.4669223669820163,Baseline,0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_6,11,0.06938148192449074,0.8393693009691128,0.11818181818181818,0.72928477951978,Baseline,0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_7,11,0.11877560309726556,0.7279690609252923,0.22727272727272727,0.501535667604937,Baseline,0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_8,11,-0.08664027708176746,0.8000399287187767,-0.33636363636363636,0.31182431390038623,Baseline,0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_9,11,-0.04756131748814314,0.8895590294392164,0.02727272727272728,0.9365584481926122,Baseline,0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_10,11,0.09295627452318908,0.7857459772675702,0.18181818181818182,0.5926152128455,Baseline,0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_11,11,0.08378518382385927,0.8065197617678127,0.14545454545454548,0.6695786456420787,Baseline,0
