Genes,S001,S002,S003,S004,S060,S007,S062,S010,S011,S021,S012,S013,S063,S014,S015,S023,S017,S064,S018,S019,S026,S020,S022,S024,S025,S030,S053,S032,S033,S067,S034,S036,S068,S038,S039,S041,S069,S043,S045,S070,S047,S092,S048,S049,S071,S050,S054,S055,S057,S094,S073,S074,S096,S075,S085,S086,S088,S089,S072,S082,S035,S078,S077,S029,S079,S061,S066,S031,S052,S076,S083,S090
CAP1,8.27449654383124,11.9608007048296,10.7492149476587,11.1446749199731,9.84017187291849,12.7022881108171,10.5581758018598,12.0669039805721,11.850153155907,9.89530079771325,9.84485276701826,11.0929753603315,11.0602710555084,11.6591955308298,11.506379804131,11.8405632922155,11.5812683503024,9.0216037597678,10.8145955158182,9.07450260174175,10.2024982191959,10.5331224227118,10.4362038520059,10.6207957933013,11.2037477410454,9.53571539104881,9.46920260852888,9.26222547919898,9.27974188140182,8.27454546067437,9.70326217907933,8.80367886824235,9.18563981449851,9.04559681453995,8.98828940053821,9.9499646882272,9.66292767510967,12.7396504520538,10.4072091272103,10.7622577807469,11.0946015611681,9.27916206405877,10.390226641011,9.62261505783628,7.99650885018861,8.97813703405831,9.59437301946163,10.4436014193949,8.46348666570964,9.89328328525071,9.94056658121118,8.57052804145395,9.91972666875339,11.9766285404975,8.89606401591461,9.72514001677096,8.80698465524717,8.90159166409028,9.0061614152515,7.76123856258277,8.51815527648937,8.00787588498923,8.25415680289003,7.98783511732758,7.66430833052858,7.55353315010281,8.54694998515273,6.65620392249777,7.03574603502659,6.89676990060109,7.29957603424317,5.46117856654341
CALM1,8.91169583140351,11.1358650203344,12.506685870172,11.1801771540701,11.1533645966486,12.3347922724892,10.7874426869354,11.6729813962804,12.1069775179881,12.4468908330989,12.0367998515569,11.3433946228593,12.1035139676251,11.5838269871133,12.2960217879991,11.6891594140745,11.597881605824,9.09408096190062,11.6988295974399,10.4639124858992,10.0958964993219,11.3644098712448,12.1193586993037,11.9989767040254,11.8941400805744,11.511814802837,11.7785541444668,9.78217120896065,9.4349016150418,9.35657256918335,10.0259903900427,8.52534187085882,9.88779655338158,9.25597335008335,9.2254115580716,10.1687122831402,10.333594662541,11.5507522844091,12.3626898107856,13.2099376558744,11.4172159073535,12.1669719396249,10.4772784068661,12.0019701330164,9.34049019192452,8.74288071385526,9.86884124811955,10.0636363910994,9.24175166481468,12.2761856170703,9.93325530271439,10.7979266344803,10.3686166485431,11.6353278773798,10.64107875453,11.7173744564146,10.2732593643674,10.8369136980742,10.5982463656857,10.4752774746786,9.34912592971384,9.35245380805458,9.74798907402595,9.51180007831831,8.86049533071238,8.28169871458415,9.24963856011165,6.99424342001754,8.26324836648991,9.0469074791059,9.10054452630955,6.77624117595379
APRT,7.78371954003451,9.55511714552563,8.98863727632744,8.79304671537715,9.58700517691989,10.5627387970028,8.48755459950898,9.30555384823807,8.91852073230621,9.85273652848357,8.45935760860717,8.581566915655,9.77847259624109,9.236584811975,8.84607325175444,9.14314648618319,9.12539013067021,8.66197427104324,8.60097451342889,7.94004499094201,7.97626091975369,8.70943581599679,8.57573448780969,9.96755515258287,8.95703520614465,8.94934721506199,9.63413043037659,8.15024406746367,8.63350399007433,,8.76745962901635,7.82449797164989,8.3109069374603,8.05837421882274,7.88490337147785,8.14529361701559,7.61816690567055,10.4842135951581,9.71814976256685,10.9848795928215,9.19078759795799,8.89272589210878,8.41985920807238,9.69972640340029,8.61585984070669,7.91671222724011,8.06616937365546,8.25925349529964,8.4057517160147,8.83480024931117,8.40798079721369,8.66413395370201,9.19201701515026,9.45665871706184,8.84930701935445,9.06888865344458,9.32862465507415,9.72243317612235,8.12832467552029,8.8815762366119,8.12254016340123,8.02640289068339,9.07260257038842,8.5891145890635,8.34693801311629,8.09991181798174,8.49344635132,7.82700356417968,8.14986004769313,8.38543118717814,8.98210561504867,7.83205504022697
CLIC1,8.61622698880483,11.4242178768489,11.6987777320066,10.4770404045854,10.4354715262927,12.0832439313009,10.3330723024177,11.4956731042738,11.4633464434847,12.018465152153,10.9916591241202,11.0907281378966,11.5631294698235,11.13877257352,11.1411380894426,11.2185595010817,11.2057173062868,8.65233038255029,10.9677729360334,9.41004831723405,9.49950346952379,10.6943466908692,10.486277976712,11.3167189397941,11.8222768045935,10.8858944624201,10.5449562425078,9.26356709459669,9.1066169034363,8.22743585471686,9.72553586182263,8.53466732003874,8.60236086691024,8.74887150556061,8.8054450019377,9.44747680940788,9.30004774818462,12.2369369026616,11.9265565052965,11.6400696817271,11.0845159378759,11.1904387609834,10.2308137030577,11.18594007977,8.59598764311013,8.21098105730495,9.27796175214489,9.66049522636551,8.39163690109227,11.0157058383017,8.8954352455072,10.0792375008116,10.047059764764,11.5997224931373,9.79912687040558,11.6051870482299,10.1694781501182,10.8820311973646,9.32274667252429,9.73516952635957,8.83795459096148,8.42018257454709,9.01334963016805,9.17892440670849,8.39130577674649,7.71471928394592,8.57378937316578,7.5748374070031,7.90718105282541,8.47633614533594,8.95184806801098,7.53242776361774
USP15,7.57533963900687,8.62830052780158,9.73843367999751,8.32698094307261,8.46055765094041,9.01195088453203,8.640739641259,9.08709648098752,8.84784795307377,8.9502294850643,9.41611216019282,9.14493713773589,9.98760313955456,8.94864581692413,9.42854680380869,8.9151927388728,8.9510312170309,8.12135154242713,9.02582067547189,8.06233303928456,8.30646483226297,8.79931471525704,9.24193179039173,9.24784804569476,7.93213804658453,7.6140589307416,,7.52901469894041,7.15504303298967,7.20716985588738,7.31148185980904,7.37271989208782,9.25979289378256,8.13377770536728,,8.05808477030183,8.08566004180344,9.08867892698138,8.18996609867263,9.11986219276164,8.26721932292988,8.78894172504745,7.24134359277364,7.98532612338348,8.03859496638685,,7.92921366851873,8.03619339624266,6.95830512826135,8.87682546728013,7.92786624784119,8.60118909612996,7.47964144129129,8.73306382290878,8.41226453066414,9.38843644545364,8.07111595153197,8.01555751367853,7.70065309407727,7.82491868478903,8.26855014627718,7.61733188810812,8.1665762842276,7.32678267611279,7.76901286631642,6.64574188666578,6.99263128838992,,6.98938243999747,,,
ABI1,7.74097035508724,9.52219218782678,11.1216118084594,9.05215738628433,9.38439753786439,10.0415205775213,9.19293667090431,9.96609958746361,10.3364069057863,9.91654961278972,10.7987796880108,10.6270356945604,10.3225070426647,10.2806062904269,10.3032615101776,9.84600357627581,9.8484209311805,7.53681047966361,10.005157311886,8.9602734341074,9.37862636062736,10.1856426025733,9.64560698949933,9.77167159934023,10.3460597605724,8.28212728676943,8.11513006449134,8.33842781180729,7.61900552088973,6.90436487635936,7.77057575579638,7.69599505345933,7.46643046020122,8.00085690286457,6.94963122474268,7.99463272874023,7.93722223558193,9.90224847313446,9.34478168724175,8.14772572831682,9.76005739471397,10.9039244224767,9.22131306263375,9.50727920609268,7.45351618325389,6.65593982847936,8.35554546125846,8.63533639831723,6.48169841490155,10.5175395661093,8.20187044501796,9.62985262279463,9.1064500969368,9.94250512490587,9.44487093307428,10.5244158573435,8.81918746614791,9.20057154633807,8.83175543883796,8.93543118503848,6.96488841393667,8.13968020540924,8.33531383737718,7.01820140065088,7.3874618452257,6.79984472212898,8.06941850851985,6.57855553596289,,7.02659134748676,6.5884932866283,
SNAPIN,,8.78613068210772,10.0784398654548,8.18397433003796,8.59237039082122,9.46816357495734,8.62767987425824,8.74989023279626,8.6238918228244,8.98237728376747,9.3050087652931,9.11909040248274,9.17572523663784,9.14409412780665,9.5309870298881,9.0766462978931,9.17831783796567,6.42842429764759,8.92108233769953,8.67812049779982,8.61284207836168,9.0952800689761,9.15721038944508,9.21489409170924,9.65313493811791,7.65914068431121,7.81729745704189,7.43604370090239,7.57180566973197,6.6953980293066,7.74601957585195,6.90461984984462,8.03610384912492,6.93997861061574,7.64018773755612,7.39367334566543,8.4605582418488,9.25264263626696,8.86594369239679,8.24728228220531,8.6906983290063,9.96399190623351,7.97251545778279,8.62749789950604,,7.08320702939907,7.80102630055064,7.33643255104004,7.31908786122142,9.45023965525075,8.14610821647586,8.29830374889972,7.61553253767173,8.81768432859839,8.21013087776392,9.36220099660998,7.77781395351916,7.77299995940105,8.20943094037146,7.97603090612863,7.79994338823442,7.40477620514804,7.75314701256165,7.26982639842689,,,7.40028514227038,6.05037264799203,,6.53439395904461,,5.19361120542252
TPM3,9.19376787754873,12.1631766404366,13.2099107419591,11.583225130531,11.5334154805526,12.8114559720691,11.6362958719658,12.5884517678194,12.7795652618239,12.5022783952975,12.4828195763052,12.787586958037,12.7170640534191,12.6420229227711,12.3884417912394,12.3639543093472,12.3403005364479,9.69144496317579,12.4802910986138,11.0941196995371,11.6583689272641,12.3005624808873,12.2856387412895,12.358516620476,12.7538231237814,10.7133606218126,10.6308617558537,10.4894157931732,10.0537857238594,9.31048377905358,10.3117194445391,9.37213874487881,9.91730253795139,10.0618734883981,9.90206230494633,10.7656942325641,10.7869674333637,12.6879142002526,12.0283956970649,10.3954934846382,12.1916747418018,12.6828871427609,11.202929995511,11.8215434119866,9.38417419512045,9.26101095116374,10.3397041707561,10.9442651949659,9.26143674278921,12.6239371212455,10.7960301477019,11.581464017115,11.0215540783779,12.4928312794077,11.0104824409937,12.4541833939089,10.6411491853951,10.5810798866539,11.0071539371392,10.7894566052415,9.69180763048851,9.7711719126245,10.3550126025808,8.34261664697987,9.03570185845365,8.2883616512188,9.92774806727219,7.33769647548934,8.26002177119838,9.14453767747979,8.36553833539071,6.70491756209395
BRK1,7.66701244372095,9.77390235375178,10.9455796409757,9.29051368980702,9.38452579518724,10.2095132678757,9.07371329404083,10.1625011362468,10.0740375964275,10.0293741537043,10.6373883153872,10.3690155446605,10.0800100254704,10.1489123532132,10.0331883791133,9.88590521037349,9.96309593065209,7.34329759166222,9.9092303494865,9.11879279711912,9.12555979930453,10.053805419131,9.78863160342849,9.81483544772084,10.1479637911695,8.46367799918038,8.30778494268549,8.52918919399579,7.84348586672053,7.52447516686265,8.4062131410757,8.02347616276731,7.75773170618951,8.06793973137836,7.14476283023032,8.47701404545394,8.1465168761539,9.84018536840415,9.61926208314395,8.1110030188896,9.72368796885472,10.7089556930623,9.38862830860688,9.55012824909112,8.40942518084701,7.56605101650819,8.38391104596371,8.66971786894605,,10.2433564166175,8.18217450731243,9.42555968678079,9.07285166211368,9.69462211417657,9.11571450723944,10.0306775904886,8.89852975384785,9.3238902273147,8.80059524273715,8.84764234122246,8.77946842594325,7.86156008032269,8.39459146285223,7.5393373066425,7.39182036038397,7.58905163194399,7.98503434194467,,7.60645226645578,6.92386909994501,7.35653994478315,
LGALSL,6.98470819872419,9.89998363143808,9.22941076574365,9.76620636197264,8.54774169656378,11.4655908956553,8.51185034600714,9.93965515871973,9.71657678191434,9.51495074943326,8.11130263107874,8.93370147057373,8.91441254047048,9.45507050872217,8.8183406137134,9.48603710772906,9.13719629574244,7.77838765519236,8.48759202874242,7.03290442211904,8.03351392633137,8.79147936729919,8.68352009156675,8.69631759572212,9.40654406235618,7.91890780785152,7.91946937841253,7.9073580449467,8.17539871237243,6.80300732397577,8.28293733382181,8.05739013741449,7.69113879730832,8.38992648867148,7.72344685317615,8.27875318814861,7.9184101480238,11.3158877327389,9.96932058455064,9.19524462996571,9.67243128615446,8.6204796953441,9.0822063451097,8.9677268613073,7.0752821798419,7.25756056207157,8.10927391051017,8.86870303993954,6.17207821822872,8.77767030384397,7.56294131119152,7.51954277019622,8.79390537959335,9.96072140110305,8.08966843407977,8.35176768003085,7.15933334228139,9.34052247308445,7.47081115993668,7.72950968674755,7.60882072306525,7.61090788446637,7.74002890569636,7.83823451823327,7.6939435130511,,7.99928580343116,,6.51476399391171,6.97613586763709,7.32038848356766,
DBN1,7.40988630509612,10.3323502067516,10.6665197436515,9.52702087796366,9.88815229662399,10.5049796490019,9.81334659384872,10.4062055589817,10.4435930613184,10.2312401585808,10.3171105432699,11.0353397078181,10.4178151737107,10.7872076490698,10.6219584077564,10.6743376973546,10.3482965493618,8.13407582368424,10.5051712691158,9.6323538258227,9.99723367356821,10.672292946761,10.0047863622137,10.4815520073348,10.7130954816702,8.53245300195063,8.68872508716347,9.04281097300552,8.12758334168982,7.79105743776453,8.64299276855958,8.16115895629151,8.63286481647173,8.32120699174571,8.42000191550583,9.10621471770769,9.34839147862684,10.9409875493272,9.88222890601421,7.74376705595465,9.81214062063719,11.0665047041367,9.73182418186677,9.50091369438631,7.84941627306596,8.03379895872347,8.97521137562687,9.10831895013277,7.74208023347879,10.8572793120558,9.26597109565581,9.62392713636706,9.52457517028062,10.3552323356495,9.61685430915076,11.0697392098378,9.10967064414428,9.57317687911075,9.32624781839428,8.59551922273176,8.10875098671449,8.51040499292155,8.84753331866772,7.29626123970415,7.47634402199533,7.15419887142412,8.39387802185298,5.37678599350143,7.11417205254717,8.08121512936457,6.99219828887753,7.58032726497798
PFN1,8.97288290688348,13.2765379461108,11.1096000488565,11.9949591731245,10.5349631377953,14.1906984666697,10.7760136503827,12.9561792724768,12.298166561786,10.9827729152082,9.91875861878962,11.2117443665228,11.448501458039,11.9655039667456,11.6650760358838,12.3250565015396,11.6078909294542,9.71855014811253,10.5031365376095,8.61431536553795,9.77188024037997,10.4585345366224,10.4933255157383,11.3188691783593,11.6667986121764,10.3227530680497,10.4311624227652,9.84543897539981,9.90117535511136,8.54887121251253,10.5950016999092,9.72266572371302,9.53018554889636,9.29084192945807,9.23897436062168,10.3309481599502,9.59938482438188,14.4410185475144,11.8917602639239,12.9431699418821,12.153005983502,10.3208379859785,11.4678299666248,10.770204843335,8.17894202567464,9.70585664863022,9.8271580974944,10.9238474449787,7.89073225201536,10.2313282529207,10.0194518028397,8.59783616349358,10.5092304359767,12.6948633895094,9.27714688975467,10.3252113875635,9.13928558137862,10.6601803544989,8.92957933428798,8.22916581010053,9.34071767650934,8.54477753576577,8.46492996236882,9.11570265523929,8.15441964270783,8.30870801261227,8.75648377583988,7.53089399473846,7.56890952876649,7.49784969205828,7.95410894712217,7.42134950132059
STK24,7.41885763150432,9.65496864290413,10.8446171594807,8.81008046149011,9.26510827353188,9.9511605550805,9.17422333868183,9.85885125403555,9.92255856047298,9.80056151032771,10.3812858606962,10.3000353388322,10.0482811738333,10.2406834038311,10.246814754173,9.54231613993159,9.72412591138089,7.64854375192831,9.9633268991859,9.02028952856742,8.54603242915278,9.89640084049385,9.46445002837092,9.54146324172643,10.1013028575366,8.57759653730072,8.28874344721624,8.42393990339539,7.70063375490987,7.48445151595166,7.74981361331979,7.44531327258981,7.86002929933503,8.16419056247787,7.68272960426581,7.97377442897586,7.92829112600168,9.52791794527872,8.95695288957578,7.66101072443373,9.54287069471778,10.2029112065948,9.00644583916629,9.55809061517777,7.40688490773154,7.61254266155112,8.00095702581677,8.51748218789649,6.78295983724773,10.065040064974,7.78703530170509,9.46977822175856,8.57378951679295,9.67587352686401,9.28990439124733,9.50501485628006,8.71290278894201,9.02633662694152,8.75850086351572,8.81912993189983,6.85652513723052,7.97594396010993,8.09753010169431,6.96684208682465,7.12201714632486,6.72938836353616,7.56835269195742,,7.58363126440307,7.42792858235242,6.90417289702976,5.63261962519349
LIMS1,8.66748016640125,12.0948636187892,12.0301926065804,11.1780829338456,10.4721833694949,12.7398962189543,10.5444947319221,11.8795353030179,11.8901561355865,11.4187264275547,10.9914290096141,11.6141421864015,11.4903616632853,11.7017923249608,11.5116960171628,11.9710031855261,11.5952841011996,9.24474176524107,11.3699271629446,9.55783322519188,10.5085222481475,11.3629171061058,11.0266847228634,11.0350613096784,11.1752962533869,9.26100185652587,9.2591993897542,9.82652978726232,9.57735909097517,8.78301960903483,9.74490336888332,9.40827200454774,9.63558750003727,9.25085564774794,9.54055419321513,10.2231078478874,10.2501165792707,12.7412128194372,12.0158722322632,9.17250011442098,11.6648482781133,11.6901570958655,10.668267827431,10.7703399140959,8.40961623510059,9.42914600297841,9.96872031091159,10.5798354648929,9.04368892740341,11.6907251691897,10.2567154639252,9.39940616641112,10.5705049124925,11.7529497540799,10.1445321498277,11.2319898280322,9.65809744498714,10.2456479830813,9.89687505426192,9.37309956165031,9.09305927574826,8.82193738015129,9.24941747994626,7.51533069301601,8.37643549275328,7.92716347009992,9.25986282576223,6.80777616151061,7.81849969893193,8.2328040129954,7.35987413764937,5.29715253237525
