Unnamed: 0,Genes,Sample 60,Sample 65,Sample 18,Sample 59,Sample 42,Sample 30,Sample 31,Sample 77,Sample 32,Sample 7,Sample 55,Sample 76,Sample 28,Sample 72,Sample 88,Sample 11,Sample 64,Sample 25,Sample 78,Sample 83,Sample 70,Sample 90,Sample 45,Sample 85,Sample 17,Sample 22,Sample 57,Sample 66,Sample 38,Sample 82,Sample 39,Sample 61,Sample 16,Sample 23,Sample 24,Sample 87,Sample 73,Sample 15,Sample 49,Sample 75,Sample 79,Sample 34,Sample 1,Sample 36,Sample 29,Sample 5,Sample 86,Sample 52,Sample 12,Sample 20,Sample 51,Sample 48
61,ACTB,14.2419294870785,13.9242158965202,14.2663567852402,13.9072634328041,14.253108271452,13.6849502439367,14.3027060490328,13.862369459247,14.1585484184096,12.8262535161625,13.9319547772751,13.8197857719266,13.5200516197639,13.812449756131,14.1066616681853,13.5407568491524,9.51361828177568,12.1718984964636,8.97574012220551,12.3452907506311,12.3344166973096,11.4915485886588,12.0699622310789,12.0483457556433,12.8049326183862,14.321049664918,13.6119196290225,10.4385069429046,14.0840161187597,13.2294114536802,11.5240705974186,11.7103694272328,12.5018585702548,13.196952814003,10.1499165650201,11.1102961446188,10.1118564911847,11.6922354929093,11.07940842299,10.159078841385,11.411259157113,11.0691504531007,9.39557857410235,12.5813244462961,13.4849994879766,11.3577045391164,12.0094324235211,12.3872463413293,7.4366739200789,13.6285488594036,14.0782895806908,13.7025208316812
831,ACTBL2,12.7901745702559,12.2864622558642,12.8309515932588,12.1738759830831,12.7595410875452,12.021232956932,12.8051695952776,12.2083640285645,12.7041626120205,11.0261646202226,12.1507520920764,12.1588481901444,12.1829661952217,12.1251641567021,12.6041898912086,11.934904622804,8.05699889812365,10.4869317052576,7.69996679997562,10.3827622915732,10.8376422062433,9.90763182304233,10.2647794512279,10.0759920495131,11.288690977348,12.9982061046333,12.1147561299049,9.1888524239296,12.5470888083792,11.6549283055052,10.0377965031116,9.85833220526495,11.0545648437772,11.3265522648001,8.57780684816736,9.58229451243557,8.59614736855323,10.052356360407,9.53801905469076,8.54660207981147,9.75447605282891,9.53462749582262,7.85977054614487,10.3477291226158,11.7236452306788,9.57911706578538,10.0457711745698,9.8911066380387,5.98828031457091,11.7981053093415,12.7639428586574,12.2071904270554
976,ACTC1,,10.2707047585555,10.3495073103082,10.4957065019086,11.1189733980138,10.5581019282039,,,10.709012857654,9.29518781680866,10.6296588197148,10.0593448011708,,10.8519247983478,,10.3147840573471,,,,,9.67212034881131,,10.7564351973134,,10.0578967215835,11.3932318943461,9.90937558346779,,10.4803667235309,,8.51109833887244,,,,12.9001766559994,,11.0207145477047,,11.0594819881597,10.0462538826252,10.903873631022,,,,10.2023106879272,,10.9091180694811,,,10.3716042624302,10.6636324939707,10.4316549593505
62,ACTG1,16.2339475680883,15.4284200668521,16.3940322897328,15.2177717106921,15.3513161409898,14.6730336831271,15.7041106466224,15.2364082677303,15.5803125653248,13.6640045651081,14.9449238921584,14.863519063047,14.5482885800517,15.2266597248277,15.9457344542728,14.2778842817651,12.5079640734399,12.7046776088316,8.98256952261987,14.1621569745139,14.3270438553291,,12.0078770647939,13.7300915950074,13.3671864564254,16.0680147103272,14.2932444106961,12.6673309802931,15.4695223785601,14.0612588983136,13.3918318633885,12.3367766101014,14.1328654521246,13.9453087486534,13.1328284222357,13.59591320487,10.0221669368966,11.2420814292778,11.5488774938334,10.7898025126046,12.3438554111493,12.2426824907267,10.3152035318171,13.6339490933224,15.0112357937343,12.0622298688771,13.3898841371297,14.7380037508389,8.26143268017282,14.4579105981549,14.8229908835631,14.6861469049064
231,ACTN1,12.166986676611,13.3203351220089,12.6573558148674,12.6671546842635,12.4758426340437,12.736541813919,13.0629602321397,12.4675145409992,12.5257025036332,11.4793817010105,12.4657101004061,12.2579884734067,11.9290960891933,11.9687188786905,12.6265779673816,11.9751840420487,7.65762166555147,10.0354639607482,6.87178612222516,10.7454927243876,10.2075657503933,9.38757024920366,9.95247575331292,9.73115812213824,10.6510882458039,12.5892599427339,12.1349520465419,9.32290609672742,12.1508219013287,12.1074084925557,9.33028504225243,10.2872060454419,10.3657837780299,10.9065728334161,8.09248514276074,8.92710023079953,9.1796483806003,10.2578358620562,9.94583908952596,9.28596750817852,10.1995703221454,10.15490697567,8.14975443714641,11.3309327823069,12.3729055524303,10.2048692889937,10.5580776135964,11.1607459876002,6.48701048585889,12.7368433924086,12.5327795202472,12.3917569788325
1839,ACTN3,9.22124766897186,10.172123092994,9.21551287514363,9.64941361495237,9.45249852374411,9.52207800643155,9.21483980418734,9.82645181430266,9.56995352537305,10.0530034519134,9.65171371269007,9.97662049098379,9.09862101367071,8.97096335177209,9.70906487613334,9.97761637588052,7.70718671101907,10.393557535515,9.86378284022543,10.5712862274443,10.3331940341185,9.12311526437256,10.4238918586605,9.52574492303595,9.99525684849412,8.62448754693323,9.18331201835409,8.39143269771895,9.91076099441996,9.63458916744034,9.60209584514101,10.6783981998123,9.32652460826947,10.5776744497711,,,10.7039588747814,10.049198095906,10.4788302927547,10.08281288273,10.0143529025053,10.1297842404196,11.4136713208912,9.81875699070145,9.79717835570705,10.3023856070095,10.4917608546866,8.80696336897953,10.0575992612783,10.0189772023542,9.88925087602497,9.75170490327897
232,ACTN4,10.20620145198,11.8242113203366,10.9682206997354,11.0414376380859,10.6726140342905,10.9278249503307,11.2044900893416,10.6518250643137,10.9830131361582,9.7594848329269,10.6965664129473,10.7266713371513,10.186859140812,10.52724500765,11.0919471271076,10.2565007292012,6.51707947750961,8.86492661837672,6.44234950820082,9.09814937425577,8.64143543864812,8.23898392408748,8.56596344481171,8.20703155068906,8.80915706643782,10.738631487713,10.45104405022,8.28273536310058,10.1278736337169,10.6260411800912,7.90300051290554,9.15029575011903,8.80125163279357,9.19338058909589,7.56139990729365,7.80432086020848,7.80091006279279,8.67110668712094,8.31156918550499,7.96528410979883,8.5355307967919,8.56133764361016,7.22434931378712,9.81321052137124,10.9656359694173,8.60263022903324,8.94274370437147,9.88562334363444,7.32420494816411,10.9409775977198,10.6296251680534,10.7744663229194
86,ACTR1A,9.31100789158241,8.94263849695905,9.8209375749573,8.52931109633995,9.01306010149729,9.13121529002846,9.40128108980765,9.11831986212338,9.13281265265754,8.1126480301649,8.1509903184604,9.04905613282332,8.75329513955163,9.68003479091805,9.23942932063657,8.00387116916824,,7.34510064339309,5.73533236144744,7.20915479731929,7.47909630568275,7.22748139746811,7.86531335360825,7.19994073301125,7.7766523323778,9.74726367959142,9.45575192186466,8.9100579799732,9.19610181528706,9.4270594737653,7.26124774898332,8.22827125895087,7.64761737887796,7.65927095912593,,7.33295529507823,7.56122549784367,7.29652561286987,7.86016809262803,,7.99248857061517,7.88844931546558,7.11028327858092,8.57258416906406,9.61626972529461,7.52847643033855,7.78313506742319,8.65340628773896,,9.57587489296831,8.89531568577494,8.89364450064743
1873,ACTR1B,8.44854119928361,8.74769938246253,9.29966424218646,8.20867968629264,8.16339719489386,9.00997755454094,8.93985593637958,8.27992282607285,8.02396869011865,6.5842061794077,7.75052839742219,8.56121956940478,7.87373020377713,8.46845112867031,8.98808135496613,6.729301821411,,7.09641422078291,,7.09503151069688,7.58252845072047,,7.41654496197195,,7.12149241716779,9.80546141886035,8.26079124261225,,8.40748122607361,8.79966103427828,6.87615871853318,6.75481118723026,7.54013675393314,7.65780212534441,,,,7.10539457118492,7.408362479361,,,7.21023755096153,,7.65717773897512,8.73518765554207,6.33766632197272,7.22196773592601,8.18835201393399,,9.26219478918172,9.2238415121794,8.87417145008245
938,ACTR2,11.0929341300605,10.8731444715768,11.7189204511098,10.6786742257874,11.2090020380906,10.1513485943928,10.8585199615313,10.8826978572736,11.0010060524152,9.56504870328885,10.5605862869768,10.3057608430701,10.5974317380466,10.2274954149397,10.7150625508285,10.0819400788665,6.58895760351974,9.09515244183776,6.6680302141631,9.16843312274031,9.27611121028197,8.32943099274633,8.9182688483657,8.93149458038993,9.41262410369124,11.9263859969855,10.4759957895068,7.94315112036328,10.8698578824503,10.286527456178,8.63712944329945,9.01401371574881,9.03024936402252,9.81875801740362,6.39255905125812,7.68744710737137,7.72264294434999,8.5645137482788,8.22658469745241,7.72584044136371,8.46734503130662,8.67904836085278,7.58912543509868,9.45716015774295,10.0864799671599,8.60954535970499,9.03152893070994,9.44933945048894,,10.4124026329054,10.7337636614619,10.3684864615732
934,ACTR3,9.96923398201972,9.49032452690365,10.6119760243725,9.44592477324434,9.94145196440035,9.08014948298885,9.74917978067515,9.68806389394192,9.69556148405138,8.65096308244098,9.47688836869608,9.44325508127008,9.21347751220253,9.1785359101367,9.60539090262615,9.07663804970622,6.01250005293545,8.28230682963558,,8.38053682194336,8.26619140040431,7.87038105804269,7.90253757241766,7.95667261390503,8.22463001774791,10.6846221885084,9.44798512568203,7.41302432890134,9.6299545150829,9.22772032880564,7.91121657401866,8.08543216471684,8.19521072433067,8.9401258818943,6.45262035969219,7.4721981406514,7.036837956805,7.7152804230923,7.36738837626026,7.47149752961747,7.40963374108743,7.95318014410172,6.61657174930659,8.57988826143884,9.19375435002795,6.7715460243998,7.83189736676122,9.18846343940133,,9.08375967544241,9.7215788583593,9.11441369053153
444,ADAM10,9.23404184879755,9.97018814945335,9.99311441695145,9.78968195683341,9.8551558491924,9.31561730081295,10.3041122912311,9.68485590004745,9.76620413193812,9.07337903495726,10.1325008417199,10.0427195258753,9.26046948680311,9.31935342413941,9.91277772186966,9.64422053705357,8.44201778631382,8.06616771719598,8.7690752912182,8.135389144237,8.10597677699909,7.89591134731774,8.08045751125686,7.82999133776334,8.53244944718031,9.91462723472023,9.9675711384148,7.25962272409684,9.48522075037745,8.88656568479255,7.34034220591497,8.38799192373385,8.03038525323379,8.57729457119391,,7.33348527150585,7.46572103540232,8.20103470437468,7.87306868270517,6.93262744546718,7.92119402851671,8.02663015624048,6.76795050960755,8.93051612321862,9.82605771359369,8.10310964025334,8.35752715285301,9.63034103458337,6.29759815615942,10.0982758023005,10.2144472663452,9.88117334410893
1067,ADAMDEC1,8.14141653474705,9.00961693620939,8.20763853387498,8.28311042471879,8.67762717813151,8.48346456804474,8.95081953708376,8.96507413799019,9.40573533925512,8.0952148594914,8.4963991120446,8.90277471096253,8.76491945430362,7.99788593830976,8.40494623550296,8.4901732384718,7.23048256300656,8.06423801301018,7.61889029684998,7.96580564816088,8.18200987694793,8.03168962478284,7.67893477326876,7.8028975860591,7.47736517381398,8.7121743683914,8.04869850207374,,8.09773395831902,8.05124868761163,7.92751615064105,7.61197326383113,7.63121057435572,7.9244016264677,,7.63662997554996,7.54818178881987,7.80787968297365,7.78259318789989,7.43735631077559,7.71971795701195,7.40770156020673,8.16479331187456,8.02462676583506,7.82330770960585,7.88714124349529,8.44549081998735,8.30008338954543,7.55452427729177,8.51595216067044,8.46150022773106,8.72951318136257
1311,ADAMTS1,6.1638441126371,6.94206930261524,6.4148515323989,,5.67169665735463,6.82110964746144,,8.0036573359065,6.85265045700117,8.02204926662349,6.92266713589577,7.04658395904783,7.11575832404086,7.68387111361581,,7.68211618646861,,6.65142030363742,8.32624995079729,,6.15355384015415,,,7.44744223797195,,8.56535154497418,,,,,,8.30923091575118,8.93734261442549,,,,,,8.1674808211646,7.32390765502344,7.95982915365043,,7.36208105259315,6.55676815055074,7.83150530178029,7.79256674020893,7.42469161254963,7.84647388696639,,7.09664126482933,,
395,ADAMTS13,8.65252084046665,9.30575884058847,8.33991901679081,8.51018178666556,8.41084488439108,8.64033527618827,8.23508299432333,8.21765106137763,8.63881074936609,8.71197775047444,8.58298754812166,8.92704462226964,8.77319028814552,8.58017847435376,8.53036717131121,9.01730181453665,7.87378742076417,9.01318947221448,8.6727900571787,8.70276493195163,8.98758804382432,8.76831490404978,8.72768881557544,8.58190089719039,8.41723436561016,7.82382997296196,8.39706819907079,7.51317287107838,8.53012088802136,8.52995006383251,8.19786549092497,8.74669033987649,8.10733345420851,9.17531503202306,7.19872138783516,7.82961829530671,8.79374756472785,9.2325392473764,9.0695636529251,9.10958020400525,9.50586055824485,9.08432248436357,9.39209490454606,8.98709507240023,8.81391248071371,8.72847938101798,9.20223266797408,9.23020517068939,8.82732086065901,9.32147359552142,8.79360553226173,8.98622586823597
1417,ADAMTS8,7.34199932360749,,6.79445139707974,,6.75130092605124,,,,,7.04075908920813,7.3987781433284,7.37934896413139,6.55905351799253,7.33964106675352,,,,,7.83349337918576,7.21744849217573,7.49734411033882,7.03627604531712,7.67408257883027,,,6.72219008804022,,,7.25933531404315,,6.95784131563107,,7.51729834407663,7.67100783564616,,,6.99070482630021,7.52248654310506,8.27035155556526,7.16877315958624,,,7.59760083188964,7.3740459963065,,7.25400158182857,7.31565657902602,,7.87038807742317,7.30246742614062,7.04212871178985,7.15949020794652
862,ADAMTSL2,8.82086205364919,8.43155169154445,7.75146590909995,8.09543222795529,8.57362200732023,8.38310891360989,8.31060178036599,8.48170364863231,8.70459102754585,8.56903073440086,8.12953521076704,8.38279780543659,8.3878626943434,8.79875152845569,8.12756464169974,8.59000985429812,7.88953268694903,8.97689228505821,8.82483378559688,9.09597869958746,9.29761383744623,8.46695735885587,8.64924658852952,8.69089739672041,8.41648183983745,7.99245794412842,8.33250775532821,7.94483341216694,8.24324226875548,8.75156488867135,8.90425570043091,9.44764719440775,8.73515818718708,8.59027815799857,7.83675974515751,8.63722511353912,9.57373883643663,8.86104619883607,8.33067392200997,8.43546084210167,8.52879825130564,8.71941745626048,9.25162591477551,8.37715075701064,8.50399419127003,8.22930216492695,8.89768824266309,7.4995569965304,8.50648266115436,8.09202321722014,7.78761537033325,8.55505636328468
1541,ADAMTSL4,6.77004426930553,8.41550534804033,6.74089585499573,7.99696314869702,8.36891296441708,7.9487502627101,8.16788380195723,8.33823699147893,7.40613128100554,8.33127243433882,8.1478362950021,7.27352367225282,5.80571266352776,7.46780616098672,7.52549068147693,8.12599596016739,,7.96365264227106,7.42638932690434,7.60494930236812,7.25284732538302,,7.06682315234761,,5.58371884379539,6.36211183903823,6.07530098955486,,8.2254612738152,6.72277264170882,6.75543127265583,7.56324902261814,7.42801338303868,8.33143149790526,,,7.20056310566308,8.62403342023891,8.37060483136685,8.46348606159582,8.28981106043274,7.48027265637239,7.81448915092044,8.82693298424936,8.14114009926601,8.25519444962123,8.60231519423509,8.2653308805824,7.62727523041871,8.61945849955384,8.15935446097836,8.33351715923462
1429,ADD1,8.8577638907591,9.30249928725729,10.1061924928134,9.14607476034258,9.0459143614728,8.44849463445583,9.06449268759022,9.00929816974073,9.28386162843755,7.75428421382487,8.82762836860231,8.31804455544199,8.7951772155113,8.50883608180483,9.12290069853636,8.1599131806808,,7.33766536311505,,7.25426637933927,7.90812464297353,,7.59664586884658,7.82090493763569,8.20208152481127,9.84165925048742,8.71640079197904,6.80624915168392,8.5529182844203,8.77937243527951,,8.08734833801843,7.98845252511119,8.37394844700806,,8.32090173054099,,7.12176190866509,7.37990448834463,6.7734897975085,7.73877063196511,6.8029941129797,,7.78330930304188,8.33340092944085,,7.94603234481291,8.19101126158522,,8.45848063994697,8.63100634945713,8.75410256279258
859,ADGRF5,8.45872526443569,8.99133412752065,7.98566224798268,8.54940764540397,7.70649717260756,8.73347909504874,7.79674602988529,7.97122605096651,8.4626246933042,9.13551322738905,8.67921921163253,8.50928754555653,8.47521094937249,8.18174781562203,8.50006905661266,8.51772606083246,8.21390422055085,8.80597010565203,8.83751970667612,8.43159182157995,8.87053414173097,8.49836922885558,9.11432694729036,8.27637817820928,8.12195005728251,8.06873631983732,7.83743884782981,6.93514091123483,8.88909896148575,8.25592828330068,8.78495257480842,8.55242231695547,8.81313317007173,9.06248002348244,8.27570026156873,7.95045955028795,8.28809418892957,8.87235835131697,9.21327054623335,8.41836030143094,8.52000750860196,9.25352928117647,9.14117298301777,8.9040933776201,8.10152853306646,8.62948174760139,9.3289337159744,8.43607231033024,8.48424521605958,9.15085685308488,8.15532453089066,8.31727781919252
844,ADGRG6,7.86887761796819,8.19083629294509,7.60853990865799,7.62948801942564,7.62936589218937,7.35034053289081,7.22174430432058,7.74182108325934,7.73446640892994,,7.75855549745117,8.13844484111371,7.70723035066847,7.91814636014346,8.31277261765189,7.67430788827996,7.97976404561054,8.29335177128241,7.73612377397443,7.9785581859217,8.08467446843835,,8.27011069124348,8.25051253349634,7.93030775664927,7.01296458196486,7.04823713923197,,7.94149714469041,8.19909302734617,8.76866092849366,7.41415849367744,,8.27682785584102,,,7.66566390041671,8.59536017220721,8.15742519024518,8.1858495952,8.3122265781949,8.16862715615361,8.66037607030965,8.3462393330741,8.31929690798694,8.29323578471453,8.11480051646095,9.17117023756571,8.26168833553328,8.24108621849379,7.69881122484871,8.22764367743611
1777,ADGRL4,,,,6.46129601698598,,7.13078632123705,6.83455989815701,6.73670653339899,,7.34820976815553,6.58900311270334,7.35722777240373,,,6.75475551702614,6.77091283119235,,7.34172224151459,7.08924788338293,,,,7.07220512859147,,,,6.54717400438939,,7.13217604795405,,,7.0983272206714,,7.23313156817675,,,,7.32630211029902,7.67699360176117,7.34158995686402,,7.13999705135966,7.46779707743819,6.93824837597876,7.34101917484541,7.46859803937798,7.31730846658443,,,7.61845549557302,6.65504922304976,6.43255818102178
216,ADH1B,7.20052489513699,8.21142476944581,,7.61404984018251,7.68319421971943,9.22736079176457,,,8.7087450097174,8.07877270705296,7.88426134457617,8.12508400486994,7.92353044765312,13.9412481375287,7.92899933310241,8.04189002126734,,8.18981724574832,,7.67431504443063,8.39807137658284,,7.94259179106543,8.56978937802731,,,8.15520650523178,9.1981941958161,7.71310541339235,7.91990724948169,7.51316652771578,9.97394740463466,,8.43347900695223,,,8.13706584783416,8.15072433534181,8.43666496003103,7.51471007086964,8.92563926528775,,7.80245503827045,8.5940492440926,,7.78069855530674,8.34200244399699,7.9904482857792,7.82554964214965,8.28428663071735,8.00217423694233,9.16690679486636
165,ADH4,8.18623034571827,8.69044613189256,,7.574014485568,,9.29853062361086,,,9.22966088194162,7.45159585324855,8.03460143049974,7.9682173287367,8.00769827989267,12.9657613094481,7.94902201654358,7.55340673611249,,8.08179543012266,7.32567950561931,,8.60975925894824,,8.18907536323028,8.21092171576508,,,7.3892990541015,,8.30918152677287,,,8.20828877263301,,9.09811816226549,,,,7.78945403408783,8.40838356841203,,8.71665297910958,8.60597971696245,8.62435469901576,8.86731601330631,8.02495948505972,8.2366238898094,8.21271179946935,8.50916870471776,,8.68270137660963,8.10294295101217,9.50514356340915
210,ADH5,8.7898705687138,8.10655480936238,9.55657908662041,7.87821594345525,8.50463002505201,7.8534271303924,7.80896683535735,8.28648251403401,8.04230331991633,,7.68078921466188,8.48178197331977,7.31688273177441,8.30149163749156,8.2511687816585,6.79631080267095,,8.10204202632231,,,7.65926664194547,6.89533787793346,,,,9.42765263497674,9.36258243454276,,8.42924991540571,8.56631708451262,,7.939770614392,7.79652699575649,7.47990988296545,,,,,,,,7.03911609707355,,8.13367495316306,8.2228906673359,,,8.2511389094699,,8.0706892080799,8.05763460710565,8.00455920501756
1332,ADIPOQ,8.1356383072985,8.68719792886071,7.93717870767376,8.46590059951914,8.94684481367318,9.46936888163949,8.00096283733387,8.24988955215837,8.9218828061855,8.61086696089271,8.13911616587806,8.92149726296296,8.90581588651617,9.37057326591705,8.82051870459951,9.29094049824451,,8.80390273170732,10.159552702923,7.62853045894659,9.28574120419797,8.05493891060372,8.72895921609397,8.55102958360083,8.03420205698492,8.4542741837724,8.9766560596643,6.65220911604656,9.40403085628724,9.32934653230521,8.71323933609549,9.55355048025349,9.73410191665822,8.19458382743506,,8.81671570252438,9.78106125832793,9.12368013790887,8.75701481635893,9.06334583883069,11.9249179226808,8.85778213627017,8.65969831973988,8.44087934855428,8.54789611480273,8.25011777144818,9.16569278582607,7.53184199124703,8.74044504927748,8.30970914086491,8.20998869949051,8.42381876109155
