Genes,S001,S002,S003,S004,S060,S007,S062,S010,S011,S021,S012,S013,S063,S014,S015,S023,S017,S064,S018,S019,S026,S020,S022,S024,S025,S030,S053,S032,S033,S067,S034,S036,S068,S038,S039,S041,S069,S043,S045,S070,S047,S092,S048,S049,S071,S050,S054,S055,S057,S094,S073,S074,S096,S075,S085,S086,S088,S089,S072,S082,S035,S078,S077,S029,S079,S061,S066,S031,S052,S076,S083,S090
ATP9A,8.71483007933721,7.35462366045884,9.11318242848577,8.09575193668224,8.87730784842692,9.33610339924696,,,8.38729172665039,9.46048597347979,8.38955610798332,8.11093980187415,8.36865042208131,,8.22609665855881,,8.02403221640356,8.8265568605872,8.21840698801978,8.80940312666736,8.84722240680867,8.22330603373506,8.63044767658894,,8.76057797484357,,7.95007705032891,,7.90989380279662,,8.28702435439182,7.96863842482736,8.52086192368585,8.62635085492977,8.19235813005601,9.16329742742605,8.52314420307088,9.27554053585306,8.2268094332558,,8.77620154697042,7.44204252476895,8.90430785485182,7.8193792258,9.14900807324909,8.35306672825345,8.60849658930425,8.6086635180609,8.3680208824035,,8.58634195753112,8.63085082963151,8.57548700445543,6.53532173583771,,8.96493204520036,7.97737345118416,7.81937233518585,9.14827856809301,8.51700741174752,9.25327108108559,,9.22774737712109,8.56017315796155,,8.56585392451953,9.12503457625466,8.42855484298455,8.29396981531578,9.08349639553027,8.21469763157367,9.13315271297407
ATRN,7.88218241906777,9.51758338940543,7.44658700303561,8.85105344946246,8.48216321088677,8.45935419876259,8.94517665217801,9.60457790730992,9.2783097199785,8.50529322930195,9.11182968102817,8.49678622522933,7.00376295650474,9.29056406781066,9.26599214131837,9.89837653867065,8.91446389481255,9.20164866347919,8.7331712000558,8.27470435692633,8.94941583073746,10.23433742613,8.17819483467587,8.89262589487548,7.50247166300423,9.64931932070465,6.81730132177238,10.2393122869932,7.43613012697803,8.7633417906018,9.22304732791298,8.50360184391002,8.39296624681593,8.5910813225752,8.07088606212072,9.08975344111712,9.22366750065976,7.56844552344366,9.0695862720614,7.84577103963408,8.89917760799781,9.16313110204301,8.34870912196958,7.94850253441155,6.9423523323699,9.57412648125576,9.10204766221133,8.14137784133218,7.6670111513353,8.08942910767239,8.12845818367636,6.92080510625493,8.02577374516542,9.1316498011111,9.43630194884458,8.37437408531245,9.1036232385033,9.19139132914403,7.81741281766859,8.01750255799838,6.83161593902742,9.74220965188651,8.59134684083582,8.97245017794726,10.4773133427049,8.96957474373185,7.78594118506233,8.9547909513745,8.72666228110844,8.90585026471011,8.3961469857015,8.30983608504637
ATRX,7.64634606252593,7.90370554664725,8.35900883983282,8.07564585564644,7.12607646572652,7.07211229428646,7.57949577391783,,7.98247568790921,8.19212983969915,8.16307225064099,7.73371066246079,7.65396019347428,7.67575703996953,8.53941603142483,7.85321373974473,8.18523908747646,7.41827267725183,7.79763197582088,8.10735727075294,8.23854329958728,8.0058682459102,7.74851185281508,7.54665053902281,8.21257902307266,,,,,,7.05763804134939,7.88617806138022,8.98116304962425,7.93065116394932,,8.32472014847707,8.35002336824206,7.78757277711346,8.1058066867125,8.01759510445721,7.81551819791063,7.98231778261971,7.59755958358041,7.94040591610294,7.6149793666038,8.20272405753586,8.35193215771633,7.69030419143772,7.44435581226626,7.39117546404236,7.70357230119589,8.23977103771542,7.79336874308391,,8.04679816252115,8.38453672873825,7.98625427597685,7.74399625706658,8.23257677218715,8.12927846259641,8.15420930947552,,8.34043863021612,8.6830826464759,,7.88173672140968,8.29525800333142,8.84402082338987,8.06358959034103,8.2843124609039,8.04574572674846,
ATXN10,8.98741766374573,8.81672401767977,7.86791367370135,8.41066833771291,8.16046702940282,6.76004387623504,8.29657967355861,7.98473415429031,8.53565874196285,9.02362486577906,8.69564390061761,9.22903987550753,8.19872007195888,7.9617449388213,8.92001364668551,8.45526854861705,8.44669264983736,9.14548239376219,7.81705430448039,8.91941411055768,9.75133234718269,8.47212970558164,8.22799083538741,7.47962640945142,8.39859790649129,8.33710209538259,8.14595648889705,7.1968922610803,,7.93450461306734,8.09137427004817,8.36212696900775,9.58559375409716,8.6319769076749,7.42430382445154,8.40510544738549,9.47390490927586,9.43174131172469,8.14442259085465,8.43976745272999,8.65267127089414,8.85829183144093,7.77749013791034,7.91803088018159,9.83234878053244,8.65164480410449,8.75200470765025,7.93205296921672,7.8725897579802,8.78934568341095,8.23245422785791,8.81790733279449,8.33825324071046,7.81100627171487,8.01382034451361,8.49898766190095,8.31433395673668,7.97644741903318,9.08263560814884,8.22261291808092,9.39253553577995,6.62495899167027,9.64656320203319,9.50022974488814,7.36312863401649,9.21668152542757,10.0267608602012,8.89967208525758,9.39401060901662,9.30027429911982,8.61956793212806,8.28520165368491
ATXN2,8.0233371592451,8.26790296811825,8.24579316961803,8.43753703049093,8.1189945296562,,8.41669421039389,,8.53701041915081,8.37645795207216,8.75723575047795,8.49300294754969,8.1070811178089,8.28049135343993,8.25542423832868,8.22786932191989,8.3713763290867,8.53610884481883,7.94303543729623,8.68992200024006,8.93021269612976,8.29825727440262,8.45037122359196,,8.23285774620448,,,,,,,8.46435207213629,8.96256672966855,8.33393513043576,,8.51058332435895,9.13811841347654,8.22684973123634,8.60114171573875,8.22318889810296,8.46100626672033,8.68541370023688,7.88956694469133,7.77698667376613,8.20647941220343,8.57699978187917,8.55108200084034,7.69459855375254,7.85005266937602,8.31012041548112,7.90185652476022,,8.20624989041446,,6.96046318110547,8.17771702032371,8.42469789472764,8.51276131249905,8.76303450085337,7.72564145247646,8.72845373486198,,8.63470514883437,8.9311884528057,,8.74012650224218,8.87763802939038,8.88051893663351,8.61469863198939,8.6756312450961,7.96808228431017,8.30130985251715
ATXN2L,8.32039079317598,8.51381556434509,8.48557436898917,9.11253930586226,8.41269950446014,7.86882947313498,8.73444003207386,8.74392464865709,8.9265827065459,9.02494768573512,8.70208318160707,8.68512966292598,8.26368380628373,7.79547790821681,8.6391089003615,8.90045983294758,8.92721215976528,8.61020324148349,8.5526422862532,8.41782007269936,9.07779505380787,8.59406062845998,8.4899419042043,8.1514823946086,8.95132110842425,7.93321182388941,7.13311603477315,,,,8.75421843861021,8.6972862334826,9.68529109231484,8.65305405714558,8.00115029082359,8.94997768204377,9.00770570616051,8.10840485286412,8.6559372190874,8.51154410440019,8.82827747046135,9.25252663491111,8.12872992357323,8.46137685168132,8.32788021574931,8.82621146983121,8.71751857059277,8.48606363137613,8.30172954073172,9.32598379090012,8.48996641821214,8.4039487049967,8.42438831843177,8.02497096037966,8.67485186112951,8.8774900865582,8.95209077343201,8.27143834772996,9.07110355754723,8.14684668218653,8.54346532576468,7.87790847206572,8.67784947438226,9.40320612549401,7.56846815171295,9.1722875475573,8.86384773526454,9.43505263477461,8.88906198216977,8.94079360996283,9.07501328510807,8.6106387189819
ATXN3,8.26438280819293,8.6229794638143,8.23238012404224,8.93229449111593,8.64645916955272,8.72433389101969,8.65048834863754,8.39877800002089,8.89277223620106,8.6256776529206,8.90411448056924,8.9744781308747,7.95389115743465,8.31560165079877,8.85955364176547,8.85905078639436,8.89764205816415,8.73880667617957,8.26868210440325,8.61106090978789,9.2633171113595,8.50552958614154,8.97016506554428,8.51731156312,8.60606179746251,8.87220665526923,,7.88384010676755,8.25168259257231,7.67818528774599,8.16625520421788,8.40727245165049,9.30247811066787,8.40845413674684,8.42201730248866,8.31186172522776,8.99731884643458,8.62553004837423,8.56277687280412,8.77529665849049,8.7207776309653,8.53220164892012,8.3131306526706,8.61863582262067,8.96899512809861,8.4320503922545,8.70361029297778,8.54004486417122,8.55627657023215,8.23668661166155,8.16876967795527,8.28252048970809,7.57913344596624,8.24509892923078,8.45738756022817,8.41107691237299,8.3354659283101,8.67935649775187,8.91857489888799,8.07452452757229,8.61550428908982,7.99478850172011,8.97073007727296,8.95128479148019,8.09108113031115,8.82788282394857,9.12002073213321,8.80920644727511,8.97149278467042,9.0746994961865,8.61240812134554,
AUH,8.34601564655427,8.24641887970587,8.56830386760287,8.24091653743645,9.13077820421657,8.68314016083912,8.6094102190394,,8.65099967508752,9.79495390122812,8.92176952748494,8.4521086925132,8.78583909018742,8.72087004392979,9.15758183982937,8.49557739997027,9.04031903306564,8.81802092622794,8.81006323629237,9.28276677791618,8.97346757872107,8.45505220297435,9.22726446856666,7.86395441868675,9.2907267645238,7.80638959089927,7.81740687014289,,8.32679665281928,8.45198420215975,8.08518902748706,9.13717628385978,9.3899725436233,8.61913360680362,8.43339380414632,9.43637441264385,8.83466312190669,8.74450677783557,8.81095764493729,8.87691694578721,8.85457711869827,9.15665012048212,8.90529563690749,8.03857798646832,9.22452401488903,8.92888932357735,8.96478930944581,8.8503845526731,8.70759373716924,8.29412436165507,8.69938422924224,8.6490710010726,8.91746286328075,8.23177482862087,8.75462022996708,9.55438462274597,8.65312925882499,8.5345750739061,9.74916911684307,8.901863790295,8.90733469335351,,8.7901348483489,9.24277419954431,,9.12139442924912,8.99446945076069,9.32147422729473,8.79249269310995,9.12956967866162,8.56591811658812,7.97404074918463
AUP1,8.25183893775164,8.62743626614729,8.50034916074498,8.5298736085168,7.79917382462012,7.87485459921997,8.83378893921594,8.74616623311731,8.6297518763189,8.65063917945401,8.84692800128192,7.95450971883324,,8.06877008495409,8.85147255843741,8.00822495682875,8.54346031983551,8.31982010500006,7.714900255487,8.72333431389697,8.62593768791984,8.69315140595018,8.18293253184459,8.18717169706355,9.01667613888542,7.54297082951972,7.27882146953782,,,7.60792880064021,8.79324828881137,8.49066134117906,8.46202696965717,8.36334724614172,7.148473453553,9.18329471741286,9.06765718607664,8.36740401098958,8.58170511926923,8.12590654372582,8.40016777832277,8.41438446071283,8.18951367095681,8.13477090885962,8.07983891824737,8.76496865814378,8.43408857421802,8.38086830489432,7.64759760813573,9.31742167122744,8.04380151990841,8.05666723138859,7.88022568122839,7.06360253927884,8.47699443636806,8.65157814799739,8.46667459270347,8.35551397444671,8.97617721468227,7.71633369740561,8.12618573175843,7.88836417977258,8.49052416897046,8.7381296348714,7.84432331959667,8.99471339090048,8.37198120180205,9.16122958228546,9.19069399763877,8.48231552280202,8.68858216218725,
AXL,8.73821049953313,8.41698783234673,8.4166852805328,8.06593823667208,8.48078876208627,8.508933918026,7.2964720371778,,8.18571494136624,7.81827991218213,8.22814116794626,7.88906732827273,8.1120089560922,,7.94096004605816,8.12183304678315,8.16656759115701,8.57762399000173,7.46095103253966,8.64616316341343,8.08856078062593,8.09241096569045,7.6995012779282,8.83473731888157,7.02914586922539,7.73954854618427,8.15706647335744,8.06848356795384,7.7031646037341,,8.15109782326929,7.97474556719703,8.36450702608976,8.31088477805896,7.35845232736017,8.3852770143727,8.23162269116098,8.8720562616253,8.11105582695665,8.14370506807057,8.00991104435466,8.04943599143232,7.84843737009918,,8.59231502770199,8.43660000912904,8.74893631666764,7.47644561151012,7.62112879243959,,7.83144441832536,8.30181510634979,7.93256122087065,,8.30191476806205,8.21172924999533,8.06500521591898,8.23417987334117,8.44451883533976,7.94928019677897,8.58482194555443,8.42980495860774,8.44519076337292,7.74672458260314,,8.00874867437378,8.27399579945043,8.22048166421441,8.25426919892818,8.00642342007022,8.19462626797968,7.68378127359586
AZGP1,9.45392329715347,11.4069465637912,8.5361301844136,10.4065890474496,10.6235726933273,8.76821907921652,10.5604647130896,11.1580915412319,11.8003331617038,9.64945049339589,11.1251702293509,10.1266207657562,8.4746799904623,8.93886746745201,10.2325631600494,11.9384080168194,9.78232547886731,9.50572511471425,10.4306753742999,9.59167584027739,10.9514975480018,11.5645983112011,9.8473737256982,10.451629153208,8.37638982051694,11.4777960956017,9.21333017498545,11.1986816818041,8.89647431605876,10.9509233953432,11.1958790724816,9.47215648363546,9.46405655321097,10.0267225298127,9.01528086271773,9.77542364370542,10.5268840659697,9.55639082681801,9.88270640092261,9.29285155925452,10.4424402552595,11.5673379297662,9.55219168660601,9.77281471281984,8.07781266937208,10.6105518946994,10.4880356505027,9.27612106374938,9.21768292523594,8.54669163709458,10.4382005500824,7.21044162126202,8.58003262917287,9.70089272137747,11.280186942963,9.05517750046853,9.89909706231012,10.6603398490742,9.18402498485288,9.46460689896918,8.1935867271354,11.3546155163208,10.1977834120084,10.832445786732,10.7279268266241,10.9629012297533,9.84343824036092,10.4451076349334,9.94478967772065,10.4588146798667,9.58647974046554,8.60744187693523
AZU1,9.72446664233796,11.2565277851791,10.9710535944536,11.6577447907439,11.4676598966152,13.1167881340636,10.1599950894226,12.9398054593831,10.7099376782842,11.2107431450119,11.0047301500561,10.4676546933561,11.0029027005903,12.0673890535393,10.4470869110622,11.2589644498728,12.1948122718462,8.90019184425164,13.4533508198535,7.6225757507772,7.45525136927603,10.4458674312076,14.0137979655088,10.8154512240405,13.4541010609308,10.8965022218912,6.94741089249538,10.391965058762,9.75554391872809,12.9810435087267,10.8361874540327,10.6565532611536,10.1339653890978,10.4727569165544,11.7506248925747,10.9479350326006,8.98151028392962,8.69661510653942,12.4047397626095,9.33657555974418,11.6666691615319,8.42881178724286,12.531425683849,10.2054555599141,5.74274478013027,10.1443043968457,11.2449425164239,11.6415698427149,13.6016653912467,8.26173281378115,12.8537996005856,,8.8490099954607,8.91620577347829,11.1870629443535,10.7529866583088,11.1617779035642,11.5478961402676,12.7054204416016,10.8832078956543,10.4453718225807,9.43705662236648,8.46667288521877,9.10310578200864,9.49511995515083,11.279062701597,8.26775235737775,9.9633016100762,8.58119712980502,12.2237009553311,9.72974267416232,8.59555908139627
B2M;cRAP-B2M,11.0151280205485,11.1721108765895,10.705838695185,11.3021864712655,11.0711897126297,10.4554111291766,11.7512779018733,11.2536339388305,11.1782257893991,12.0604566249618,11.4375602248961,9.60774599236969,9.67305504373194,10.4798555416605,11.1572101671321,11.5175814503462,11.2895667364496,10.6643579120747,10.1559671796906,11.2728857458787,11.2521160342048,11.1262792057444,10.7311885643799,10.9654710194214,12.4242544985899,11.1138147219517,10.4334758668698,10.0370627227048,9.52563952093836,10.7208524694274,11.6389583142374,11.8188432870399,12.0605366840794,10.7867105786569,10.4775943156923,11.2039533889064,11.0726167710279,11.2848871183527,11.0210267333276,10.9309581179404,10.7542150786835,12.1293576921232,10.1211538598003,10.861639225521,10.4456028362954,11.9216784621886,11.4400465507217,10.222468876614,10.3414062732555,10.0151274959856,11.4452196362394,8.97341451098696,11.4711628049127,10.267194436729,11.468807172537,12.1385781087176,11.5836855079042,11.2416036914289,11.3377530786041,10.6378399104834,10.2249831368507,11.3233830799523,10.7500388343713,11.5802874756195,10.6200669532595,11.7130244069037,10.5854757417775,11.974554990635,12.2250400381044,11.4134236038575,11.7839086567501,9.60507791784439
B3GAT3,,8.28262471769093,8.19189356795733,8.3324501930057,,,8.33106173284409,8.50370502662597,8.82390606193972,8.78947537584811,8.71470879333134,8.10509055956037,,8.12688064902795,8.94182570665213,8.18283221497039,8.1006503221102,8.27567990743256,7.69514004478862,8.25051210138678,8.67980813503882,8.21307681235015,7.36443924964836,7.9772691326679,9.11969551642232,,6.7358531472334,,6.88946865146949,7.6786532090273,8.11987109974167,8.57719379445186,8.27287701927856,8.40918303704305,7.53963991524806,8.86503066980059,8.78295687696363,8.33110757772662,8.00987909676207,8.37553530473856,8.02885901009364,8.7892195512806,7.77915574438771,,8.07868207772917,8.71642160933453,8.64573206149884,,,7.43040330195557,8.67151671385891,,8.89390350490935,,7.89216970497975,7.60501177855804,7.68732306156764,,8.34786723247658,7.8982421709744,7.84904320202129,8.31706515880246,8.58636281113419,8.83511610299448,,8.68285172001219,8.33171763261223,8.99233856422089,9.25762778605333,8.79332955816798,8.12734458431205,8.1172174547216
B3GLCT,8.57142103431561,8.11738977624162,8.70644049191074,8.11495766763722,7.36651686403241,7.29911042061448,8.25396948880766,7.55507227220061,8.17643993354742,8.13746606666552,8.58165844994405,8.44705178269859,7.54279181124082,7.73562300611285,8.71546692151612,8.24893383206935,8.05775777566673,8.6921313569385,7.2266430197107,8.34861674892559,8.97857351628515,8.13694580716202,7.73011655705445,7.50668892253817,8.49193192378752,6.90724527612013,7.10740519131389,6.65321711781617,,6.37122537237492,7.62723937247297,8.03728392190868,8.11989620654336,7.96278344485767,7.3125580295686,8.93890260804458,9.24773034384027,9.02586621952183,8.13409252018659,8.04497639796824,8.72310250071211,7.65554366097845,7.69340163197047,,9.02968103237662,8.1669304378397,8.23860081854753,7.37667262586922,,,7.34576163240377,7.08734589975353,,,7.55919920258401,8.31339998052029,8.11125165985381,7.80545933153902,8.42400485174576,,8.85075570474658,,8.7046492553296,8.75340782556477,,7.90074896842683,8.94592452371311,8.45452729622429,8.85685007261257,7.86228739797921,8.05046787082965,
B4GALT1,8.02597582325297,9.15477348699744,7.95458107668915,8.30716109322121,7.92296327515479,8.03419128191258,8.14686246825737,8.78483226535253,8.64214450059467,8.58084790411293,8.68381954505775,7.62094419416005,,8.9012846756511,8.64417172826571,8.68464908867009,8.5312412435319,7.5938116170769,7.91617712820072,7.99290245928637,8.41137578375318,8.47200844876094,8.59021191656233,9.03238627571792,9.33762173904697,8.10728104342105,,7.37225135453878,,7.88464475629015,8.50029380434523,8.65358002263307,8.18856322141631,8.32066913888102,7.90164737333336,8.82025366043375,8.60054617908918,8.68857211180134,8.53528305905375,7.6960388632821,8.33907087028762,8.18421981941086,,7.55491936351378,7.81565269315456,7.75495589956299,8.74808363150331,8.7758453924173,8.02913336760475,,8.48031159447513,,8.45316258144952,8.12476504297549,8.18477325743007,8.31734787778515,8.51682354845251,8.23963068664018,8.37379743899275,,7.25806391006316,7.01514286522795,8.10752074495207,9.45882241952346,7.70434154287861,8.83414902958952,8.10342489797146,8.82513807532122,8.7346840183568,8.40746877824368,8.26728606680068,
BABAM1,8.42409208627383,8.22919264194709,8.38647445361899,8.46279747157827,8.07718516265994,7.84547281521556,8.4861701414124,7.99157024015711,8.56446144781713,8.70407132513219,8.58198564629495,8.10089455422706,8.12829227178449,8.26587847492662,8.60506381337592,8.55531621757401,8.58836049354572,8.48960243215237,8.1040443948665,8.46990968160937,8.60914670053959,8.2808398337943,8.37156220137488,8.18088710603405,8.41630529018586,8.23041540025202,7.12451998250629,,7.7539712008558,7.36061422813134,8.33870377379335,8.26752456893296,9.29668563394681,8.22743893435567,7.51370444652994,8.2762711097149,9.16320200105319,8.44210194560503,8.25002302906608,8.05804447653451,8.52212567373741,8.43053936781456,8.11917446245872,7.749320251743,8.58759374139169,8.5465769587004,8.49923485087571,7.97760001773566,7.91223917418856,9.2385149611168,8.46870766096554,8.63176330934219,8.72742378439671,7.85653548470953,8.12342379624349,8.74858742615938,8.34765099811794,7.91497443140869,8.61620752471502,8.08123787046106,8.51795047906962,7.62087239884107,8.88612168075785,8.93621137344064,7.57509268853111,8.46210468333656,8.67258395039636,8.83653358072365,8.68242900105915,8.80478262834854,8.54639436113584,8.43439066719521
BABAM2,8.93820802155131,9.05648922674761,8.13411606829929,8.89586177110976,8.21396269084946,8.48380335778773,8.94961539921386,8.61937262627427,9.21635806071889,9.37687200018805,9.19497738492501,8.87217827872254,8.20337025621328,8.63540270463121,9.30737669101829,9.1860321615395,9.1313623536743,8.90321488546913,8.2007829509146,8.75714783865521,9.55225771491054,8.96372262847937,8.63117985709434,7.92121568005142,8.9635392656185,9.01108841823762,7.07825350849064,7.17602109771522,,7.73183979232202,8.86394522007863,8.90376296147944,9.86731216380388,8.73274669117462,8.53032199700432,9.06048250776522,9.88364869714316,9.13390497964924,8.58746218210857,8.82015197592797,9.1518706868287,8.62239244293278,8.5381463837183,8.024383075641,8.84990785126259,9.16213744943137,9.06710769505197,8.73248664598452,8.14482726320914,8.42319641872985,8.80974918873629,8.98782559796256,7.79856544112382,8.06566822505638,7.93885055362946,8.83025358021308,8.80014227898183,8.51992159536337,9.12927067520535,8.55378447334022,9.10244989695087,7.65904835847975,9.42052640881039,9.4042987316604,7.50238455511858,9.13125345027623,9.49868703171932,9.60499557386905,9.48852853237121,9.23008412565176,8.34150320472365,7.26840751356858
BAG1,8.7545078895048,9.05492473794276,7.75548847831051,8.65276327169739,8.18287545406595,8.53820926237093,8.54573072488078,8.62305236835989,8.75320536875738,9.15425358363494,8.98773863274493,8.66393504603796,8.17060939833678,8.0822588072912,9.20163806688332,8.80015158922802,8.65710219040926,8.54624163310866,8.37193560329644,8.56124037979788,8.78536391174755,8.40197840710846,8.53131858939502,8.0036414981731,8.51105654299616,8.99108160952037,7.76835846572428,7.46777903874444,7.24749714199752,7.85992908104199,8.25508751199937,8.8665305585672,9.4320378945015,8.80589443173256,8.03861501703834,8.65326186405776,9.64957064407227,9.02177819038955,8.46468790179633,8.8757674773396,8.95971861364921,8.3955764374766,8.83628463511656,8.39037902838766,8.97716683920899,8.79726524143444,8.94095148481641,8.63872128815862,8.56423467446221,8.20206964550195,8.84732055102699,7.93902378452851,8.62824585273412,8.43967360377976,8.03687009268124,8.90223490748794,8.6909878459436,8.55619654168858,8.91554203981957,8.79928097958732,8.76098747133315,8.15569800089115,9.18336435658534,9.15711151309078,7.90365388992499,8.97417812725099,9.2692896760481,9.2539069590722,9.1664809603613,9.26059971105929,8.45171722160963,
BAG2,8.98400251779638,9.13396321079467,10.0483348097681,8.62536441556397,8.49646936630432,7.75743571590245,7.87519853198068,6.72440677870629,8.79375049526636,8.57286506842547,8.93426645500201,8.62359666596748,8.9085682022102,8.05199915513833,8.90976410531278,8.48295260058427,8.52348286040192,8.61822755370291,8.22349003017045,9.24038117268336,9.95826432178223,8.54188852826985,8.98206865207488,8.0040509779882,9.13952982354537,8.81720281662814,7.93243189994577,6.48936470702764,7.64862296102253,6.92395302980819,8.12679383645058,8.06186587978275,8.71021427310892,9.32088181967321,7.90109559013243,8.99021918866008,9.42937432390222,9.45715151315601,8.4953738848824,8.66944621098616,8.65210143513904,8.55463799183162,8.41830167461717,6.86808704104763,9.40178129282108,8.7945350363213,9.36177612956437,8.80906508541224,8.50343726964943,9.46223065001268,9.01981612309717,9.18113644157151,8.71364564386772,8.02015827098046,8.00478572784395,8.58916135431123,8.08783969564267,8.42351353755252,9.16400616830714,8.43072813631739,10.2426205667842,,10.2744008992236,8.99586863536733,,8.61042611323566,9.6587776741964,9.00049133052551,8.28957508263917,8.26421011697074,8.81560872834079,9.09757093865005
BAG3,9.04582730662375,8.64445297879139,9.52762383696339,8.5663988213007,8.45365924596387,7.72716757875376,8.54893253519775,7.37678418500704,8.84418939464898,8.01316423021457,8.68331353250813,9.26169655862748,8.65066334487809,7.6729229963321,8.58029691434776,8.82531657126584,8.39342888864811,9.46560989064154,8.16477250701822,9.06168669057604,9.91008000178123,8.50125250999152,8.81372330910544,7.87600608319815,8.33304649572448,8.50317356653083,8.25621905802459,6.84838948144728,7.87955331328889,,8.16373242681071,8.04824399358966,8.52273709915574,8.89986166052957,7.65948862962875,8.83357287920061,9.60870057792057,9.36563431622224,8.28035676826129,8.47996273485196,8.92129674862261,8.29697112539887,8.36988758497177,7.45329819675604,9.37580703809597,8.43593654480519,8.87939301908213,8.53158391093352,8.19944544111886,8.6125095141268,8.44585407585138,8.68141580582429,8.02789823646404,8.01186162323679,7.96956470724054,8.6755996043371,8.68009993400761,8.52272122204825,9.53343228333919,8.35092343409808,9.94955807182715,,9.93618834993639,8.94780694786657,7.51123455626715,8.71657100587887,9.9958138737834,8.74456114540551,8.67586858847447,9.10781534347498,8.27464564964771,8.44520343161731
BAG5,8.95263337104728,8.45662866541798,8.68230432349679,8.91548722456482,8.43419284092055,8.37305107165675,8.76923241167938,8.47501374111358,9.07095543479478,9.03371755899285,9.04522169912715,8.87705527762643,8.59289525476071,8.42527691838909,9.26109122322886,8.7565032209252,8.83384899382492,8.97700979626382,8.55948058759772,8.79257046354308,8.81776434643226,8.64597314214424,8.7532409584123,8.52173119794408,8.83002963226193,8.53034481679425,7.70254248250504,8.10826638813863,7.81926387720079,8.04160771187546,8.77463596505556,8.83383958762331,9.31049678974662,8.6607846656598,7.94081703680696,8.99737683826873,9.272789438855,9.08039445509768,8.3384588982579,8.66384273095483,8.95989227804795,8.71834060205902,8.8597592851489,8.29925084293679,9.24440313234854,8.81554571007545,9.07021432606455,8.83467697373775,8.5889972883614,10.5489872840934,8.65948526690261,8.2781207697329,8.30194528730295,8.36738378166075,8.19365612894617,8.93657705621659,8.18985154794481,8.49340781849476,9.31979826727293,8.12544710930337,9.39920313002646,7.88778622509092,9.57569097681582,9.14664164908036,7.68135372401639,9.17910917301965,9.43639407194511,9.14476849224547,9.14774064661532,8.81874993563695,8.3605903148977,
BAG6,8.63932428984487,8.97779024794381,8.95525506038871,9.00815240781534,8.65287158859554,8.56298547028408,8.87787613105507,8.7418806298381,9.23463974285111,9.34849856572935,9.15664548334435,8.86571850026992,8.40060703172833,8.74625826870416,9.32494325452616,8.83424628940342,9.23483582340953,8.93900971043852,8.64533539064945,8.9744161386628,9.1587190642202,8.89698973109512,9.02078057958005,8.54771008609863,9.23430467917871,8.45774563331402,7.12541727922769,7.42990340413707,8.0017864602155,8.08672819716546,8.94267103471326,9.04789740154063,9.75401586250966,8.98049340642209,8.33637528883817,9.16609826253051,9.39604344485383,8.85433904681281,8.56034857516336,9.0048456318478,9.40803570988578,9.08460815959876,8.92597701169356,8.63853430045038,8.84138958990609,9.22620023445024,9.1935303461213,9.10174988484979,8.7042717704247,8.7531587466352,8.84818040861737,7.89142903697419,8.53052880908378,8.44866012071757,8.74610416080258,9.29435538396961,9.03608890845319,8.74375350262439,9.40012309273205,8.43880149495775,8.92677094781847,8.43717502537571,9.2638806004163,9.50245595546775,8.10027254833782,9.39011121799949,9.28209575868372,9.5676946144121,9.38697999158833,9.51163437564319,9.05209126579516,8.4440153514831
BANF1,10.6925946346051,10.353658561885,11.1384608326542,10.6768724119831,10.3558018004914,9.61623678925177,10.5950210338236,9.30509671375668,10.9454645552256,10.6011142163517,10.8266784066964,11.1379788944975,10.5865357448113,10.1641455213673,11.0878997916243,11.0288475507371,10.711777714626,10.8265061375295,10.2168577908464,11.0341764669182,11.8474732600262,10.6921745146756,10.7294437975006,9.81978893010938,10.5123876029035,10.1527294527603,9.09870269432587,8.27500591386799,9.83670555978063,8.69763391027543,9.62072481415197,10.5030416158814,11.3786308850038,11.1650692402899,9.55688544635529,11.2123640365019,11.0309727847898,10.9926406197729,10.5885358490676,11.0384667963408,10.6679771013678,10.9648200208474,10.2321914257871,9.41363711646966,11.598493997451,10.9473663101805,11.2444625145514,9.89370363540753,9.5937100719512,7.85833635146712,10.4875763668744,9.34670706433507,10.0440640770343,10.2241124805581,10.2021978828312,11.2333780955027,11.0920449035653,10.8341768229935,11.4472499540463,9.34089556538583,11.5135153319043,8.29229214650079,11.4051224817747,10.6817517708856,8.57716254359276,10.2412895652667,11.9167136437935,11.3037502325386,10.9058128839297,11.2677892236125,10.5890485579293,8.13102717367581
