Model,Pathway,Embedding,N,Pearson_r,Pearson_p,Spearman_rho,Spearman_p
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_14,52,-0.3356413617457733,0.014993649403098504,-0.31836421070605303,0.02143942063702029
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_15,52,-0.08339814639016584,0.5566673429835391,-0.07239819004524886,0.6100164930584998
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_16,52,0.0486390216095581,0.7320366626258713,0.17843421838982326,0.2056512432478854
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_17,52,-0.1470508157955192,0.29820529375655813,-0.16101767267139075,0.254140844267367
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_18,52,0.030089627919481998,0.8322999567849918,-0.01920942542474174,0.8924804500309262
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_19,52,0.09361172741977615,0.509198680917802,0.20823017160420043,0.13851077384599444
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_20,52,0.24760131529819632,0.07676941850742841,0.27132246222146333,0.05169787334743738
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_21,52,-0.1386861898766932,0.3268303876228045,0.04900537863911892,0.7300945070994753
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_22,52,0.26628120934687494,0.05637680862185852,0.20037565098608381,0.15436093411398524
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_23,52,-0.30075573157355784,0.030273484978410908,-0.22479296508153335,0.10911570135451469
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_24,52,-0.2403195937934578,0.08614519929544336,-0.24246563647229574,0.08329333208039354
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_25,52,0.04838951766047528,0.7333603033070397,0.09451037308972936,0.5051228745783689
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_26,52,-0.008092055725025417,0.954596938463241,-0.11517117732434047,0.41619920799117904
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_27,52,0.07903768557949789,0.5775503296388216,0.18594723811150005,0.18689060847893654
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_28,52,0.0698296474556392,0.6227835539631362,0.03346708785110561,0.813794351909642
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_29,52,0.020260444557810786,0.8866351988679945,0.15060189532997523,0.28655985118312416
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_30,52,-0.3192501535440395,0.021059672752449844,-0.3470502860070007,0.011713426189677068
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_31,52,0.046191682249867125,0.7450528434398656,0.027917698283957997,0.8442487443717931
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_0,52,-0.12640558151993003,0.3718815062714268,-0.12618458123452575,0.3727249454975895
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_1,52,-0.36960086916643153,0.0070039105375894915,-0.3769316144454879,0.005879669743499984
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_2,52,0.14956006670823488,0.28994512140428275,0.1323315973704431,0.34969490990647434
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_3,52,-0.29764819977607304,0.03211074584994876,-0.2922393921284043,0.03552929003967651
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_4,52,-0.1482188452420255,0.2943415036805451,-0.13574660633484162,0.3372876629335749
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_5,52,0.15445773982282401,0.2742567998588117,0.2288056006147016,0.102772861278638
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_6,52,0.23467628315279937,0.09401006176254834,0.24792965081533339,0.07636647774578406
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_7,52,-0.07232252831344198,0.6103909580510938,-0.02211218304448049,0.876351462760927
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_8,52,0.02850784230584349,0.8409985315161076,-0.037906599504823696,0.7896236070103577
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_9,52,0.0785417566542114,0.5799478749365257,-0.019636301545291557,0.8901056741904081
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_10,52,0.06885210752990577,0.6276717765509383,0.03824810040126355,0.7877721131413665
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_11,52,-0.09275581525666735,0.5130961401543608,-0.1428327499359686,0.3124307117455514
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_12,52,0.09375124348115121,0.5085648126302156,0.07880133185349611,0.5786924063397674
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_13,52,0.20741915458120092,0.14008870991648564,0.3918722786647315,0.004065680330205874
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_14,52,-0.34416902352361745,0.012477302307543025,-0.33834201314778445,0.014153606306024222
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_15,52,-0.06606930808579811,0.6416736843466846,-0.046358746691710064,0.7441620153633997
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_16,52,0.007802276508739219,0.9562212247643997,0.10373089729360539,0.46428559269189573
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_17,52,-0.06496729160336957,0.6472532721072204,-0.046785622812259876,0.7418873181407533
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_18,52,0.09732373647336465,0.4924714717148571,0.10654827968923417,0.45217307255173234
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_19,52,0.09779484545994444,0.4903691699217636,0.1849227354221805,0.1893740348120397
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_20,52,0.23277595799262332,0.09678053468640363,0.23922137795611711,0.08763390176694143
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_21,52,-0.18343195616932054,0.1930297178090809,-0.033125586954665755,0.8156610908392268
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_22,52,0.27167188255255115,0.05138560958858653,0.20080252710663365,0.15346659365318852
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_23,52,-0.25810287290959455,0.0646890601007556,-0.22641509433962265,0.10651637340737118
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_24,52,-0.29911179991960124,0.03123420133360554,-0.337317510458465,0.014467414410621673
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_25,52,0.11637069341008564,0.41132824010242164,0.13455135319730213,0.3415986171603691
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_26,52,0.02682776152133455,0.8502582875404281,-0.042687612054981644,0.7638119494016434
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_27,52,0.033168159963415135,0.8154283193422193,0.061982412703833346,0.6624620447499034
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_28,52,0.045656618413833144,0.7479081540506831,0.03064970545547682,0.8292246827319036
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_29,52,-0.0779687157961537,0.5827238351594151,0.04670024758814991,0.7423420834109116
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_30,52,-0.295435984733698,0.033474357703536066,-0.29181251600785446,0.035811441276949275
Baseline,REACTOME_COLLAGEN_DEGRADATION,embedding_31,52,-0.12110110629782025,0.3924416428157153,-0.12755058482028514,0.36753004629436514
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_0,52,-0.10642945117508387,0.45268041687052146,-0.0992913856398873,0.4837220940447031
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_1,52,-0.31513014866967554,0.022875094184725747,-0.3253649790830701,0.018590464761090362
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_2,52,0.04667041842140547,0.7425009939778682,0.07794757961239648,0.5828263392335251
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_3,52,-0.3168222241347149,0.022114160439866828,-0.32075471698113206,0.020427779525792264
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_4,52,-0.07947293244921774,0.5754498847799462,-0.09348587040040979,0.5097708356448194
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_5,52,0.15690116440754912,0.2666442975150634,0.17843421838982326,0.2056512432478854
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_6,52,0.1929230602823633,0.17059895355748306,0.16289592760180996,0.24856946984309114
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_7,52,-0.05818634266487648,0.6820000734887015,-0.02219755826859045,0.8758778010386571
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_8,52,0.06001801639357629,0.6725458213033084,-0.011867156151284898,0.9334556325299008
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_9,52,0.035797601093527656,0.801082994626291,0.008708272859216255,0.9511435004057796
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_10,52,0.02991564002233636,0.8332557987998587,0.004524886877828054,0.9746025373434626
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_11,52,-0.0578171432479551,0.6839116435469448,-0.08802185605737214,0.5349213454091922
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_12,52,0.10343005382237655,0.4655892452428265,0.07897208230171603,0.577867225797909
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_13,52,0.22208311812754217,0.11356613393315482,0.35277042602236824,0.010315410432745193
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_14,52,-0.2974502258636165,0.03223086593771634,-0.2968496542303424,0.03259754703789664
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_15,52,-0.09934784779951152,0.4834722416124949,-0.07572782378553744,0.5936365784190294
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_16,52,0.0027598870558900304,0.9845076042636309,0.05711602492956543,0.6875471632314549
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_17,52,-0.07736138067163924,0.5856724703345851,-0.05873815418765474,0.6791466979122988
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_18,52,0.08838418577807176,0.5332349809132713,0.09903525996755742,0.4848563360711633
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_19,52,0.09953182131185115,0.4826586061976815,0.16007854520618114,0.256957887354207
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_20,52,0.19680936225389697,0.16198311811104066,0.19499701186715612,0.1659605533568684
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_21,52,-0.12758145826035347,0.3674131426628084,-0.007427644497566805,0.9583213929325958
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_22,52,0.20135544166222594,0.15231387865920903,0.17228720225390592,0.22195840013550625
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_23,52,-0.267384947902764,0.055324224043339865,-0.2158285665499872,0.12436609925228015
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_24,52,-0.20625674708617744,0.14237364922609422,-0.2841287458379578,0.04121521996135511
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_25,52,-0.0027446693056167194,0.9845930175108915,0.025441816784769058,0.8579120743519719
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_26,52,-0.010072544618426688,0.9435010281529441,-0.07888670707760607,0.5782797489604199
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_27,52,0.0603460938374826,0.6708576737544005,0.11491505165201057,0.4172435370804324
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_28,52,0.05740491808884981,0.6860483068177301,0.031759583368906344,0.8231380972520099
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_29,52,0.01624738662866534,0.9089833595404377,0.0899854862119013,0.5258135222698962
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_30,52,-0.2684767299164607,0.0542987214131811,-0.25279603858960126,0.07058820632742493
Baseline,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,embedding_31,52,-0.007082302477985122,0.9602576117127615,-0.03304021173055579,0.8161279345567598
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_0,52,-0.03427879905764644,0.8093614442128078,-0.009305899427985998,0.9477950976490529
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_1,52,-0.27251331916908983,0.05063992773539216,-0.30863143515751723,0.026005748903709443
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_2,52,-0.04382790648220287,0.7576920055574283,-0.06821480406386067,0.630867204179105
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_3,52,-0.2647504282993695,0.05786333581772605,-0.33774438657901473,0.014335945553011573
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_4,52,-0.06438997388301416,0.6501839888586549,-0.030564330231366857,0.8296932983832335
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_5,52,0.08943783567709672,0.5283459143780059,0.16528643387688893,0.2415992453415194
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_6,52,0.11565821937524579,0.4142174706974854,0.05942115598053444,0.6756211155502916
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_7,52,0.01589402033872885,0.9109548126779928,-0.025441816784769058,0.8579120743519719
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_8,52,-0.008123371706495802,0.9544214152424666,-0.048663877742679065,0.7319048408868285
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_9,52,-0.0825200030480494,0.5608440786224376,-0.0469563732604798,0.7409780498660563
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_10,52,0.009128675852479694,0.9487879613617547,-0.03987022965935285,0.7789935527768476
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_11,52,-0.021881815778223186,0.8776297541112072,-0.042089985486211894,0.7670251528702301
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_12,52,0.1861968065012277,0.18628919621789392,0.19448476052249636,0.16709755747559552
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_13,52,0.11327940260068596,0.42394797911641424,0.27721335268505076,0.046634804797109825
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_14,52,-0.21048945577080824,0.13418508014729588,-0.21062067787927943,0.13393698734691933
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_15,52,-0.1315141243734399,0.3527060478583428,-0.13651498335183126,0.3345343231091683
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_16,52,-0.012462838610541047,0.9301234740598415,0.030905831127806708,0.8278191898722701
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_17,52,-0.033150089000133914,0.8155271219219521,-0.06889780585674038,0.6274429049761823
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_18,52,0.03143018400673947,0.8249434684717164,0.04260223683087167,0.7642707384557992
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_19,52,0.04331139017110473,0.7604623419230487,0.10714590625800392,0.44962620616004256
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_20,52,0.05185376680473405,0.7150525075922345,0.049944506104328525,0.7251236297347088
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_21,52,-0.10477544428266213,0.45977456314724674,-0.05796977717066508,0.6831211258324861
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_22,52,0.11750378304852192,0.40675729723842013,0.11423204985913087,0.4200357259572578
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_23,52,-0.19665446838836112,0.16232030076032694,-0.22359771194399383,0.11106191293339523
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_24,52,-0.07658428880072608,0.5894550429948402,-0.13301459916332278,0.34719126244111165
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_25,52,-0.004482299205770833,0.974841497904406,-0.010245026893195595,0.9425351497492844
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_26,52,-0.014522224835113066,0.9186130795198546,-0.06590967301289165,0.6424807232988468
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_27,52,0.10715291641447845,0.44959637830702814,0.19661914112524545,0.16239727521703048
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_28,52,0.011518024366844182,0.9354091527661397,0.002475881499188935,0.986101680436726
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_29,52,0.06999232232542715,0.6219716473761473,0.14103987022965936,0.3186063024053392
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_30,52,-0.1990476953331327,0.15716765718159137,-0.25706479979509944,0.06581084276311763
Baseline,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,embedding_31,52,0.08004821341946704,0.572679036277286,0.08614360112695296,0.5437047469032825
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_0,52,-0.06839217211817686,0.6299772084966068,-0.03876035174592333,0.7849970544027929
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_1,52,-0.24482486897853542,0.0802442891156884,-0.2448561427473747,0.08020447000855886
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_2,52,-0.16192206940323325,0.2514477486392996,-0.12080594211559804,0.39360497573855113
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_3,52,-0.339255201207909,0.013878820496324268,-0.38956714761376243,0.004308537400703583
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_4,52,0.025825112873985204,0.8557940204065486,0.0043541364296081275,0.975560635776769
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_5,52,0.16610133680157163,0.23925394499375102,0.19644839067702552,0.16276969928988202
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_6,52,0.10739851787299486,0.4485520438021755,-0.008196021514556475,0.9540142279604464
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_7,52,-0.04736294475090088,0.7388144175393597,-0.09041236233245112,0.5238437855488414
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_8,52,0.08653894800912873,0.5418501956415296,-0.00939127465209596,0.9473168260289273
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_9,52,-0.03484165096657753,0.806291073810736,0.035174592333304874,0.8044762294570651
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_10,52,-0.026279795080507394,0.8532828009562018,-0.10398702296593529,0.46317727130080977
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_11,52,-0.0395764194543394,0.7805815895365348,-0.08332621873132416,0.557008900833389
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_12,52,0.16725883729757096,0.23594948587959672,0.11662255613420985,0.4103096659026053
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_13,52,0.2323407605094473,0.0974238276900734,0.35814906514129596,0.009134630961163296
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_14,52,-0.19523163480931544,0.16544166746525593,-0.18526423631862032,0.18854361967060848
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_15,52,-0.1686515864087761,0.23201510271946302,-0.15401690429437376,0.2756454008013658
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_16,52,-0.03445201339853776,0.8084162504736476,0.00648851703235721,0.9635872961094597
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_17,52,-0.0858974419174745,0.5448610114894845,-0.05737215060189532,0.6862182533978463
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_18,52,0.10583021774602655,0.4552436185641279,0.09732775548535813,0.49245351726797637
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_19,52,0.07778270064137119,0.5836262320271484,0.15990779475796124,0.25747232599175607
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_20,52,0.09614866630320895,0.49773551756533135,0.09690087936480833,0.4943624344293639
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_21,52,-0.05907525504578156,0.6774057628547302,0.03321096217877572,0.8151943105605712
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_22,52,0.08963112841022182,0.5274514216604994,0.1211474430120379,0.39225919932226117
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_23,52,-0.2885119723603358,0.038056122888028586,-0.26321181593101683,0.059389134903830784
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_24,52,-0.004727118265486149,0.9734678421705442,-0.08213096559378469,0.5626991575686782
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_25,52,-0.15247094755258278,0.280551758604485,-0.09263211815931016,0.513660647361649
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_26,52,-0.026701933746687626,0.850952609537792,-0.11414667463502091,0.4203854964507908
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_27,52,0.12638236660941313,0.37197005111949355,0.2334158627166396,0.09584063925874792
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_28,52,0.06361890699410419,0.6541064519119014,0.05259113805173738,0.7111756927415447
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_29,52,0.1398925931095381,0.32259849017598274,0.17186032613335608,0.22312326036224442
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_30,52,-0.22443651767265482,0.10969334223228225,-0.24519764364381455,0.07977066862326175
Baseline,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,embedding_31,52,0.15714658401621698,0.2658875599518503,0.0794843336463758,0.5753949111555123
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_0,52,-0.026908973251767207,0.849810218157139,0.07103218645948944,0.6167922756141138
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_1,52,-0.28025874499379994,0.04418051785390269,-0.26730982668829506,0.055395356365455305
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_2,52,-0.06877632766673941,0.6280513824537938,-0.12601383078630582,0.3733773943179659
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_3,52,-0.3185786102961879,0.021346994889019796,-0.31221719457013575,0.024236714314878834
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_4,52,-0.0011462802913738209,0.9935651267598576,0.03568684367796465,0.8016859740472927
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_5,52,0.07692990177044959,0.587771388422377,0.09852300862289765,0.487129004727197
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_6,52,0.09896231644826495,0.48517961885219774,0.07282506616579869,0.6079056545711582
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_7,52,-0.04529075006430433,0.7498625058994807,-0.013062409288824383,0.9267707646253097
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_8,52,0.04570429943924734,0.7476535726121265,0.08153333902501494,0.5655544499280764
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_9,52,0.11331460972520423,0.4238030266947131,0.14565013233159738,0.3028818072393826
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_10,52,-0.01260710969571084,0.9293166196866166,-0.059848032101084254,0.6734211190010935
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_11,52,-0.1164465140974045,0.4110214558048114,-0.16050542132673096,0.25567481893169425
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_12,52,0.06934160299916184,0.6252220396887561,0.03047895500725689,0.8301619727886226
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_13,52,0.16728069992013742,0.23588737471719992,0.2769572270127209,0.04684618979903696
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_14,52,-0.27777182510298376,0.046176585904728916,-0.26568769743020576,0.05694946110131521
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_15,52,0.03521610813800023,0.8042500005978337,0.08537522410996329,0.5473178984653955
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_16,52,0.014287102812846375,0.9199264403051399,0.10842653461965338,0.4441952858460718
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_17,52,-0.010654124036245898,0.9402445888484203,-0.016221292580893023,0.9091289214645097
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_18,52,0.019498108054574234,0.8908743616664351,-0.004866387774267907,0.9726864484128634
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_19,52,0.130014505897868,0.35827105237594215,0.2248783403056433,0.10897769336796612
Baseline,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,embedding_20,52,0.09460282261939869,0.5047045174276966,0.07248356526935884,0.6095940728985528
