Model,Pathway,Embedding,N,Pearson_r,Pearson_p,Spearman_rho,Spearman_p
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_0,52,-0.12553479237470508,0.3752114882740609,-0.056518398360795696,0.690651588714529
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_1,52,-0.3432049145368705,0.012742276620499628,-0.3098266882950567,0.02540442065293105
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_2,52,-0.03886184094933051,0.7844475622995098,-0.05515239477503628,0.6977663209185412
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_3,52,-0.3628800763380507,0.00819458016779597,-0.33953726628532405,0.01379487328075985
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_4,52,-0.062421457988681296,0.66021631750558,-0.02629556902586869,0.8531957068436622
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_5,52,0.19370458669006077,0.1688401363695392,0.2841287458379578,0.04121521996135511
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_6,52,0.2429984144877262,0.0825969453843789,0.23751387347391786,0.08998840887679463
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_7,52,-0.10488182667745571,0.45931647403565756,-0.10202339281140613,0.47171085284358316
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_8,52,-0.01086837973578187,0.9390451476235961,-0.0774353282677367,0.5853130930858873
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_9,52,0.057164908978106985,0.6872934555811209,0.07504482199265772,0.5969806149083707
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_10,52,0.0938692141347734,0.5080291455222833,-0.00520788867070776,0.9707705123262118
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_11,52,-0.049572892228212456,0.7270892824229979,-0.08136258857679501,0.5663714855024
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_12,52,0.1401292060768477,0.3217725680731831,0.10893878596431315,0.4420331280081139
Baseline,REACTOME_COLLAGEN_FORMATION,embedding_13,52,0.22775709689861395,0.10440211882669763,0.4338768889268334,0.0013115865593777377
