Genes,Sample 60,Sample 65,Sample 18,Sample 59,Sample 42,Sample 30,Sample 31,Sample 77,Sample 32,Sample 7,Sample 55,Sample 76,Sample 28,Sample 72,Sample 88,Sample 11,Sample 64,Sample 25,Sample 78,Sample 83,Sample 70,Sample 90,Sample 45,Sample 85,Sample 17,Sample 22,Sample 57,Sample 66,Sample 38,Sample 82,Sample 39,Sample 61,Sample 16,Sample 23,Sample 24,Sample 87,Sample 73,Sample 15,Sample 49,Sample 75,Sample 79,Sample 34,Sample 1,Sample 36,Sample 29,Sample 5,Sample 86,Sample 52,Sample 12,Sample 20,Sample 51,Sample 48
CAPG,9.19681506609534,9.85598607404504,9.46003680297589,10.2112194114282,10.3775898491424,9.39079644478563,11.3418265885133,9.47659949227023,9.59043341923708,9.27287364171461,8.68132486799898,10.2918810136991,9.58259894614592,9.39853366042433,10.8363081311801,10.7957119783494,10.5615648512256,11.4634503206901,10.8986555413523,13.3150901411515,9.74514717121105,10.8561530039153,10.0463222603794,11.1605006831864,11.038063328351,9.47398800070368,9.59877998090893,10.0608294880847,10.0285897376397,9.30359174259999,8.53779095664212,10.6754178343101,9.30418882353546,10.2694962804849,10.1864760756153,8.77347734038325,11.2308209399115,11.7582874232616,9.4624269687906,9.24894886748124,10.4762604349459,11.2080790175828,10.792488784587,11.795664612379,10.6121814873664,9.30346147944774,10.511305859583,12.9195195545746,11.139454393182,11.5189651502619,12.1965554548616,9.12109065492774
CAPN1,10.0152089173618,10.0898136406214,9.7732922312142,9.91609753818531,10.4590512848044,10.5289714374717,10.3908011980391,10.6430759329279,8.85961016407857,9.9444760397006,9.7158573763368,10.3061869070499,10.4278330577551,10.1167300454524,10.1797086326772,10.3874556519634,10.3297455412181,10.1578850839697,9.1144638592205,10.3338695025058,10.5849229616952,8.93312275568545,9.79374232837248,10.2794516041258,10.319181349744,10.0170705915472,9.64942709133363,10.5983246320949,10.0104537840294,9.57528790184776,9.9206319380112,10.3102735034723,9.0867656667813,10.4274374703538,10.1424179832431,8.85289809154569,9.68055018903886,10.5461842874063,10.0167263484937,10.0826308219709,8.86550146402221,9.91872643649492,10.1400595643371,10.0547808718788,10.4416841728454,9.28743742344654,10.4462434669271,10.5949144499046,10.4229538418501,10.1194844435859,10.1245670331254,9.70393642805665
CAPN2,9.45122933064062,10.0045016722988,9.37482577809807,9.6152688640623,10.4814134187564,9.19298737050435,10.3567651182391,11.3884182521986,8.09469603266973,8.48999953384342,9.04246336837925,10.0602279647285,10.7385249606763,9.99715664188875,10.1379971103647,10.3753562530491,11.0654919926554,9.43529066290694,8.21463551064692,9.85301449911957,10.1667709794614,8.48722289927449,9.43370540314027,8.85635960985197,9.9421479629644,9.7154778684889,9.05876659785281,11.6385828075112,9.77115884244919,8.93750132486859,8.30280909567472,10.2965504097096,7.68236598937896,10.5155676428242,8.98773867263514,6.5044948392939,9.66574673636539,10.5002989583899,8.22218353046224,8.99355210316092,8.10585541261523,9.17322002306834,10.2743571157513,9.7329108302577,10.441039427253,7.83298288224484,10.5409864389526,10.9171006379422,10.5594710507183,10.4213091501565,10.3698063031102,9.18068964200613
CAPN5,8.13906566132442,8.6290921781586,8.30669631494299,8.14851026897502,8.32984850939538,8.60670884738515,8.7492977776871,9.4316909408178,,7.99092574871511,8.03181421736374,9.93943187854406,8.75526104555473,9.58217446091703,8.33705450903792,8.51272277850213,8.52143249126264,8.08087283909929,,7.89420298129859,8.61692432631928,8.13890560236047,8.36667127705759,8.11247180765635,8.45986480085215,8.3120321232547,7.98649215054722,8.93345410286459,8.63186536672894,8.48892425009289,7.61043944890253,8.15527878651736,,8.19831144353285,7.803990415229,,7.64396139062197,8.44590238218249,7.45266066521976,8.56059285116987,7.28719004730223,7.51762980679137,8.82008883073531,7.97066555052101,8.55764164075481,,8.8634526157386,8.35927891459472,8.28636560842323,7.85288378798615,7.79978064932608,7.82128770202676
CAPN7,7.98155506309707,8.37282900497255,7.48906328180688,7.05247049243931,8.34873169228046,7.09498050788874,8.76017568883277,8.58639804608737,7.07640019200627,6.98835947394799,7.59785581245508,8.32072894951366,8.37152277178486,8.40073794851408,8.18754548148412,8.29423526447768,8.7137233537567,8.29598929160022,7.27203518655023,7.88504416621279,8.05781411006784,,7.81461608462594,7.67940023881768,8.20156264167865,8.01977042844494,7.43096672938782,8.9925545336842,8.07809367742446,7.24087422376248,7.25985630541564,8.67704960866249,6.64597387749544,8.0296032570449,7.35632161666716,,8.18391494998091,8.48588649780848,7.32010284747456,7.20342757976779,7.18150606083213,7.81113545893526,8.32961282935453,8.30208600862737,8.93916809576045,5.99811572762113,8.08488594664516,8.95917302916496,8.40268589715105,8.17861006719107,8.32326008058452,7.95748538362524
CAPNS1,10.148192906606,10.2463633448792,9.97727628356485,10.2437917344976,10.6047537918223,10.9578244447695,10.6483217520751,11.1860418700597,8.78930557374821,9.76280138710989,9.79962270570076,10.5231726371501,10.6428676289419,10.5904678815126,10.8573464190265,10.5287647508554,10.9822375041589,10.0011461675849,9.48904094259616,10.4965763958973,10.5517381286634,9.79022446900167,9.97780256831738,10.1709577893556,10.5194893313625,10.1146050767918,9.60105671985644,11.291698649273,10.3374165397289,10.1301817668982,9.6305790221346,10.6135562308074,8.85075482584558,10.5595967613771,9.86784617698964,9.21985078844525,9.85979424286231,10.5976986795512,9.71157981537193,10.0126306093466,9.42112856908022,9.83010721752047,10.5845317254766,10.230405919809,10.6458317837309,9.39914675858901,11.2088822227595,10.9780216320854,10.5893164308077,10.4156718829067,10.7467915203271,9.78211699632279
CAPRIN1,8.64378413658549,9.48101680165598,8.20953847566393,8.34253982197586,9.33405560354634,8.58522191088889,10.0628348385418,9.39416338993747,7.35446938289989,8.38051237526001,8.55583320761814,9.54605569628577,9.2954498617137,9.5432487285428,9.3637909251507,9.29407585339557,9.11961080586558,9.87563524534669,8.21284616314135,9.78121889072258,9.30214809095865,8.90063165894129,9.07044014108765,9.100337514774,9.51142861697173,8.908068199238,8.82422690521262,9.54532707433531,9.47824121209358,8.98613930848649,7.93206462329806,9.99374113878856,7.45389066860878,8.8875022636076,8.52741990587012,7.78894246870934,9.94148346498492,9.73272049358263,8.8146761993291,8.29185527858934,8.17318808126718,8.48889007105833,9.00855881638655,9.54352707947117,10.2915133620128,,9.69698689865448,9.65265447202855,9.57653058055062,8.93414326446218,9.40944511401799,8.86231909187166
CAPZA1,9.74318076982789,10.0847386427586,9.86708294171872,9.72023075536064,10.7792517464412,9.9220564289666,10.7379808161053,9.89977875103523,8.92446858972912,9.82925882507506,9.94558072287516,10.5056083762684,8.69091000360028,10.075244828036,10.1750316788182,10.4995798683806,9.51991685243486,10.4870019903961,10.0413566595201,10.8507208400228,9.87861867123755,9.59958919746538,9.70158674665452,10.2944170761599,10.5193489347073,10.076607235287,10.2502512706853,9.52436421384696,9.78586134230594,10.0642168950061,9.33526891292671,10.6954032393702,8.90815260732515,10.48329137262,9.80216037505835,8.520969368823,10.8039662677057,10.928659397778,9.88356879678965,9.38163007907711,9.31374414093533,10.2613739287857,9.74439986069086,10.4559841003014,10.9127890185355,8.68637319047092,10.5083988184573,11.0960323707437,10.5512083925611,10.1225486442953,10.803446877469,9.92647765224197
CAPZA2,9.74472103598668,10.2882621990505,9.73706242037376,10.1163389627379,10.5402563005613,9.57886162375378,10.6060356961982,11.2575720539554,8.98838564311797,9.58944861539747,9.87158396956781,10.2840342159507,10.3894585724481,10.2706855511064,10.1897740416661,10.6919994482167,10.7782835005324,9.9856558278348,9.91511302376379,10.8374624181695,10.1256298528918,9.0190181485727,9.91039651709555,10.1843245696144,10.2963409154862,9.83512175664408,9.6777105260175,10.852811239911,10.1671911663859,9.6349039338154,9.11945612165672,10.7562717121144,8.88390696039655,10.5607122967578,9.73407207644839,8.32658147482605,10.2595973312398,10.9481358657468,10.0962288635892,9.67491754733159,9.5136940450416,10.2392774303119,10.6886522029325,10.5123773905505,10.8795367901663,8.75205201580237,10.6191377334144,11.2356917917732,10.5832660144919,10.3999553764035,10.6573570703951,9.93523106246913
CAPZB,10.1211554655154,10.6305154555847,10.2888555702344,9.68871731774899,10.8213937638366,9.63268603655346,11.0669008319583,10.6469684288434,9.17530256296516,10.0040966030498,10.0790542843552,10.7347995922268,10.1577084645882,10.5255661570103,10.4818580198363,10.8256652965048,10.4179985004514,10.9068385115281,9.95665278310261,11.0339770751101,10.2399696115603,9.40747817420997,10.245611878041,10.5154116030265,10.8491231484872,10.5837611295574,10.3446016708695,10.451569181918,10.2481243235455,9.98193499245027,9.58540997949885,11.0263921068296,9.06533716360716,10.6228944491923,10.1718463847605,8.85717135388967,10.9791273775649,11.1236937604923,10.1366737406148,9.70978295146989,9.60974056386636,10.3518416077685,10.4266897645822,10.5748281868748,11.1962290823675,8.92570296009571,10.7424410767729,11.2948485810305,10.8252669290828,10.4147290486384,10.7771189400584,10.0212099913826
CARD16,8.94687786111514,8.97805703080855,8.80204033056097,9.11365391726961,9.54923021195578,8.64779810265669,9.41880987501894,8.52327512071626,7.75493858476048,9.11467883915789,8.83993401943949,9.40521991193227,8.22456425284111,9.46998798668804,9.22037223865849,9.47189064503076,8.61231579839675,9.87220577881237,8.3849564693056,9.9004836225899,8.7028107785821,,8.93994689838592,,9.64378086204571,9.18525871753318,8.67558815297839,8.92117581057544,8.79975733191278,8.6835842801971,8.34903017741976,9.82144228899254,8.3041312149377,9.58381712835568,8.2992701856133,8.39456859419341,9.28152311507169,9.47231070886509,9.3961642200267,7.92110693225052,8.14930949802105,9.10138342942628,8.65830329341025,9.33536290157551,9.75043105362325,8.00039040505268,9.30643851871348,10.1194148829656,9.52896046032672,8.99051182706182,9.63223913390564,8.65786526273644
CARD19,7.98106620717886,8.89286703844015,8.49820008545119,,8.40155847716867,8.29991061016234,9.0275135157802,9.34166682609574,7.21736647250196,8.1674455444153,8.05238666690918,9.00965933112477,9.00566871717611,9.23362393844181,8.37718986743171,8.20277503178432,8.83575741612064,8.87707072943962,,7.93528533590872,8.43818658239,,8.46779954283045,8.22414384549793,8.45105253645748,8.37747727264324,8.10883081915771,9.16610974264819,8.80634494223426,,,8.88368968812633,,7.62227774176918,8.1480040153554,,8.18483229303611,8.4787040896951,7.98756903506424,7.63918255080617,,8.46363426901691,8.84846678220904,8.50965013110072,8.78359989380869,,8.606651107076,8.98564407454868,8.91346693153337,8.32382890702297,9.03843298408923,8.0520915225762
CARD8,7.76910073070528,,8.38658766035242,,8.64235172637118,8.16564553078354,8.62194165994058,7.67039186400565,,,,8.11572671413774,,8.33296713785204,8.10060593749852,8.50789051394179,7.96492154811762,8.42588148718145,,8.36157223057694,8.32688214466682,,7.53472350380021,6.95614491117875,8.71324820306118,8.47528802451398,7.82600140991426,7.76931733866781,,,,8.7056364655418,,8.90838244770143,,,8.47247668030457,8.48976027067953,8.07539156130202,,,,6.77826350309427,7.9582494003167,8.55091065677681,,8.67017784601728,8.27028751511802,8.32667017289227,8.19124901663683,8.71290821729497,
CARD9,8.51491639016246,8.49129714697362,7.44708591262061,9.62818186408222,8.15046996765269,8.8008039887703,8.53746577109127,,,,6.92300081074944,7.71314025630168,7.71215788510979,7.55926848108651,8.21876870188965,8.10909211291744,8.56748975569284,7.65738511805316,,7.45298219176268,,,8.75918367690912,8.27963736940493,7.39879085368588,7.37534101123375,,8.15662859114623,8.20927736365237,,,8.67804548639166,9.82507359063924,8.4825839172102,8.57309754207607,9.41179477803518,8.21303776269209,7.9743044916168,8.20199181961572,,,8.43514540955462,,8.06066078140891,8.01419035480943,,,8.5905488511279,8.38427428850092,7.96737601701605,9.0455840064885,7.63026403476493
CARHSP1,9.92614992737756,9.88727343165667,10.008104484465,9.61096695499449,10.5547112084222,9.99977877853993,10.5631888522583,9.08961471723387,9.12978041694557,9.40037072470927,9.76121984684515,9.35494381153836,8.91085518591163,10.0200440320337,8.78690065150719,10.4329938632654,10.0878217926443,9.87431612365491,8.82508836489315,9.81944633806515,9.92859739379819,9.3726145055284,9.27373557874665,9.83791696468106,10.0797737608611,9.83122165826612,10.0149214689747,10.7180835424635,9.78299794900149,9.53918533576847,9.67542558437267,10.4899294724921,8.90691850268097,11.2213510196682,9.58835856819777,8.51514653382195,8.96664898486415,9.43696801346495,9.40488668217932,8.76154413512709,8.68462513615326,9.78225984002363,9.67863364702042,9.87065147958565,10.628510374632,8.23710918239024,9.7141669114584,10.1187340280412,9.80639811495309,9.6660050653992,9.65249292798521,9.73276844961614
CARM1,8.97155951412302,9.09644507120314,8.96386473040844,8.62412150883048,9.2967477057131,9.00013947670647,9.24066507775667,9.08283540831815,7.52896896722694,9.28732952448242,8.79496053452443,9.33905972752442,8.84851827362148,9.23465320123629,8.91782459488713,9.36208816851566,8.80582053095502,9.40751892900612,8.71867417061876,9.03915629213895,9.50063534230748,8.20979565699294,8.92275357540682,8.84387109209096,9.28344003402465,9.3823712311168,9.14029281306224,9.09062737847032,9.09415857941716,8.55474842029755,9.03295367272481,9.67720199319678,7.39766476717233,9.09774034524258,8.90280952364737,7.12494456094926,8.69798864038131,9.52844417014373,8.49065626198529,9.07956150693981,8.06812045430999,8.63520561819121,8.82847332137799,8.80063143194934,9.64509446998936,7.89454478051458,8.67239738090202,9.38104321871133,9.33716313702924,9.10674204732415,8.77877003257809,8.85986566143946
CARMIL1,7.95540563670008,8.59057859435195,,,8.75945230935444,7.71038471666689,9.17926849387869,9.04669984956341,7.71965212806669,8.05243033274475,,8.53708122759196,8.32305000561262,8.8161453899489,8.70425595892316,8.96156900709482,8.8099333309074,8.46017568103527,,8.54561310636425,8.80672416605451,,8.33831846792918,8.61268194418413,8.60637862437483,7.79227689344756,8.23606786958146,9.27409897680794,8.37673684621032,7.75119601787839,7.9779041573067,8.73055997356973,,8.58047286889928,8.19656198724833,,8.501491389629,9.06760055414632,8.25066308887727,,,8.16076998180911,8.42287589352864,8.67876334088977,8.81611955869329,,8.98119458769232,8.60829357018843,8.9027304792629,8.41728063354356,8.88625629715101,8.00838016645833
CARS1,8.61840814015223,9.44928836847107,8.67957180373278,8.35066622315637,9.39560356058821,8.57939921040811,10.0058524957192,9.57589046860348,7.74115833087034,8.60919299534258,8.78151106717944,9.24203366860834,9.39406822147895,9.28492026453366,9.13497990101878,8.89128225106125,9.36669610744446,9.36575574356495,7.8195743439631,9.26498796503145,8.99170556019482,8.22032921466288,8.92047441356834,8.92979114740177,9.41407086652092,9.03850752469273,8.67129529348461,9.85626869163039,8.84813471135028,8.80456951037749,8.14956962791826,9.22673916681234,7.38954630036271,9.09396243239292,8.45714367452053,7.26020009650677,9.35313480967158,9.59935062230078,8.382836949657,8.40712513278558,7.97463654955902,8.4250689507406,9.0332008606119,9.40101383563687,9.74481702841749,7.09696155004903,9.59508120226522,9.78194661142428,9.38950740580287,8.98595348932855,9.02784179573479,8.68506127220147
CARS2,8.91462383872816,9.27012701110356,8.33515661867741,9.1651626515074,9.12911622236264,8.53565787986464,9.07252177035105,8.69368371161687,,8.31414572731179,8.4257042322963,9.13415005176591,8.86047448399398,9.44206502442151,9.1484868985036,8.79741242938094,8.8636838566873,9.1302961391327,8.30615211267663,9.13370051267259,8.57434092314379,6.89425685160466,8.86436271571175,8.69618255371293,9.06264952444778,8.9758299471925,8.42791908294224,8.61826172821554,8.78859585758476,8.01661815491772,7.82301677394607,9.49411913473416,8.21714458342404,8.81562623500059,8.44260276815567,,7.5997783085915,9.12454600863621,8.46927760660616,6.92842854880501,7.43721656037699,8.81429259232558,8.71029177410435,9.58123274054797,9.64013234326161,,8.83068222641936,9.41920165868207,8.72510480087969,8.84934833579552,8.93515449201878,8.81912086260661
CASK,7.86390176903417,8.65235408805932,8.01474615766584,8.04862732810727,8.83928130235462,7.18382249056198,9.13809778057946,9.12870036746595,7.09652003170655,7.08953792876808,7.9482674974145,8.82196907150754,8.94231042223846,9.07760322495344,8.62970175971003,8.80006974112046,9.37452241180917,9.24875629936147,,8.70204150449946,8.77977156841778,8.67154687758332,8.45619382421681,8.1674016537236,8.47595462359168,8.24946867549327,7.90729251771879,9.41050971091821,8.73415906686399,7.37472278401951,7.45567702542398,8.42886446260329,,8.81131066276362,8.19407904533192,,8.41408906140184,8.9557752303685,7.01578840935468,7.70029745608695,7.24619497002312,7.42369398279128,9.06225193391045,8.37190728327124,9.50939271260973,,8.89149722110573,9.35327208555261,9.21286752425759,8.50368771630915,8.91661412513041,7.4683920244168
CASKIN2,8.1968646151726,8.21575051543922,,,7.77307340814663,,8.10076556092718,8.83468999586358,,,,8.54801234836189,8.32113630319197,8.27501090088935,7.9446516663812,8.09175289128451,7.96013218946676,,,8.0067207018132,7.47487556926003,,7.75842119468394,7.70954734189088,7.36567255280718,,,8.81490133028827,8.17266751297768,,,7.8263027477295,,7.90698595078572,7.72044373302115,,,7.94626391218014,,,,,7.85309874982839,7.92859052112197,7.96634629666671,,7.88549830995566,7.89317688776237,8.0294310798112,7.8882761665088,7.90821461715809,7.99354569408614
CASP1,8.38656776628985,8.13111896564057,8.24541868644132,8.35209545915483,9.48737634165202,8.25664845164918,9.89029138439913,8.25066195573437,7.80984362225558,8.3266966086458,8.27032636655866,9.33414631499299,8.08181520404772,8.88495191437027,8.97952226991374,9.51090996657961,8.56207244039271,9.75653087320467,8.36199054750303,9.66514429359015,8.59074724754987,7.80832715645931,8.75054758826071,9.17071181900508,9.65167026620498,8.61063713738962,8.47839079522653,8.69763730171348,8.32876579369773,8.48530037686135,7.82388890122184,9.57351814870186,7.52681685735635,8.99676859885471,8.44503644266806,7.69004294063779,9.10314594090385,9.75914392324255,8.97991261953567,7.78476185206457,7.7922552362808,8.76432975617618,8.46283961876261,9.36045538192436,9.87476611354038,8.05806651143542,8.9435694958278,10.1354109175368,9.41730836677607,9.25865324371369,9.27078137029518,8.42150090635435
CASP10,7.4501329984236,7.85889224702662,,7.57051741454423,8.16936527361541,,8.30931575744101,,,8.08148918658894,,8.04479291693095,,7.68907335867309,,7.95346392997877,7.26557217462794,8.02543736071048,,7.8942021290787,7.94472661898046,,6.97231845275827,8.10484359960001,7.83500360594525,8.13752390914344,8.31148514576676,7.37658769903143,7.3546101034999,,,8.13923901716934,,8.0448899325411,6.76862962011734,,8.06363669814556,8.3498513731612,8.25075915645738,,,,,8.13519953436699,8.4139927897366,,7.70726330579364,7.75057030876025,8.00114207945202,7.57668784745707,8.03189318588183,
CASP14,,8.75522633702207,8.2596899170349,7.9854947129278,8.6381583789754,8.4682611917905,8.1659855182677,8.30512092069107,8.79143689260869,8.6704195157611,7.91417572510119,8.42907577571021,8.3240524288914,8.74928129965259,8.92044620245337,8.66827087877155,8.0069861299031,9.05678261085989,8.36483365516133,8.20738032642533,9.31705966771931,8.44994084837299,8.21834034512313,8.53054795528978,8.74426156972735,8.76568825557159,8.365717008885,8.09941974541108,8.56008158328326,8.62472233188319,8.49654665516602,8.03176141832679,8.4293478844418,8.71537966585702,8.61018171905502,8.469556927324,8.57386063669816,8.20748621633213,9.52721779937863,8.9270873889209,9.16031493157841,9.29466208343434,8.15646076674408,9.0264050427878,8.54763237743282,8.25007207967225,8.53745719606236,8.15081363355834,7.40521983492884,8.34456713195196,8.8847713789554,8.84654534090737
CASP3,8.96441654668815,8.81188422437198,9.11737327497386,8.73657175673702,9.25851379238068,8.74610174521771,9.51446091594341,8.26412401948114,8.44699776332438,9.04021780296167,8.88992629371483,9.10218744009549,8.77407618509505,8.90116455901371,9.45962293743753,8.93092886389229,8.7861252126825,10.0556911985477,8.79156620606509,9.44181948434492,9.00992851894412,8.94066769242176,8.67185846812585,9.53333884932012,9.69071468044154,9.28503282801108,9.27995160202244,8.66611255268629,8.70329322699046,9.204409702519,8.76649102058854,10.0359481536082,8.07012558329024,9.24242363581939,9.18080252833803,8.00309460850095,9.63466948708678,9.60795860785697,9.20153087945614,8.39304610523918,8.44985996276178,9.23417533518977,8.89315041884804,9.28470216311594,10.5008700964317,7.73238313833986,9.08799977425535,9.8842528188399,9.3445852123676,8.83662542720427,9.05486663688678,8.62793081843043
CASP4,7.8661844820867,8.37323016192565,,8.01505522952644,8.76152855223035,,8.78022826346282,7.84797843674411,,8.48541437551789,,8.32116504221883,,8.29370023127529,8.80594880548155,8.63893953276771,8.17640984048015,8.96735634738497,,8.46940265815604,8.35788469923219,,8.4348455173237,8.16923384332569,8.66488546388614,8.56674435059667,7.97440661020878,8.50826726707535,8.37936631394593,,,9.04809311802863,,8.92924221253733,8.17669928210919,,8.84428177163944,8.90748029166102,7.7369854888479,,,,8.2319357640652,8.62843132930222,9.09308578684652,,8.68168932428913,8.95501258355347,8.87797952543902,8.92639100367575,8.7255587092284,
CASP6,7.97753313061533,8.26816523266729,8.64729896633398,8.23639986420623,8.93596420605641,8.63224628564612,8.7812367643719,8.15461868441628,7.40340942452989,8.16735310959645,8.22357719668995,8.24468239167329,8.06261782906947,7.95870726659017,8.6215654294989,8.86736300763204,8.16857911305639,8.5783050783387,8.14057628500779,8.19852509445886,8.49694639877598,,7.99861962878173,8.41604385562195,8.63704893488864,8.38965810106255,7.75518781176063,8.80436417646736,7.93627567082422,8.6049035962505,7.35986822248353,8.50024911336819,,8.85273258548152,7.98506646088628,7.33135472622967,7.63036642835069,8.8646777990973,7.56593995025646,8.02990172228622,8.26584503783619,8.24867908369524,8.08311563008067,8.09638310736311,8.9956809818186,,8.36096234200808,8.90563177715274,8.8192235745875,8.77411819076656,8.52078189768243,8.06746392854812
CASP7,7.76382263966299,8.27816556159416,,8.10373757099282,8.48388521016562,,8.44014631810914,8.01544027056488,6.36028361797835,,7.62988762161862,8.53529968897502,7.83082515055837,8.2124127553391,8.08416889490135,8.48048978683588,8.31340159535904,8.53938185258157,7.11693568184346,8.07830618250697,8.03780544398958,8.30229703272236,8.49269680065947,8.26120991070128,8.38152488685544,,7.94132847089133,8.52735471600085,8.1042096491646,7.91730466161448,6.61978429987856,8.66935317155718,,8.24363744098986,7.76764754794734,,7.69899074944803,8.6590331716574,7.76398220167533,,6.87160813427146,8.39050347962076,6.96543484176257,8.3675337181062,8.98403554663507,,7.97812290845296,8.91694081975369,8.25064067450778,8.60937258329994,7.93885293832032,7.64377382524064
CASP8,8.54262627677659,8.97022775719214,8.7210915277463,8.87949351273677,9.25942208901584,8.55869924618165,9.38172383252289,8.48281203085844,7.98612736126238,8.55223180365686,8.93132669305025,8.87541417016336,8.25088774801623,8.90082709956602,8.87203249912105,9.12810352814156,8.70304377853566,9.12240043707793,8.42139028293008,9.25498401982993,9.10938949812116,,8.69816134648082,9.18581361710806,9.26814399117832,8.62540113283888,8.63566512509726,8.87210871682561,8.45846417910939,8.36116195342098,7.8305125149876,9.12535671989165,7.43835609696651,9.0201848084988,8.51491928090441,,8.91717026013874,9.53040521855992,8.55065090884776,8.15364293211418,7.76527271032038,8.5717936683846,8.58778406670545,9.08419889247156,9.45847726135791,7.99213284066668,9.10517936919607,9.493462353445,9.233816378914,9.03218735837955,9.3952520312484,8.68370766386495
CASS4,7.79645686099245,7.77499932126412,8.2960777621316,7.85476720988076,8.22922608279823,8.36695538224139,7.44699713119462,,,7.47212930102404,,7.35559691942837,7.25151308636992,7.34310207323489,7.22424212565261,7.80583742464866,7.67488663790695,7.04971344616481,7.68441505699165,8.05626997350319,6.8221648276943,,8.41908214985416,8.20455828803446,7.93221891947262,7.40405810677553,,,7.25518017421266,7.61811384602529,7.49579358002381,6.987992297004,8.50751579735416,6.85614397169598,8.2076988778587,,7.55279791778042,7.56153776741281,7.69683839655261,7.16153891450439,8.15098221494575,8.17236740367758,7.35730114781149,6.92100466856531,6.7094684876389,,7.26785847860463,7.20714549189931,8.22420023863213,7.63579253734808,8.46855012300018,7.01292947802334
CAST,9.38870137793669,9.67660237144776,9.80034477880539,9.25230661448042,10.1643636079362,10.1942267256341,9.83841623334799,10.1429048675723,8.3513426568944,9.75920959004561,9.86414202549261,9.73543228745344,9.59369920919702,9.88246021160235,10.0212357399436,10.1756375450206,9.92573772874561,9.569403217297,9.36892506487836,10.0855703651604,10.0055087438002,9.11046311716457,9.23290962899167,9.67999969933281,10.0874062955245,9.51220375742048,9.57405773005802,10.3330501079567,9.63731579047456,9.2623397590173,9.77201928226681,9.7628503912006,7.64619008581496,10.1692345363561,9.45832262614874,7.79034362696254,8.99283760791009,9.82652716247786,9.49812554224168,9.40552947241837,8.91084632740727,9.46487656742474,9.85883472659262,9.54952779534668,9.70507799430498,8.19318514923086,9.84295212552094,10.1550426686855,10.0252857120212,9.6260628365677,9.76301060650924,9.25276403560237
CASTOR1,7.20759494248644,7.70053776578952,,,7.10998397554233,,7.4415606184548,7.88105750181718,,7.40310322888744,8.39965745553087,8.34765192321037,7.79311787188059,7.60035276178145,,7.10977134983933,6.93091035978172,,6.29831785810488,7.23184345943158,7.20170970985109,,,,7.68599925525145,,7.04589565794081,8.25569252333235,,7.212581556678,,8.04590379231499,,7.6451438419345,,,7.94872108209392,7.73436008991467,,,,7.14560775501015,7.25455773284756,7.2577996955448,8.4726988624169,,,7.72291785909195,,,,8.24373368248665
CAT;cRAP-CAT,12.2417412251932,12.2678447404761,12.5655700169246,11.8254261176674,12.4390990493952,12.8191401179917,11.2646818418156,10.8558264069371,11.0721182075042,12.9144788797318,12.757457045483,12.0904111430558,10.9065286621044,11.5547128863149,12.0833048083336,12.0423913793751,10.5337692153982,11.9269370651711,11.7363577567294,11.8501979688774,12.4739780435015,9.95868079916514,11.8294921946969,12.1420293609753,12.5848941620042,12.3694000764165,12.4285071202947,10.3696438665417,11.3663557022702,11.319535487397,12.7753827479342,11.4319460539614,11.3728765365357,12.3050412206683,12.4735728388734,11.7056873310308,11.0659799143693,12.069726245345,12.4040607118136,12.7265869641591,12.738882586421,11.6412122183686,11.2288243993546,11.6241890606155,11.0431845427231,12.012100930736,11.9376926136205,11.1898308407645,12.5003691900304,11.7837364130533,11.8571300627377,12.4497164573289
CAV1,11.8422368607224,12.6874011843187,10.7262600558538,9.73341088503633,10.0897144228641,10.8504742986857,10.2504796055005,12.2241846508887,8.65876545300112,10.5496643902509,10.9604244543935,10.9037109406676,11.4090473299708,11.8558129596553,10.0087076416164,10.8689176581903,10.6879098383123,8.8943480657201,,9.70500514929931,10.94407287189,9.20775954804624,10.3295657230968,8.9715906823318,10.031431888084,11.3464470519608,9.94593368466393,11.7671969976911,11.8834993990677,10.0722231394328,10.1708764842346,10.2994804228053,7.46472312756697,10.5058675030007,9.24458920302476,6.85153600574915,9.18829450003601,9.91711755319412,10.2971977173731,10.9187461300329,7.33783036167574,10.7166179871471,11.5320326921614,9.87913086437888,9.65462597032397,,11.2730887671543,10.1161813889143,10.4668170326929,10.7423497642238,10.1675327226618,11.5341438217356
CAV2,9.13620966725531,10.18154464582,8.02985245902937,8.20726283327686,7.93449370558184,8.60784260947116,8.09340755634482,9.92594163742966,7.09975046060698,8.57385969824103,8.40666406402584,8.37287721283441,8.94891042882462,8.86615888995595,8.3106292313823,8.56284312457752,8.86580885397072,7.45960867894308,,8.14441501870225,8.6826832770933,8.37936320175071,8.43710929793421,7.82739506986375,8.07152606479234,8.86945528206616,7.78399760891301,9.36585613218615,9.05658137711356,8.72780479959037,8.03480112757465,8.12562551769792,6.0775900455887,8.56956612728111,7.71979317326618,,7.91385201211796,8.23558818835002,7.35243748169375,8.79913049558785,,8.9907666087293,9.66429867003541,8.23912282844415,8.00684216565512,,8.88080375272171,8.19998916208297,8.75444699039724,8.44137751343417,7.96797182498695,8.82945580199663
