,,count,count,count
cohort,,0,1,2
protein,missing_status,,,
1355,0,24,17,7
1355,1,22,3,8
1356,0,28,18,5
1356,1,18,2,10
1357,0,24,15,5
1357,1,22,5,10
1358,0,45,20,14
1358,1,1,0,1
1359,0,34,11,12
1359,1,12,9,3
1360,0,40,19,11
1360,1,6,1,4
1361,0,43,19,15
1361,1,3,1,0
1362,0,42,20,12
1362,1,4,0,3
1363,0,30,16,5
1363,1,16,4,10
1364,0,38,18,10
1364,1,8,2,5
1365,0,46,20,15
1365,1,0,0,0
1366,0,40,17,11
1366,1,6,3,4
1367,0,26,15,7
1367,1,20,5,8
1368,0,30,15,6
1368,1,16,5,9
1369,0,27,17,8
1369,1,19,3,7
1370,0,31,16,7
1370,1,15,4,8
1371,0,30,19,8
1371,1,16,1,7
1372,0,45,20,11
1372,1,1,0,4
1373,0,34,17,10
1373,1,12,3,5
1374,0,46,20,15
1374,1,0,0,0
1375,0,32,19,8
1375,1,14,1,7
1376,0,35,18,13
1376,1,11,2,2
1377,0,23,16,6
1377,1,23,4,9
1378,0,45,20,14
1378,1,1,0,1
1379,0,35,19,13
1379,1,11,1,2
1380,0,43,19,10
1380,1,3,1,5
1381,0,28,13,6
1381,1,18,7,9
1382,0,36,18,10
1382,1,10,2,5
1383,0,37,18,10
1383,1,9,2,5
1384,0,29,14,9
1384,1,17,6,6
1385,0,38,18,8
1385,1,8,2,7
1386,0,32,15,9
1386,1,14,5,6
1387,0,34,16,9
1387,1,12,4,6
1388,0,46,20,15
1388,1,0,0,0
1389,0,25,16,9
1389,1,21,4,6
1390,0,30,17,8
1390,1,16,3,7
1391,0,28,19,9
1391,1,18,1,6
1392,0,40,19,12
1392,1,6,1,3
1393,0,35,18,8
1393,1,11,2,7
1394,0,45,20,15
1394,1,1,0,0
1395,0,34,19,8
1395,1,12,1,7
1396,0,43,20,10
1396,1,3,0,5
1397,0,25,15,6
1397,1,21,5,9
1398,0,41,18,11
1398,1,5,2,4
1399,0,40,16,13
1399,1,6,4,2
1400,0,29,16,7
1400,1,17,4,8
1401,0,30,13,10
1401,1,16,7,5
1402,0,26,15,4
1402,1,20,5,11
1403,0,36,18,14
1403,1,10,2,1
1404,0,31,20,9
1404,1,15,0,6
1405,0,36,18,8
1405,1,10,2,7
