,,count,count,count
cohort,,0,1,2
protein,missing_status,,,
692,0,46,20,15
692,1,0,0,0
693,0,46,20,15
693,1,0,0,0
694,0,46,20,15
694,1,0,0,0
695,0,36,19,13
695,1,10,1,2
696,0,46,20,15
696,1,0,0,0
697,0,46,20,15
697,1,0,0,0
698,0,46,20,15
698,1,0,0,0
699,0,46,20,15
699,1,0,0,0
700,0,46,20,15
700,1,0,0,0
701,0,46,20,15
701,1,0,0,0
702,0,46,20,15
702,1,0,0,0
703,0,46,20,15
703,1,0,0,0
704,0,46,20,15
704,1,0,0,0
705,0,46,20,15
705,1,0,0,0
706,0,46,20,15
706,1,0,0,0
707,0,46,20,15
707,1,0,0,0
708,0,43,20,15
708,1,3,0,0
709,0,46,20,15
709,1,0,0,0
710,0,27,18,7
710,1,19,2,8
711,0,46,20,15
711,1,0,0,0
712,0,46,20,15
712,1,0,0,0
713,0,46,20,15
713,1,0,0,0
714,0,46,20,15
714,1,0,0,0
715,0,46,20,15
715,1,0,0,0
716,0,46,20,15
716,1,0,0,0
717,0,46,20,12
717,1,0,0,3
718,0,46,20,15
718,1,0,0,0
719,0,46,20,15
719,1,0,0,0
720,0,32,17,9
720,1,14,3,6
721,0,46,20,15
721,1,0,0,0
722,0,41,20,12
722,1,5,0,3
723,0,46,20,15
723,1,0,0,0
724,0,46,20,15
724,1,0,0,0
725,0,46,20,15
725,1,0,0,0
726,0,43,20,13
726,1,3,0,2
727,0,32,17,6
727,1,14,3,9
728,0,44,20,14
728,1,2,0,1
729,0,30,15,8
729,1,16,5,7
730,0,45,20,15
730,1,1,0,0
731,0,46,20,15
731,1,0,0,0
732,0,46,20,15
732,1,0,0,0
733,0,26,17,8
733,1,20,3,7
734,0,46,20,15
734,1,0,0,0
735,0,46,20,15
735,1,0,0,0
736,0,46,20,15
736,1,0,0,0
737,0,43,20,14
737,1,3,0,1
738,0,45,20,15
738,1,1,0,0
739,0,46,20,15
739,1,0,0,0
740,0,46,20,15
740,1,0,0,0
741,0,46,20,15
741,1,0,0,0
742,0,46,20,15
742,1,0,0,0
743,0,46,20,15
743,1,0,0,0
744,0,46,20,15
744,1,0,0,0
745,0,46,20,15
745,1,0,0,0
746,0,32,16,4
746,1,14,4,11
747,0,46,20,15
747,1,0,0,0
748,0,46,20,15
748,1,0,0,0
749,0,24,16,6
749,1,22,4,9
750,0,46,20,15
750,1,0,0,0
751,0,41,18,13
751,1,5,2,2
752,0,46,20,15
752,1,0,0,0
753,0,46,20,15
753,1,0,0,0
754,0,46,20,15
754,1,0,0,0
755,0,30,18,8
755,1,16,2,7
756,0,25,15,4
756,1,21,5,11
757,0,46,20,15
757,1,0,0,0
758,0,46,20,15
758,1,0,0,0
759,0,45,20,14
759,1,1,0,1
760,0,46,20,15
760,1,0,0,0
761,0,36,18,11
761,1,10,2,4
762,0,46,20,15
762,1,0,0,0
763,0,46,20,15
763,1,0,0,0
764,0,34,17,12
764,1,12,3,3
765,0,45,20,12
765,1,1,0,3
766,0,40,20,14
766,1,6,0,1
767,0,46,20,15
767,1,0,0,0
768,0,27,15,9
768,1,19,5,6
769,0,25,13,6
769,1,21,7,9
770,0,44,18,13
770,1,2,2,2
771,0,46,20,15
771,1,0,0,0
772,0,46,20,15
772,1,0,0,0
773,0,46,20,15
773,1,0,0,0
774,0,36,19,11
774,1,10,1,4
775,0,46,20,14
775,1,0,0,1
776,0,46,20,15
776,1,0,0,0
777,0,39,18,12
777,1,7,2,3
778,0,46,20,12
778,1,0,0,3
779,0,43,20,13
779,1,3,0,2
780,0,28,16,7
780,1,18,4,8
781,0,40,18,11
781,1,6,2,4
782,0,46,20,15
782,1,0,0,0
783,0,46,20,15
783,1,0,0,0
784,0,46,20,15
784,1,0,0,0
785,0,45,20,15
785,1,1,0,0
786,0,36,19,7
786,1,10,1,8
787,0,46,20,13
787,1,0,0,2
788,0,46,20,15
788,1,0,0,0
789,0,46,20,15
789,1,0,0,0
790,0,26,17,7
790,1,20,3,8
791,0,46,20,11
791,1,0,0,4
792,0,41,19,13
792,1,5,1,2
793,0,28,18,11
793,1,18,2,4
794,0,42,19,12
794,1,4,1,3
795,0,46,20,15
795,1,0,0,0
796,0,46,20,15
796,1,0,0,0
797,0,46,17,15
797,1,0,3,0
798,0,46,20,15
798,1,0,0,0
799,0,27,14,5
799,1,19,6,10
800,0,43,20,13
800,1,3,0,2
801,0,46,20,15
801,1,0,0,0
802,0,46,20,14
802,1,0,0,1
803,0,43,18,14
803,1,3,2,1
804,0,44,19,13
804,1,2,1,2
805,0,29,17,9
805,1,17,3,6
806,0,23,15,6
806,1,23,5,9
807,0,42,20,15
807,1,4,0,0
808,0,46,20,15
808,1,0,0,0
809,0,46,20,15
809,1,0,0,0
810,0,46,20,15
810,1,0,0,0
811,0,40,20,10
811,1,6,0,5
812,0,33,17,10
812,1,13,3,5
813,0,45,20,15
813,1,1,0,0
814,0,46,20,15
814,1,0,0,0
815,0,45,19,15
815,1,1,1,0
816,0,45,20,14
816,1,1,0,1
817,0,46,20,15
817,1,0,0,0
818,0,43,20,15
818,1,3,0,0
819,0,29,9,9
819,1,17,11,6
820,0,46,19,14
820,1,0,1,1
821,0,42,19,12
821,1,4,1,3
822,0,45,19,15
822,1,1,1,0
823,0,46,20,15
823,1,0,0,0
824,0,25,13,8
824,1,21,7,7
825,0,46,20,15
825,1,0,0,0
826,0,46,20,15
826,1,0,0,0
827,0,45,20,14
827,1,1,0,1
828,0,43,20,11
828,1,3,0,4
829,0,46,20,15
829,1,0,0,0
830,0,42,18,13
830,1,4,2,2
831,0,42,20,10
831,1,4,0,5
832,0,39,18,8
832,1,7,2,7
833,0,27,17,5
833,1,19,3,10
834,0,46,20,14
834,1,0,0,1
835,0,46,20,15
835,1,0,0,0
836,0,45,20,15
836,1,1,0,0
837,0,46,20,15
837,1,0,0,0
838,0,39,20,11
838,1,7,0,4
839,0,46,20,15
839,1,0,0,0
840,0,25,17,9
840,1,21,3,6
841,0,40,20,13
841,1,6,0,2
842,0,44,19,10
842,1,2,1,5
843,0,24,12,8
843,1,22,8,7
844,0,24,17,5
844,1,22,3,10
845,0,44,18,13
845,1,2,2,2
846,0,46,20,15
846,1,0,0,0
847,0,35,15,10
847,1,11,5,5
848,0,46,20,15
848,1,0,0,0
849,0,37,19,13
849,1,9,1,2
850,0,43,19,10
850,1,3,1,5
851,0,46,20,15
851,1,0,0,0
852,0,46,20,15
852,1,0,0,0
853,0,42,18,13
853,1,4,2,2
854,0,39,17,11
854,1,7,3,4
855,0,44,19,12
855,1,2,1,3
856,0,40,18,12
856,1,6,2,3
857,0,24,17,5
857,1,22,3,10
858,0,41,19,13
858,1,5,1,2
859,0,46,20,15
859,1,0,0,0
860,0,41,18,12
860,1,5,2,3
861,0,34,18,11
861,1,12,2,4
862,0,43,19,12
862,1,3,1,3
863,0,28,10,6
863,1,18,10,9
864,0,24,11,10
864,1,22,9,5
865,0,46,20,15
865,1,0,0,0
866,0,46,20,15
866,1,0,0,0
867,0,44,20,15
867,1,2,0,0
868,0,45,20,12
868,1,1,0,3
869,0,46,20,15
869,1,0,0,0
870,0,46,20,15
870,1,0,0,0
871,0,46,20,15
871,1,0,0,0
872,0,44,20,13
872,1,2,0,2
873,0,34,14,10
873,1,12,6,5
874,0,37,20,9
874,1,9,0,6
875,0,46,19,15
875,1,0,1,0
876,0,45,20,15
876,1,1,0,0
877,0,46,20,14
877,1,0,0,1
878,0,26,18,10
878,1,20,2,5
879,0,39,19,9
879,1,7,1,6
880,0,42,19,12
880,1,4,1,3
881,0,45,18,14
881,1,1,2,1
882,0,44,19,13
882,1,2,1,2
883,0,46,20,15
883,1,0,0,0
884,0,41,19,10
884,1,5,1,5
885,0,46,20,15
885,1,0,0,0
886,0,26,13,7
886,1,20,7,8
887,0,31,17,10
887,1,15,3,5
888,0,46,20,13
888,1,0,0,2
889,0,46,20,15
889,1,0,0,0
890,0,46,20,15
890,1,0,0,0
891,0,46,20,15
891,1,0,0,0
892,0,45,20,15
892,1,1,0,0
893,0,46,20,14
893,1,0,0,1
894,0,46,20,15
894,1,0,0,0
895,0,44,18,14
895,1,2,2,1
896,0,30,17,7
896,1,16,3,8
897,0,25,18,8
897,1,21,2,7
898,0,46,20,15
898,1,0,0,0
899,0,46,20,15
899,1,0,0,0
900,0,39,17,13
900,1,7,3,2
901,0,46,20,15
901,1,0,0,0
902,0,46,20,15
902,1,0,0,0
903,0,22,14,9
903,1,24,6,6
904,0,46,20,15
904,1,0,0,0
905,0,45,20,15
905,1,1,0,0
906,0,46,20,15
906,1,0,0,0
907,0,38,19,11
907,1,8,1,4
908,0,42,20,13
908,1,4,0,2
909,0,39,19,13
909,1,7,1,2
910,0,46,20,15
910,1,0,0,0
911,0,46,20,15
911,1,0,0,0
912,0,46,20,15
912,1,0,0,0
913,0,27,17,6
913,1,19,3,9
914,0,46,20,15
914,1,0,0,0
915,0,46,20,15
915,1,0,0,0
916,0,46,20,15
916,1,0,0,0
917,0,44,19,13
917,1,2,1,2
918,0,45,20,10
918,1,1,0,5
919,0,46,20,15
919,1,0,0,0
920,0,31,15,7
920,1,15,5,8
921,0,46,20,15
921,1,0,0,0
922,0,45,20,15
922,1,1,0,0
923,0,46,19,11
923,1,0,1,4
924,0,23,15,6
924,1,23,5,9
925,0,23,16,5
925,1,23,4,10
926,0,46,20,15
926,1,0,0,0
927,0,41,19,12
927,1,5,1,3
928,0,44,20,14
928,1,2,0,1
929,0,41,19,14
929,1,5,1,1
930,0,46,20,15
930,1,0,0,0
931,0,46,20,15
931,1,0,0,0
932,0,45,20,15
932,1,1,0,0
933,0,34,19,11
933,1,12,1,4
934,0,31,18,10
934,1,15,2,5
935,0,28,13,7
935,1,18,7,8
936,0,39,19,11
936,1,7,1,4
937,0,21,15,8
937,1,25,5,7
938,0,36,18,12
938,1,10,2,3
939,0,46,20,15
939,1,0,0,0
940,0,29,11,7
940,1,17,9,8
941,0,46,20,15
941,1,0,0,0
942,0,46,20,15
942,1,0,0,0
943,0,25,11,11
943,1,21,9,4
944,0,45,19,12
944,1,1,1,3
945,0,44,19,15
945,1,2,1,0
946,0,46,20,15
946,1,0,0,0
947,0,43,20,12
947,1,3,0,3
948,0,35,19,11
948,1,11,1,4
949,0,35,19,10
949,1,11,1,5
950,0,26,12,7
950,1,20,8,8
951,0,31,18,10
951,1,15,2,5
952,0,29,14,9
952,1,17,6,6
953,0,46,20,14
953,1,0,0,1
954,0,28,16,4
954,1,18,4,11
955,0,26,17,8
955,1,20,3,7
956,0,41,19,12
956,1,5,1,3
957,0,27,15,8
957,1,19,5,7
958,0,46,20,15
958,1,0,0,0
959,0,38,17,11
959,1,8,3,4
960,0,34,18,13
960,1,12,2,2
961,0,45,20,15
961,1,1,0,0
962,0,46,20,15
962,1,0,0,0
963,0,45,20,15
963,1,1,0,0
964,0,46,20,15
964,1,0,0,0
965,0,34,15,12
965,1,12,5,3
966,0,32,18,8
966,1,14,2,7
967,0,46,20,15
967,1,0,0,0
968,0,26,16,10
968,1,20,4,5
969,0,45,20,12
969,1,1,0,3
970,0,46,20,15
970,1,0,0,0
971,0,37,18,9
971,1,9,2,6
972,0,28,17,7
972,1,18,3,8
973,0,32,13,7
973,1,14,7,8
974,0,46,20,15
974,1,0,0,0
975,0,39,19,9
975,1,7,1,6
976,0,46,20,15
976,1,0,0,0
977,0,26,16,8
977,1,20,4,7
978,0,21,16,6
978,1,25,4,9
979,0,32,17,12
979,1,14,3,3
980,0,30,18,11
980,1,16,2,4
981,0,46,20,15
981,1,0,0,0
982,0,25,16,8
982,1,21,4,7
983,0,29,16,9
983,1,17,4,6
984,0,26,16,7
984,1,20,4,8
985,0,31,18,8
985,1,15,2,7
986,0,46,20,15
986,1,0,0,0
987,0,46,20,15
987,1,0,0,0
988,0,42,19,13
988,1,4,1,2
989,0,32,18,9
989,1,14,2,6
990,0,29,19,8
990,1,17,1,7
991,0,46,20,15
991,1,0,0,0
992,0,46,20,15
992,1,0,0,0
993,0,34,18,9
993,1,12,2,6
994,0,32,18,11
994,1,14,2,4
995,0,44,20,13
995,1,2,0,2
996,0,33,18,11
996,1,13,2,4
997,0,30,17,7
997,1,16,3,8
998,0,41,17,14
998,1,5,3,1
999,0,46,20,14
999,1,0,0,1
1000,0,33,15,8
1000,1,13,5,7
1001,0,37,16,12
1001,1,9,4,3
1002,0,44,20,12
1002,1,2,0,3
1003,0,46,20,15
1003,1,0,0,0
1004,0,38,20,11
1004,1,8,0,4
1005,0,36,18,8
1005,1,10,2,7
1006,0,42,18,14
1006,1,4,2,1
1007,0,46,20,15
1007,1,0,0,0
1008,0,38,18,9
1008,1,8,2,6
1009,0,46,20,15
1009,1,0,0,0
1010,0,46,20,10
1010,1,0,0,5
1011,0,44,18,15
1011,1,2,2,0
1012,0,43,20,11
1012,1,3,0,4
1013,0,28,16,9
1013,1,18,4,6
1014,0,38,19,14
1014,1,8,1,1
1015,0,46,20,15
1015,1,0,0,0
1016,0,44,20,10
1016,1,2,0,5
1017,0,23,15,7
1017,1,23,5,8
1018,0,46,20,15
1018,1,0,0,0
1019,0,43,18,8
1019,1,3,2,7
1020,0,45,20,13
1020,1,1,0,2
1021,0,29,19,10
1021,1,17,1,5
1022,0,46,20,15
1022,1,0,0,0
1023,0,41,19,12
1023,1,5,1,3
1024,0,45,20,13
1024,1,1,0,2
1025,0,46,20,15
1025,1,0,0,0
1026,0,46,20,13
1026,1,0,0,2
1027,0,35,20,7
1027,1,11,0,8
1028,0,44,20,10
1028,1,2,0,5
1029,0,46,20,15
1029,1,0,0,0
1030,0,44,19,13
1030,1,2,1,2
1031,0,43,18,13
1031,1,3,2,2
1032,0,42,19,12
1032,1,4,1,3
1033,0,40,19,10
1033,1,6,1,5
1034,0,31,17,8
1034,1,15,3,7
1035,0,46,20,13
1035,1,0,0,2
1036,0,46,20,15
1036,1,0,0,0
1037,0,29,18,6
1037,1,17,2,9
1038,0,27,19,8
1038,1,19,1,7
1039,0,42,20,15
1039,1,4,0,0
1040,0,38,18,12
1040,1,8,2,3
1041,0,25,15,3
1041,1,21,5,12
1042,0,44,20,14
1042,1,2,0,1
1043,0,24,16,7
1043,1,22,4,8
1044,0,30,18,7
1044,1,16,2,8
1045,0,36,18,8
1045,1,10,2,7
1046,0,29,17,8
1046,1,17,3,7
1047,0,40,18,7
1047,1,6,2,8
1048,0,45,19,14
1048,1,1,1,1
1049,0,29,17,10
1049,1,17,3,5
1050,0,43,20,11
1050,1,3,0,4
1051,0,46,20,15
1051,1,0,0,0
1052,0,46,20,15
1052,1,0,0,0
1053,0,45,19,14
1053,1,1,1,1
1054,0,46,20,15
1054,1,0,0,0
1055,0,34,17,11
1055,1,12,3,4
1056,0,34,17,13
1056,1,12,3,2
1057,0,37,19,10
1057,1,9,1,5
1058,0,46,20,15
1058,1,0,0,0
1059,0,46,20,15
1059,1,0,0,0
1060,0,46,20,15
1060,1,0,0,0
1061,0,43,18,10
1061,1,3,2,5
1062,0,35,13,10
1062,1,11,7,5
1063,0,41,19,14
1063,1,5,1,1
1064,0,38,18,9
1064,1,8,2,6
1065,0,41,18,10
1065,1,5,2,5
1066,0,36,17,10
1066,1,10,3,5
1067,0,38,20,10
1067,1,8,0,5
1068,0,46,20,15
1068,1,0,0,0
1069,0,29,15,4
1069,1,17,5,11
1070,0,29,17,9
1070,1,17,3,6
1071,0,27,17,7
1071,1,19,3,8
1072,0,25,18,9
1072,1,21,2,6
1073,0,45,20,15
1073,1,1,0,0
1074,0,46,20,15
1074,1,0,0,0
1075,0,46,20,15
1075,1,0,0,0
1076,0,31,17,6
1076,1,15,3,9
1077,0,46,20,15
1077,1,0,0,0
1078,0,46,20,15
1078,1,0,0,0
1079,0,41,20,13
1079,1,5,0,2
1080,0,43,19,13
1080,1,3,1,2
1081,0,46,20,15
1081,1,0,0,0
1082,0,24,17,6
1082,1,22,3,9
1083,0,43,17,12
1083,1,3,3,3
1084,0,46,20,15
1084,1,0,0,0
1085,0,46,20,15
1085,1,0,0,0
1086,0,38,19,8
1086,1,8,1,7
1087,0,40,18,9
1087,1,6,2,6
1088,0,26,15,6
1088,1,20,5,9
1089,0,26,9,6
1089,1,20,11,9
1090,0,39,18,14
1090,1,7,2,1
1091,0,35,16,10
1091,1,11,4,5
1092,0,45,20,15
1092,1,1,0,0
1093,0,41,18,13
1093,1,5,2,2
1094,0,44,20,15
1094,1,2,0,0
1095,0,45,20,14
1095,1,1,0,1
1096,0,45,19,15
1096,1,1,1,0
1097,0,46,20,15
1097,1,0,0,0
1098,0,40,18,12
1098,1,6,2,3
1099,0,46,20,15
1099,1,0,0,0
1100,0,35,18,10
1100,1,11,2,5
1101,0,44,20,13
1101,1,2,0,2
1102,0,34,19,9
1102,1,12,1,6
1103,0,35,20,12
1103,1,11,0,3
1104,0,30,16,8
1104,1,16,4,7
1105,0,31,17,11
1105,1,15,3,4
1106,0,42,19,12
1106,1,4,1,3
1107,0,28,16,12
1107,1,18,4,3
1108,0,31,17,10
1108,1,15,3,5
1109,0,22,17,5
1109,1,24,3,10
1110,0,37,19,8
1110,1,9,1,7
1111,0,45,20,14
1111,1,1,0,1
1112,0,37,14,11
1112,1,9,6,4
1113,0,43,19,14
1113,1,3,1,1
1114,0,25,15,7
1114,1,21,5,8
1115,0,26,19,9
1115,1,20,1,6
1116,0,45,19,11
1116,1,1,1,4
1117,0,29,16,6
1117,1,17,4,9
1118,0,28,16,7
1118,1,18,4,8
1119,0,38,18,11
1119,1,8,2,4
1120,0,46,20,15
1120,1,0,0,0
1121,0,42,20,15
1121,1,4,0,0
1122,0,46,19,14
1122,1,0,1,1
1123,0,27,18,7
1123,1,19,2,8
1124,0,24,15,7
1124,1,22,5,8
1125,0,32,13,10
1125,1,14,7,5
1126,0,46,19,15
1126,1,0,1,0
1127,0,21,16,7
1127,1,25,4,8
1128,0,42,17,13
1128,1,4,3,2
1129,0,28,11,7
1129,1,18,9,8
1130,0,30,16,6
1130,1,16,4,9
1131,0,40,20,12
1131,1,6,0,3
1132,0,33,18,9
1132,1,13,2,6
1133,0,42,20,11
1133,1,4,0,4
1134,0,29,17,8
1134,1,17,3,7
1135,0,34,18,8
1135,1,12,2,7
1136,0,32,10,14
1136,1,14,10,1
1137,0,37,20,12
1137,1,9,0,3
1138,0,45,19,15
1138,1,1,1,0
1139,0,28,11,8
1139,1,18,9,7
1140,0,43,19,12
1140,1,3,1,3
1141,0,46,20,15
1141,1,0,0,0
1142,0,43,18,14
1142,1,3,2,1
1143,0,46,20,14
1143,1,0,0,1
1144,0,45,20,15
1144,1,1,0,0
1145,0,40,18,11
1145,1,6,2,4
1146,0,44,20,10
1146,1,2,0,5
1147,0,44,20,15
1147,1,2,0,0
1148,0,46,20,15
1148,1,0,0,0
1149,0,33,18,8
1149,1,13,2,7
1150,0,41,17,11
1150,1,5,3,4
1151,0,40,20,15
1151,1,6,0,0
1152,0,37,15,13
1152,1,9,5,2
1153,0,44,20,14
1153,1,2,0,1
1154,0,37,18,13
1154,1,9,2,2
1155,0,42,20,11
1155,1,4,0,4
1156,0,36,18,9
1156,1,10,2,6
1157,0,43,20,9
1157,1,3,0,6
1158,0,44,19,13
1158,1,2,1,2
1159,0,38,17,9
1159,1,8,3,6
1160,0,24,15,7
1160,1,22,5,8
1161,0,39,17,7
1161,1,7,3,8
1162,0,26,17,5
1162,1,20,3,10
1163,0,24,19,8
1163,1,22,1,7
1164,0,43,20,14
1164,1,3,0,1
1165,0,38,18,9
1165,1,8,2,6
1166,0,35,18,8
1166,1,11,2,7
1167,0,45,20,14
1167,1,1,0,1
1168,0,29,18,7
1168,1,17,2,8
1169,0,45,20,15
1169,1,1,0,0
1170,0,28,8,6
1170,1,18,12,9
1171,0,29,18,8
1171,1,17,2,7
1172,0,33,19,12
1172,1,13,1,3
1173,0,46,20,15
1173,1,0,0,0
1174,0,38,19,14
1174,1,8,1,1
1175,0,28,13,7
1175,1,18,7,8
1176,0,46,20,15
1176,1,0,0,0
1177,0,46,20,15
1177,1,0,0,0
1178,0,44,19,14
1178,1,2,1,1
1179,0,46,20,15
1179,1,0,0,0
1180,0,30,17,7
1180,1,16,3,8
1181,0,35,18,8
1181,1,11,2,7
1182,0,44,20,15
1182,1,2,0,0
1183,0,25,19,9
1183,1,21,1,6
1184,0,39,19,9
1184,1,7,1,6
1185,0,38,19,10
1185,1,8,1,5
1186,0,42,20,14
1186,1,4,0,1
1187,0,39,20,11
1187,1,7,0,4
1188,0,44,20,15
1188,1,2,0,0
1189,0,29,16,6
1189,1,17,4,9
1190,0,35,17,9
1190,1,11,3,6
1191,0,46,20,15
1191,1,0,0,0
1192,0,33,17,7
1192,1,13,3,8
1193,0,43,20,11
1193,1,3,0,4
1194,0,44,20,14
1194,1,2,0,1
1195,0,43,18,13
1195,1,3,2,2
1196,0,21,16,6
1196,1,25,4,9
1197,0,27,17,5
1197,1,19,3,10
1198,0,42,18,9
1198,1,4,2,6
1199,0,42,20,10
1199,1,4,0,5
1200,0,45,20,12
1200,1,1,0,3
1201,0,28,17,6
1201,1,18,3,9
1202,0,41,19,9
1202,1,5,1,6
1203,0,34,19,10
1203,1,12,1,5
1204,0,38,15,7
1204,1,8,5,8
1205,0,45,20,14
1205,1,1,0,1
1206,0,36,19,8
1206,1,10,1,7
1207,0,45,20,15
1207,1,1,0,0
1208,0,45,19,14
1208,1,1,1,1
1209,0,25,16,8
1209,1,21,4,7
1210,0,40,17,13
1210,1,6,3,2
1211,0,43,20,13
1211,1,3,0,2
1212,0,41,20,13
1212,1,5,0,2
1213,0,38,19,10
1213,1,8,1,5
1214,0,35,18,10
1214,1,11,2,5
1215,0,30,17,5
1215,1,16,3,10
1216,0,44,19,14
1216,1,2,1,1
1217,0,46,20,15
1217,1,0,0,0
1218,0,32,18,9
1218,1,14,2,6
1219,0,39,18,9
1219,1,7,2,6
1220,0,46,20,15
1220,1,0,0,0
1221,0,46,20,15
1221,1,0,0,0
1222,0,40,20,10
1222,1,6,0,5
1223,0,42,20,9
1223,1,4,0,6
1224,0,29,18,10
1224,1,17,2,5
1225,0,44,19,13
1225,1,2,1,2
1226,0,29,17,9
1226,1,17,3,6
1227,0,32,19,6
1227,1,14,1,9
1228,0,43,20,10
1228,1,3,0,5
1229,0,46,20,15
1229,1,0,0,0
1230,0,43,19,13
1230,1,3,1,2
1231,0,23,17,6
1231,1,23,3,9
1232,0,46,20,15
1232,1,0,0,0
1233,0,23,17,5
1233,1,23,3,10
1234,0,37,19,14
1234,1,9,1,1
1235,0,46,20,15
1235,1,0,0,0
1236,0,46,19,14
1236,1,0,1,1
1237,0,25,11,7
1237,1,21,9,8
1238,0,44,19,15
1238,1,2,1,0
1239,0,44,19,15
1239,1,2,1,0
1240,0,38,18,11
1240,1,8,2,4
1241,0,41,15,8
1241,1,5,5,7
1242,0,28,13,9
1242,1,18,7,6
1243,0,40,19,12
1243,1,6,1,3
1244,0,46,20,15
1244,1,0,0,0
1245,0,46,20,15
1245,1,0,0,0
1246,0,45,18,14
1246,1,1,2,1
1247,0,34,14,10
1247,1,12,6,5
1248,0,28,16,9
1248,1,18,4,6
1249,0,45,20,15
1249,1,1,0,0
1250,0,30,17,7
1250,1,16,3,8
1251,0,38,18,11
1251,1,8,2,4
1252,0,45,20,14
1252,1,1,0,1
1253,0,25,17,9
1253,1,21,3,6
1254,0,27,18,8
1254,1,19,2,7
1255,0,41,19,12
1255,1,5,1,3
1256,0,33,18,11
1256,1,13,2,4
1257,0,45,19,15
1257,1,1,1,0
1258,0,36,16,11
1258,1,10,4,4
1259,0,31,12,9
1259,1,15,8,6
1260,0,46,19,13
1260,1,0,1,2
1261,0,46,20,15
1261,1,0,0,0
1262,0,25,13,7
1262,1,21,7,8
1263,0,45,20,14
1263,1,1,0,1
1264,0,27,16,4
1264,1,19,4,11
1265,0,41,18,14
1265,1,5,2,1
1266,0,37,18,12
1266,1,9,2,3
1267,0,22,16,5
1267,1,24,4,10
1268,0,42,19,14
1268,1,4,1,1
1269,0,35,12,10
1269,1,11,8,5
1270,0,46,20,15
1270,1,0,0,0
1271,0,41,18,11
1271,1,5,2,4
1272,0,36,17,8
1272,1,10,3,7
1273,0,30,19,11
1273,1,16,1,4
1274,0,25,15,5
1274,1,21,5,10
1275,0,36,18,11
1275,1,10,2,4
1276,0,45,20,15
1276,1,1,0,0
1277,0,44,19,15
1277,1,2,1,0
1278,0,31,16,6
1278,1,15,4,9
1279,0,30,16,9
1279,1,16,4,6
1280,0,44,19,12
1280,1,2,1,3
1281,0,45,20,14
1281,1,1,0,1
1282,0,25,12,5
1282,1,21,8,10
1283,0,43,19,15
1283,1,3,1,0
1284,0,42,20,12
1284,1,4,0,3
1285,0,36,19,10
1285,1,10,1,5
1286,0,31,18,10
1286,1,15,2,5
1287,0,30,18,7
1287,1,16,2,8
1288,0,31,17,8
1288,1,15,3,7
1289,0,24,15,7
1289,1,22,5,8
1290,0,25,17,6
1290,1,21,3,9
1291,0,35,19,8
1291,1,11,1,7
1292,0,34,20,9
1292,1,12,0,6
1293,0,30,18,9
1293,1,16,2,6
1294,0,35,19,6
1294,1,11,1,9
1295,0,32,15,10
1295,1,14,5,5
1296,0,46,20,15
1296,1,0,0,0
1297,0,30,17,6
1297,1,16,3,9
1298,0,45,19,15
1298,1,1,1,0
1299,0,43,19,15
1299,1,3,1,0
1300,0,45,20,15
1300,1,1,0,0
1301,0,24,14,9
1301,1,22,6,6
1302,0,35,18,10
1302,1,11,2,5
1303,0,44,20,13
1303,1,2,0,2
1304,0,43,18,14
1304,1,3,2,1
1305,0,41,18,12
1305,1,5,2,3
1306,0,45,19,13
1306,1,1,1,2
1307,0,31,18,8
1307,1,15,2,7
1308,0,25,13,8
1308,1,21,7,7
1309,0,45,20,15
1309,1,1,0,0
1310,0,46,20,14
1310,1,0,0,1
1311,0,28,14,7
1311,1,18,6,8
1312,0,43,19,14
1312,1,3,1,1
1313,0,29,16,6
1313,1,17,4,9
1314,0,41,19,11
1314,1,5,1,4
1315,0,42,19,8
1315,1,4,1,7
1316,0,27,18,8
1316,1,19,2,7
1317,0,31,18,10
1317,1,15,2,5
1318,0,25,17,7
1318,1,21,3,8
1319,0,37,16,11
1319,1,9,4,4
1320,0,46,20,15
1320,1,0,0,0
1321,0,43,18,12
1321,1,3,2,3
1322,0,21,18,5
1322,1,25,2,10
1323,0,43,18,13
1323,1,3,2,2
1324,0,41,19,15
1324,1,5,1,0
1325,0,27,17,10
1325,1,19,3,5
1326,0,35,17,11
1326,1,11,3,4
1327,0,43,20,13
1327,1,3,0,2
1328,0,27,18,8
1328,1,19,2,7
1329,0,41,19,10
1329,1,5,1,5
1330,0,45,20,15
1330,1,1,0,0
1331,0,25,15,7
1331,1,21,5,8
1332,0,27,13,7
1332,1,19,7,8
1333,0,28,15,9
1333,1,18,5,6
1334,0,46,20,14
1334,1,0,0,1
1335,0,46,20,14
1335,1,0,0,1
1336,0,32,13,11
1336,1,14,7,4
1337,0,44,18,15
1337,1,2,2,0
1338,0,33,18,11
1338,1,13,2,4
1339,0,37,19,11
1339,1,9,1,4
1340,0,28,16,7
1340,1,18,4,8
1341,0,34,18,10
1341,1,12,2,5
1342,0,25,15,6
1342,1,21,5,9
1343,0,32,18,13
1343,1,14,2,2
1344,0,25,16,5
1344,1,21,4,10
1345,0,32,18,7
1345,1,14,2,8
1346,0,24,14,6
1346,1,22,6,9
1347,0,45,20,15
1347,1,1,0,0
1348,0,27,17,8
1348,1,19,3,7
1349,0,26,15,5
1349,1,20,5,10
1350,0,32,15,13
1350,1,14,5,2
1351,0,26,18,10
1351,1,20,2,5
1352,0,29,17,9
1352,1,17,3,6
1353,0,39,18,9
1353,1,7,2,6
1354,0,46,20,15
1354,1,0,0,0
