Genes,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 60,Sample 6,Sample 7,Sample 8,Sample 9,Sample 62,Sample 10,Sample 11,Sample 21,Sample 12,Sample 13,Sample 63,Sample 14,Sample 15,Sample 23,Sample 16,Sample 17,Sample 64,Sample 18,Sample 19,Sample 26,Sample 20,Sample 22,Sample 24,Sample 25,Sample 30,Sample 53,Sample 32,Sample 33,Sample 34,Sample 36,Sample 38,Sample 39,Sample 41,Sample 69,Sample 43,Sample 91,Sample 45,Sample 70,Sample 47,Sample 92,Sample 48,Sample 49,Sample 93,Sample 54,Sample 55,Sample 94,Sample 73,Sample 74,Sample 80,Sample 81,Sample 96,Sample 75,Sample 85,Sample 86,Sample 88,Sample 89,Sample 72,Sample 82,Sample 78,Sample 77,Sample 95,Sample 29,Sample 37,Sample 79,Sample 61,Sample 66,Sample 76,Sample 83,Sample 87
APOC4,8.90946123750934,9.10038822363758,10.5940287345135,9.089234122182,8.96881226599519,9.89301537262559,8.7626968229054,8.84796004484963,9.95611180411968,9.21810595070592,8.8547629951571,8.51852942102419,9.4599797722445,9.72791821116567,9.0925137628412,8.87185747280319,9.1979383273052,9.66891964135224,8.58414753730035,8.70159317080756,9.35165121695096,9.95246576956431,9.37089719312344,9.64047773794958,10.2370924925591,9.5478402919166,9.68868819223524,9.63252859293932,9.00095010991486,9.85432232467099,8.87508181412371,9.45789611606253,8.71563912730425,8.6478707818886,8.85159152549553,9.26360184735594,9.65712083039576,8.95044349534549,9.89261217932853,9.9299792317042,8.11821862061521,10.1776952583909,9.58246283672819,9.29460593946325,8.87073019838966,11.4711179262959,8.67802699013115,9.78213999193152,9.4718312333876,8.87336761179817,9.29381762056199,11.887312214294,8.18377799763118,10.9091126403301,10.4274392899331,9.34520772741175,9.56616452899182,9.38095001863863,9.88145618358449,9.0354177404142,10.242129985266,8.82854132453978,9.16128901002414,10.003982128126,10.165876447292,10.1627869581801,9.48903723663183,9.42817240143349,9.6680199706048,9.91997449612278,8.88827735458046,9.34266728390901,8.1398117059068,9.29047259348856,9.54757807175372
DSG2,8.34163848068054,8.38135018613401,8.90415212805452,8.32578235063447,8.68368766489243,9.06309831975368,9.16206532588589,8.07454096578611,8.65100658824512,8.29469379710221,8.67311081863975,8.84207436189381,8.3018719438851,8.72052249082573,8.3423101553678,8.6069829889481,9.07939826751297,8.67734551162154,8.30975291494319,8.21026465509976,8.73571767005267,8.69796169776659,8.7664679034802,8.78092813670275,8.59923836943731,9.31721921363002,8.89667369204848,8.54637129439356,8.81581398513451,8.2874809085296,8.64830946803482,9.27837358367135,8.89414999775054,9.11676715412827,9.07482200982537,9.29308988570422,8.71740754971747,8.85418935856078,8.49603087861604,8.36892618687044,8.30858781272,8.47717430189731,8.06187579894179,9.21241780180476,9.31955016605713,8.78372574766594,8.91846777649424,8.59150230857068,8.22180216396037,8.92645891680063,8.86142845292698,8.5931879691324,8.38009159078499,8.51292425338597,8.6239177803396,9.04011664609276,8.95951618958576,8.15412671228878,8.75445825221676,8.49812911453592,9.1510383282147,9.1813959438395,8.70889925674005,8.72951705910089,9.04836884297317,9.06812529550633,6.19310010151592,9.0345654179648,8.76368387250959,8.78352985907975,8.56165391736616,9.21329544673898,9.36192953456854,8.91495958940853,8.74509598817145
GP1BB,10.3816484212202,13.4876036709098,13.7681976871776,12.7968053889484,13.2590622767735,12.8310554278263,13.3196975629338,13.9353652694228,13.518144227849,11.9764542556933,12.8118369451501,13.7473376177838,13.9289717260733,13.6827671024568,13.2121889069989,14.4544725838151,13.6635896116266,14.2099648938649,13.5842741691744,13.6442632309502,13.7537300361518,13.715057292485,11.0616869215918,13.4949903592362,12.5551787647841,13.6973436919318,13.8651957564117,12.9661364736255,13.2030456843979,13.961872034576,11.3269572224902,11.3555149749612,11.7935578886206,10.6449105216413,11.2392120391703,10.8539372553829,11.5542145802852,10.7431961748474,12.0291593531575,10.8935756563177,13.7008047864496,13.5933013795595,13.5093670651271,10.3509124190534,13.1470138342409,13.6642302265369,12.4639334943442,12.5397542338406,13.9874861988058,11.7066999060365,12.1169962875307,13.6214640585813,10.9320993047596,12.7867320585476,11.4105371636148,10.065053601208,12.2420015979036,13.101335257669,12.7848069844014,13.7160183468942,11.855845782774,12.5938194553552,12.4621822689692,11.2071274506803,11.0214061226502,11.5854066927722,8.52487372281817,10.1357987235685,11.3030720964454,9.8457795805154,9.10675585325025,11.4759827942712,10.3992111812199,9.03677404814949,11.2758592557588
SERPINA10,11.7546925009064,9.12276614780437,10.8542915427672,10.3592204765929,11.0251874593195,10.8901034022407,10.1408074800643,10.5945128699558,10.1261876529003,8.46333466905649,10.6746590546921,10.535707519713,10.1481612643976,11.264920013226,11.6108149401899,10.5926483215244,10.4715050651134,11.2676703202591,11.111774780796,10.5704621891127,11.0175222008933,11.175853056192,12.2096546638913,11.0921706179842,11.1571250975772,11.3040468715247,10.7954280495184,10.4211841630941,10.5421078280009,10.9745208184939,11.1283981976924,11.1413298309259,11.7866395730823,10.9453017111462,10.8622972430062,10.9891639101858,11.0856652760115,10.9099333928741,10.5670023458573,9.64794673415704,10.564867458178,10.5740393873412,9.619886759731,10.1779693687808,11.192806215988,9.80406357905194,10.6511629944115,10.3905118635749,10.3758422480232,11.5912223912335,11.1611782682094,10.7012323482809,10.0288459357294,11.7085878883689,11.3813647008351,10.3253469928215,11.4003316125263,10.2623269461295,10.7073977139913,10.7821163839006,11.6363088683581,9.89895096226095,11.7366172240051,11.5563126515181,11.8945630483591,10.2050275495564,10.4234163361502,10.9908279393572,11.6354568083616,11.2641884662169,11.9672804621076,11.8059094999225,11.596087039772,11.3848285792045,11.8287824969466
MAN1A1,8.12358159962282,8.11729483406791,8.16440663481362,7.73700431020157,8.11354217543136,8.69719961759044,8.24582396122828,7.88824565581538,8.25928079102928,8.31247356549456,8.06060649284667,7.88140739570549,7.95035915460757,8.21307610928952,8.3308901879091,8.20513077902083,7.93801507540515,8.1466978385067,8.1788308785203,8.03535727753036,8.17094130742191,8.30484873665764,8.22021161250263,8.19739163636655,8.3279088476373,7.89580169164817,8.09009094209084,7.42044164370596,8.11291743266065,8.26758539377642,8.67637083774666,8.18031763574392,8.64597437323932,7.69123168232809,8.11808498062928,8.15309059211493,7.94939360286394,8.02877396056665,8.08507945407536,8.10632767240242,8.25388310935339,8.60585387070783,8.25011970956342,10.6850874814782,8.27520594782236,8.24883097630475,8.44296198884863,8.52138814375647,8.58332400029676,8.34351908149819,8.31575878156046,8.32847900167911,7.99101475620025,7.83279411888493,8.19216267553579,8.56128358819341,8.18781742433487,8.14786585429699,8.35575904491302,8.3216005288542,8.14982375450433,8.11913924836628,8.10931895765531,8.51515335670743,8.24679906268221,8.75428682019314,8.20491595910382,8.252208029299,8.2589583916903,8.27563043622666,7.90227923079201,8.07115928141731,8.22993802252178,8.15346272755037,8.13802730552601
RAB37,8.38205037806339,8.92808373697068,9.21403784033289,8.45711345913445,8.84015612600365,8.40055927658714,8.96914058196863,9.34129781268508,9.01472269766207,8.69372049207646,8.14234284158882,9.04200213082319,9.10819815825921,9.28914031594877,8.66931593943912,9.46595291809586,8.93608387252121,9.32235389677812,9.02288922342868,9.31714052212837,8.54791224085203,8.81783782904026,,8.86927464142609,8.62561124262791,8.51215627681951,9.21926030444977,8.57270370614159,8.7756900180343,9.05482902306206,7.28509967705558,7.2469301030581,7.72291772059266,6.5380116205482,6.74011332080018,,7.06240826765488,7.34829631243402,7.45388806954964,8.07650242763597,9.02959210634699,8.6773759778696,8.8903710472683,6.25832301687404,8.65524160073195,9.06818508387693,8.24713630621564,8.07051189869076,9.19998281558935,7.12122063246396,7.98314824270654,9.03109524342142,8.03174219953047,8.03962975317219,7.92398112306329,5.95242836897109,8.73548684440528,8.99832520805498,8.35251146532236,9.23867033539736,7.50843504968994,8.43326046992625,7.63560638682922,7.42424762429176,7.6397169140532,7.05748205670787,,,7.24376726422136,,,7.0270734178578,,,7.2747689844968
EIF1AX,6.91908317322322,8.3606710499194,9.76693831674475,8.01036170123855,9.61761757532772,7.72821019655635,8.86753643333542,9.11608830574165,8.92506117309998,9.1531351223128,7.72053276235602,8.60509988615905,8.99154888157878,9.81900647195732,9.09254923113616,8.84457983813166,9.55703551169402,8.378631438207,9.76384489750934,8.57477895558427,9.04965038093912,9.47172830176095,6.1581752775906,8.57761849064903,7.80136934952555,7.09009826567306,8.48675311597681,9.31135081448842,9.18692878240688,9.48152022445712,9.63784738445941,9.06503544660424,6.97513697822419,5.94239182057439,7.35288521007252,5.4123039687271,7.10050958395158,6.31958086202805,7.21306473711001,6.71516788615756,8.57116658381214,8.63168740630408,8.97908427139379,9.61892353838916,7.92487131695404,9.17288149117005,7.02515170965608,9.33634382591607,9.48488939326152,6.90476206695993,7.07029183303287,9.53189789400954,6.74118184109536,7.81996888185023,6.49430246899403,8.41380295764916,6.84602147118012,9.16871588462663,7.20725648201973,9.82538798265915,8.03434757573256,6.92519993034569,7.32303802020238,7.87061047058423,6.28547382377562,6.5043323720772,5.59179129213128,7.69513147011339,,5.94726015014269,6.65776648902649,6.23387670005404,6.63099676059954,6.75011057682951,6.91151338885664
ARPC3,8.04061058095404,10.6178318670849,10.2927683599642,10.0376113062567,9.83544118882346,9.27200218173796,10.1755698183888,11.0931901250185,10.3024071904875,9.56119792795253,9.65695828120309,10.7005330648424,10.5474966297319,9.95881219866657,9.63935179551593,10.468033310693,10.2291504626775,10.7298737925371,10.5890416060923,10.5251357303264,10.3640827134306,10.4485900395771,8.392738503575,10.0446072903156,9.31739878552671,9.67413978057375,10.083542062053,9.89948019862181,9.88208496727825,10.3350585582193,8.61536503847964,8.95283968809274,8.72152597306168,8.37746324007441,8.70988492379821,8.10708069114069,8.34636107989502,8.43265650965837,8.65046731802901,8.74787913303135,11.3039689496006,9.4260537848628,9.96588793625257,8.92487907705459,10.3251878926012,9.93576708633786,9.95180659571967,9.44456675424037,10.27756229805,8.37701318400074,9.28408424174517,9.72085385816102,8.69499548865967,9.28678140053078,8.33873371299091,7.65347091246608,9.41688580311786,10.4233297359746,8.94935402220393,9.61825422300699,8.49179727184427,9.34097980960577,9.25714912135771,8.05169591919969,7.8121662147098,8.10012873192875,7.21444182087305,7.31838218075915,8.19407920863475,7.56486633023797,7.30953298749591,8.3416608839713,6.26877779032176,8.22481680628749,8.19903408714639
TPP1,,8.9946714974264,9.56004934334756,8.19246110553342,9.22446200063554,8.32046200339062,8.93709356646631,9.43926362751424,9.2125710602384,8.77476740554836,8.15372325259267,9.10689132380163,8.89606551525613,8.60514192434141,9.2453399298685,9.53975774779082,8.75686368495763,9.41109952904241,9.16178211908728,8.66905180389457,8.54403392465322,8.75143786871261,7.69899241317369,8.74135639153826,8.22073247529542,7.71169869627433,8.58227897992728,7.78590475064028,8.49295840211536,8.61736596703873,7.47480412694942,,7.90807472929967,,6.6973808718787,,6.9296304896487,,7.63542729251158,,8.92635518856345,9.10176867514992,7.69459172883739,6.95472943575946,8.68762712335209,9.12141308705357,8.15380331643926,7.92033253368836,9.23243238727035,7.51318088586253,8.0642464727141,9.10901476773306,7.91113957490278,8.11251301519015,7.23965717251999,7.59369078805949,8.13082536099502,9.3122725496275,8.18563422968498,8.59509175191409,7.87721347051218,8.11778243123242,7.54981519026747,7.92216088044458,6.94094432322799,7.12141449189849,,6.00702264740004,6.78001523930048,,,7.02289323318547,,,7.46222665041849
APCS,10.7593078434983,12.0923392917285,11.6091160242386,12.3739456346313,12.4005424083908,11.7429978235035,12.5746982668069,12.067911162191,12.3983480048977,11.0194897807484,12.6680276722042,12.9507498683456,12.4521341023656,12.2546958080809,11.6074178051039,12.0706990202191,12.3268036649301,11.9458029385982,12.761713231347,12.7501835275302,12.5975935309738,12.7520761412179,11.1597113952854,12.8682477142575,11.8714643048481,12.6736076646554,11.9903317276976,11.8034451231733,12.784336758354,12.4560135223926,13.0371586380094,11.9566135748767,12.9194504096289,11.3423735327691,11.004711714,11.9014917046605,11.5113374081214,11.29952167179,11.8659426195727,10.6509780713705,11.8785663596834,12.1901191997021,12.1660175463899,10.7793897577659,12.6079990543217,12.2581359066551,12.417053220078,11.2500340327211,12.747069826851,12.1577628422744,12.4978140766831,12.5307718893009,10.5649370567418,13.0842283434898,11.6062820225953,12.1764970924061,11.7696304812219,13.4205450282619,11.3451004353555,11.9900270669288,12.1082335514089,12.372771691662,12.0760944181432,11.9350377024497,11.2008973954559,12.4242349671511,13.2614950511832,11.75737407334,11.1007936169786,11.8125123057788,11.5148448652087,11.4483755967748,11.6998996260311,12.1857625066704,12.4390648940324
GLRX3,7.04431201444068,9.11832323082584,10.2408380136175,8.04381282939192,10.0583083476012,9.26104444375629,9.76293112496518,9.25375664934273,9.61942461975941,8.54306610888332,8.18783121786195,9.22101841660512,9.10178855665337,8.58179678389314,9.33549463009357,9.38409644871158,10.0241284648292,9.05163785286713,9.54008197385986,8.80005418769425,9.28260249181232,9.25961301637919,7.76696607392741,8.99511970025522,7.97297570278561,7.8872584017713,8.8521975935928,8.52429941950008,9.15005407823011,9.77406827901322,8.88616858320878,8.36443055294461,7.63304753786123,7.49525317899307,7.60038094039699,7.0947470392131,7.43155584371262,7.44503671723192,7.26496292266742,7.26249296345398,9.51389590422429,9.17086050739709,8.99608891832908,8.40185648161771,9.07572551794257,9.44768445263807,8.56765410540178,9.37587677687849,9.35708577247312,7.8818832447521,8.14335912698133,9.57610192763521,7.92117796100842,8.8652358312835,7.61147080228771,7.95925397628488,8.19106636746912,9.53178139832164,8.21242486248224,9.505188430171,8.04380171781445,8.53815247644258,7.99175102221936,8.0072079267952,7.32492337970127,7.89730484061329,6.81959078219315,7.13619096943635,7.46285260191629,6.8563009981183,6.7638888634048,7.1752999828665,6.86800689224373,7.35174286220035,7.28526892648321
ANXA2,8.74480063588918,8.05648049085205,8.46834656791353,8.82501179621292,8.66351013986366,9.02300982691707,8.08815624316242,8.53064455225742,8.46362314545772,8.53619529730022,8.35712524726928,7.99000413576369,8.16466963392945,8.07264822723754,9.86878115867542,8.03822968872658,8.16027581113674,7.93491936897362,8.96064761639925,7.67718776167928,8.35817368439897,8.18463352306176,8.65106940724444,8.03827653728773,8.05968599391567,8.30192236184092,8.17206455737115,8.49954780226568,8.62522441116635,9.06298761784886,8.98681429247151,8.61575810792669,8.77072222064515,8.52387907906278,7.38495742241124,8.42129174576242,9.33098336311812,7.66038940156277,8.44900181593819,8.11200711355137,8.37865046988796,8.58202370868808,7.86776201673828,8.37283700037782,8.32784523479729,8.32534959054858,7.89478283555174,8.98960557196357,8.42581331305817,8.60772888662403,8.5776236960037,8.94556212700898,8.86404384385193,8.3374384218964,8.60718601420879,8.30166530285395,8.73297208601916,9.08156864157591,8.1864341842332,8.42041431888552,8.37690119656737,8.05250932147581,7.9505361436555,8.50861448874279,8.92022194067697,8.49024175758184,11.5676484225239,8.21976474320466,8.50272582259808,9.16088814169889,8.86056957943613,8.82002208760639,8.6149272502618,9.17277613085743,8.15091526374979
GPNMB,8.19552241143537,7.74343608855765,7.53140222893209,8.4141005428849,7.31841206781198,7.93250940757833,8.31997076071651,7.4834193268989,8.03665806574753,8.02355674838701,7.46014645929728,8.33303080901124,7.94021507395394,7.89360716692181,7.71990631184692,7.20814847583394,8.20499339261067,7.74237813400879,7.85267859038896,7.55336518844031,7.77944198088875,7.31435802580232,8.8131186803791,7.57335077079023,7.97675072117056,7.83135111072136,7.78297307370923,7.92267883964444,8.34201671718081,7.93838714949151,8.10577608865073,7.73064364169035,8.18512395032153,8.51890541952196,8.56742346296636,7.8024529314164,8.37676879381798,7.96081887469444,8.33699359538695,7.85006948750815,6.97932985187312,7.38854048201305,6.97201763362228,7.84517197960504,7.26859138861068,8.29891488912992,8.97771802251508,7.5139344437571,6.29005793727969,7.38729994579064,8.02027203759118,7.73309200416854,8.28830361664018,7.99247427206252,8.01785757364188,8.33593905174205,8.15454010229242,7.76158466208016,8.49867647956577,7.62944072713928,8.72933066756062,7.69929974885243,8.22667468279101,8.43412931260156,8.35108414926991,7.63636478857388,8.46479448008359,8.14797451788678,8.27809704775221,8.17750595947257,8.65067861980768,8.072186261816,8.44816076349131,8.48326857683609,8.24583764642667
SAA4,11.4848470841346,10.5143316614874,10.5428339363213,10.0978396629687,10.8548474278604,10.3461664038557,10.2263956354228,9.99569073218292,10.0221725440684,10.0209573052844,10.7624243851771,10.9096691894803,10.9924615474633,11.4056769257494,10.7132757002391,10.3415048541629,10.7932839268421,9.96504510351701,11.4099882041184,10.4991772114461,10.2326185152511,11.4489471718478,10.9959665019852,10.6982468271504,11.2809631885993,10.8531901987415,10.1616297710872,10.4604622874864,10.7921292285277,10.9165881886204,11.2581168748554,10.5825621050438,11.3273901049552,10.5150184762329,10.3243297799821,10.2257313681585,10.6999555446197,10.5158363236319,10.3781825072519,9.74851064203209,10.0271699459925,10.5880920055351,11.5846224810753,11.0340884533329,10.4064360170929,10.071380245856,9.84274837317234,11.191533378922,10.963491685398,10.2065751602907,10.5921918976036,10.8584821809081,9.55581813920511,10.7444381976453,11.2267437403269,11.0821227729687,10.9318832777766,10.5758357688211,10.8106196237145,11.2982123106958,11.2793747575864,9.54256095665261,10.7973775828638,11.112051088113,10.8424460642032,11.1760742820226,11.6372267467598,10.9178014784393,10.746832560814,10.7690082084892,10.7390713078113,10.414600146197,11.4412597189813,11.4227569575436,11.5383395211358
C8B,9.6157922346646,8.9651742032592,9.28562330526293,8.92156954356116,8.6941803805579,9.75784084477411,9.15469248725568,8.82004366341045,8.2929543251858,8.46412880480674,9.44522857997281,9.13267379291974,9.66451236785421,9.88767850905322,9.23491362767499,9.1018786689898,9.40392630604674,9.3085474413043,9.14439152385292,9.62736354402681,8.92563376023584,9.40777414809624,9.37347604850954,9.0817863526622,9.80584685076355,9.22724651515003,8.99487336614837,9.32233065271992,9.36305903285001,9.45500849558121,10.0859069121511,9.84675230325171,9.4204296361758,8.62493177651161,9.12044167063591,8.97244553867178,9.22402599204945,8.77282725919325,9.03162852476532,8.57104220514786,8.89891719278372,9.66464763388523,9.30840938997552,10.0055060023444,8.88474925860731,9.00588465774454,9.04251741695869,9.61765943909712,9.03520805190003,9.22441649787828,9.60069017508284,9.79433437040798,7.7543745165601,10.027245361518,9.73496887704115,9.61726731448661,9.23887258561399,9.22232869786329,9.90817909752871,9.28449017989013,9.74608573378387,8.86678853250096,9.45537929507885,9.82378370302947,9.22648821437103,9.79671381126694,8.60332938509447,9.53633454332667,9.17722895945442,9.92951020401836,9.21208216254028,9.59032086919639,9.15310844919351,9.5672899672864,9.61773936267207
ITGB1,8.27881993106915,10.7407464930638,10.9866742261444,10.176701272541,10.4659263487477,9.60658498623834,10.6233929195117,11.1501409081255,10.8664740291959,10.6398122193179,10.09307362508,10.9110764617751,11.0036903459622,10.7235593003612,10.605387848425,11.3192473853146,10.7617408922739,11.1526017998875,10.939826828564,10.9503027323452,10.9394187241177,10.5969336096274,8.75818364027646,10.7356879668337,10.1350967767625,10.715594300773,10.9944367608719,10.8758191448763,10.3864056524491,11.0024782142841,9.09003640479832,8.95382398094572,9.19358822314156,8.85120338890717,9.07319763744475,8.50345500764491,9.01908923889592,8.74485501879066,9.54781502955326,9.73591855793539,11.1928910395787,10.6959826288019,11.2341196047532,8.4068442338666,10.4303608923147,11.009924154061,9.78166037927403,9.53929737786797,11.3241168863111,9.33070401464427,9.60992015313915,10.7940484848416,9.65784314494092,10.1023989728079,9.0930292697517,8.36644461131995,9.84587189342014,10.6470733192294,9.81085621801303,10.6418120935692,9.26230988171092,9.47828121499922,9.81766456095702,8.8755831440519,8.77239760890054,9.08662683512532,7.69044812365857,7.92914580285729,8.69323280123628,8.19221064829869,7.88889938434437,9.04712145202845,8.3970500957524,7.61621058667628,8.9071928731871
RAP1A,8.90447277973425,12.4025400048878,11.6356735109861,11.478594643144,10.7824376357002,10.1041672808345,11.9850601948177,12.9755743527285,11.1274301398779,10.8256332743391,10.2496666828589,12.2418988843494,11.8512504582983,11.1715904668895,10.5645424922593,11.1089185458109,11.4340417251568,11.5506816215796,11.3053819559235,11.9155014839916,11.6502472482928,11.1307554986855,9.23672981559142,10.5646306342181,8.99444867863623,10.1054005906149,10.5642190484655,10.6928129436972,11.3254301262552,11.2276113161547,9.32847726179219,9.56853556053871,9.29893047782856,9.64179279116239,10.0308446084752,9.45193407233959,9.06971093585565,9.22291559330451,9.68529334245186,9.71873044762437,13.0704376442896,10.7723104233274,11.9537415786863,10.3563430300548,11.4431494109016,10.5953199035374,10.4543266086646,10.7292102523016,10.8546979242255,9.5458325796248,10.5210751899982,10.6886371405717,9.89077152778856,9.19267268407597,9.47930073992453,8.92269374636702,10.6668219224747,12.118033088105,9.76396124241885,10.8087888499113,9.48655760864188,9.74667302642069,9.12280147584796,9.04392971156765,8.97973968673308,9.51801167026589,8.90811174874903,8.34001649402953,9.40933323089618,8.75428991879414,8.40555253553332,8.90070293569364,8.05825973432399,8.32212647842476,9.0224928615795
GRN,7.08831070222581,7.57019958240406,7.15152411967767,7.34177471846831,6.94709665100629,7.43810004738013,6.91475849952639,7.15858339047646,6.9705750830714,7.51590509766817,7.07996475301288,7.70439945439076,7.47272874977371,6.84231804900257,7.23593033415488,6.74136225849633,6.92995241191739,6.93298799458987,,8.0220489082267,6.82473876867502,7.05647708099701,7.10485474484738,7.33427791797301,6.88427222150301,7.31783672756272,7.06357623426411,7.6594749231281,8.05602013858098,7.12060794256623,7.48881738544714,7.86148783628608,7.20083625906404,7.46297121727084,7.6350398868208,7.17322572549225,6.43454892745237,7.30639435507863,7.57370592983491,7.19073612907745,7.76642697070244,6.82143142194143,7.33660959249296,7.3992023532183,7.52623885837614,6.53607275472699,6.30219432499042,6.84900369911063,6.71846356917085,7.27274910032656,6.58279201503489,6.82113726125448,6.08300703956859,,,5.78840890897434,6.20828005376705,6.3135740406057,5.8543558629495,,,,6.24564021974171,,,6.47794548340086,7.00743220228801,7.83799816814606,,,,7.20095012439059,6.13842510143567,6.63482797963441,
ACTBL2,9.30073243313378,12.7901745702559,12.2864622558642,11.9151780906747,12.1127266591969,11.399432455203,11.6622202326791,12.8309515932588,12.1738759830831,11.8278496281734,11.4672239049276,12.8201892897932,12.7595410875452,12.1588481901444,12.021232956932,12.8051695952776,12.2488040597863,12.6533431349607,12.2083640285645,12.6835911970846,12.7041626120205,12.2943637270865,10.274243796238,12.1962963425978,11.0261646202226,11.934904622804,12.1507520920764,12.1829661952217,12.1251641567021,12.6041898912086,10.4869317052576,9.85833220526495,10.3827622915732,10.4617280931264,10.8376422062433,9.90144128462197,10.2647794512279,10.0759920495131,11.288690977348,11.0406958337382,12.9982061046333,12.0903359046091,12.1147561299049,9.8841117243851,12.5470888083792,11.7981053093415,11.7966377718453,11.6549283055052,12.7639428586574,11.0545648437772,11.3265522648001,12.2071904270554,11.6744891978276,10.8268146574939,9.75447605282891,8.86250138824487,11.2727949670874,12.5131257509967,10.3477291226158,11.7236452306788,10.0457711745698,9.8911066380387,11.0365316874213,9.53462749582262,9.53801905469076,10.052356360407,8.91405985855939,8.3309995721305,10.4052263684002,8.54660207981147,8.39573844817873,10.129262237364,8.59614736855323,7.85977054614487,9.57911706578538
CADM1,8.99338953695708,8.35728350739983,9.09537415831965,8.88224010485903,9.17384561502122,9.10040505271661,9.55731097364334,8.06568573594144,8.59049274601565,7.77222268409181,8.22562732095004,8.45275618800051,8.2589280128429,8.59154864946082,8.47209163418673,8.33459624393144,9.03334881891595,8.72402240069521,8.77273454970185,8.33927694113822,8.74170286513376,8.53530816114795,8.95938314991693,8.4238021438843,8.55590505018553,8.83431574842106,8.57221698802953,8.53091908675559,8.39623009100847,8.33473249640172,8.40611802711853,8.77204290953067,8.6236782698027,8.9002514116946,8.99120603439294,8.76415362703368,8.67544332473925,8.37598558877547,8.44558295335785,7.81483739113652,8.21825340430675,8.34280130103386,8.29887115675797,8.46279947473052,8.78078030559753,8.65236953358453,8.45246640902521,8.050191542799,8.1476391100374,8.66475654683175,8.98947569782314,8.47595107759452,7.98930996894204,8.66686899037502,8.58499096866779,8.82788249955423,8.82751568063994,8.51902398106978,8.93566321495731,7.87238535421764,9.03806813999533,9.46257744321923,8.7985994953941,9.27904834178222,9.23581459657267,9.0183340529416,8.89395868722692,8.99473528564547,9.04778472336275,9.07098915229269,9.08659594910475,9.28658599373475,9.18040708471749,9.03491876749286,8.80106652035504
CD5L,11.7139381517808,11.0350045143954,10.6722638649027,10.6946184782964,10.8465147320596,10.3448729080812,10.958916701707,10.2459734264897,12.1660803250877,10.0663727622232,10.4565807047637,11.0338844406288,10.5472296974161,10.3464155187713,10.819674542257,9.9556195267083,11.0808446331399,10.7136784143167,10.2068993454064,9.25639693952707,10.7960954902957,11.22709356304,10.6705322706223,9.67636004879142,10.7288337727802,10.4294417550833,10.754697247642,10.6091539988131,11.3861140781492,12.3945691179087,11.7258674252581,11.6072992712021,9.62751879519847,11.4753309757028,10.7677888265315,10.7648737030818,11.3341923304727,10.6765714121289,10.6427324989351,9.63634671736292,10.677485987958,9.92291741965445,11.1426655479808,10.6462834452726,11.530984816035,10.686319646429,10.2733599266375,8.94125239744804,9.6282156896721,10.9677142338352,11.6021536445488,10.4706216780062,10.881793324831,10.583191141534,10.7684628719634,11.4261863443309,10.880305905533,11.0504865188943,10.4635433359116,11.1974697891079,11.11788748066,10.7510400428577,10.7210728617367,9.85050030241695,10.399467963919,10.7369647575796,10.4647009766236,11.4004695428355,11.4709281162472,10.2640761568953,10.1698492091623,10.452732746233,10.0705752234546,10.7210144582045,11.0529544465775
F13B,7.38825242097153,8.05947789919133,8.45813197512842,8.77325572548206,9.0653774858692,9.39517700318232,7.95083394772437,8.4939585242057,8.90884775358817,8.1749395302352,10.1778913915714,8.30362393430679,8.83776370467274,9.49349542721011,8.58353855048778,10.120852725108,9.73309820637474,9.03082990745238,10.3190772086619,9.28554316385188,9.05551817532924,9.92057346236182,7.69646144999934,9.89145477166407,11.3065964988308,9.54737350987568,9.99632992278548,8.17771695671551,8.70773139279408,8.9841550839289,9.40952976778305,9.36933265079577,9.29622385339314,8.29253676538195,8.63545779695302,8.3344397367221,7.46608134156999,8.72251970143739,8.14452111106417,8.55850919338211,8.55859383605674,8.72083408183372,9.74147351780126,8.10419056624943,8.37905105744873,8.43002092114653,9.23738056204497,7.22098456041306,9.58016881345783,8.3244665418968,9.04971862925388,9.14316993508904,8.59003910833342,8.63516135847757,9.92868919920314,9.14724891539954,8.3851307473481,8.90442986591911,8.65059237158694,9.27623806681186,8.90477574549075,9.10131049206943,8.97940239323174,8.04741371295178,8.60583392928658,7.83321748392335,8.0800863859607,8.50541939005313,7.65886480376205,9.06105387840826,8.37017242551715,8.22596057188057,8.59127348820416,8.45405811567058,9.09445890902809
