Genes,Sample 2,Sample 3,Sample 4,Sample 5,Sample 60,Sample 6,Sample 7,Sample 8,Sample 9,Sample 62,Sample 10,Sample 11,Sample 21,Sample 12,Sample 13,Sample 63,Sample 14,Sample 15,Sample 23,Sample 16,Sample 17,Sample 18,Sample 19,Sample 26,Sample 20,Sample 22,Sample 24,Sample 25,Sample 30,Sample 53,Sample 32,Sample 34,Sample 41,Sample 43,Sample 91,Sample 45,Sample 70,Sample 47,Sample 92,Sample 48,Sample 49,Sample 93,Sample 54,Sample 55,Sample 94,Sample 74,Sample 96,Sample 75,Sample 85,Sample 86,Sample 88,Sample 89,Sample 72,Sample 82
FLNA,12.7408865682217,12.7193293590737,12.1236041069176,12.3036764773703,11.9303034456327,12.4272483894302,12.9261761022243,12.6731823630283,12.0864061131113,12.254105007834,13.0808321960863,12.9964667956584,12.4757858051053,12.4740834932517,13.3040280098267,12.7957301312266,13.2947189581158,12.728675741557,12.9522601185341,12.7654202565494,12.9037739587986,12.8386332245225,11.8289210719618,12.5824737740442,12.8746429938887,12.5021325380916,12.2558019667145,13.0070506393484,10.5505503970307,10.1067825502987,11.1536855884648,10.6396388471301,11.432480096755,13.2924391424866,12.7122266404306,12.3607024622026,9.05230769939238,12.4549149181409,12.7220811528992,11.7118676190047,11.3077098342162,13.1050391083122,10.8729975004832,11.4205370470612,12.5613576910185,11.6245262655855,11.5789194371614,12.4498504725069,11.6542045601475,12.5795661585139,10.8237562653794,10.9106445987237,11.4900977452357,10.1739767823689
ITGA6,9.84665145093517,10.2983327131097,9.63899336215471,9.82006519062478,8.90246398224678,10.1318796887261,10.2661758497155,10.2215544905451,9.4584118696057,9.52799576345891,9.8013525954146,9.76717769637895,9.88391465523747,9.55915195017805,10.6740561398543,10.145855142658,10.457899632825,10.058950013643,10.1051225925901,9.62721498107236,9.69051058231812,9.55866864819312,9.12233057450753,10.0984948386102,10.1657124211587,9.85181404442089,9.66753918525195,10.3027660981612,8.60488323208534,8.20846829160609,8.47852771170957,8.28247842684377,8.86518597355541,10.2057765790158,9.9482925121268,10.483142491288,7.94625381263436,9.8678942590032,10.1833319985585,9.25558736420432,9.19079739929618,10.3131815486641,8.49833023462197,8.85274996134372,10.1979217887587,9.38179928985512,8.94526566989449,9.61381097646972,9.47230248497812,9.78435680593869,8.66976953702028,9.15671183052465,9.00915632657771,8.18150617699408
ITIH4,9.4151263875356,9.39229285409828,9.18719986496034,9.47653808653068,9.92610868297328,9.54089987563286,9.09176260305453,9.54354459408222,8.80084512403922,9.93568544666469,9.34974279699165,9.87508822463703,9.70953833204151,9.52815299321959,9.59692108177303,9.94508011854543,9.59007463450285,9.75744781222529,9.95620315079136,9.45003968281687,9.97944935133363,9.52619593461254,9.74842059700413,9.56916353970419,9.28148883233828,8.96392572621599,9.82566497916689,9.76814854608441,10.1067114393696,9.9620202842464,9.4357740190625,9.31369280238785,9.3882984546983,9.10393277192806,9.28166836702709,9.82733026323939,12.3303235677193,9.7290828192972,9.21948026254379,9.71828050369306,9.99449508190271,9.94999494947027,9.38080830438831,9.80336432564938,9.81837754636967,10.1707950470363,9.64127503339203,10.0921475791107,9.75589681183478,9.97491569597289,9.83591423235689,10.1446360870863,9.52591632285836,9.91641406683576
ITGA2B,12.4038764228135,12.8528327539753,11.7698339681129,12.4629496861165,12.0023798516817,12.5659878822103,12.9532517080345,12.6514686381216,11.7757272003126,11.8789051001752,12.6507885910916,12.6407703185863,12.7201766336929,12.2541950596252,13.2711081353524,12.7102619071501,13.1929605303683,12.8447331660195,12.6932366896365,12.5677176048543,12.6623743749376,12.5587754021112,11.8124094651178,12.5134240270478,12.8550388167036,12.1855922322235,12.2615122713462,13.0115095442645,10.6397466539617,10.5962039074202,11.0736428139295,10.6376644040563,11.2205419507646,12.9998014856075,12.740615497198,12.8914495935049,9.70910782900777,12.4292974261015,12.8493903192472,11.638175526184,11.4656487027196,13.18691325618,10.8379067059674,11.2600472190714,12.6971184521721,11.9663936374277,11.5774835838947,12.5251354263991,12.0195493930912,12.9995197522379,10.9277917177576,11.9513323633744,11.2922684321521,10.4613253220734
C8G,9.27974826843063,9.28853937687976,9.2058782869374,9.50834521273822,10.3654652802933,9.60971139606058,8.86589226395557,9.38368661280999,8.70044118179246,9.87376170141483,9.59862180100845,9.65075817812576,9.70480658295933,9.48260232797393,9.82399803614435,9.54221269664361,9.40746273403722,9.86424708664243,9.78245543548059,9.08288569186107,10.0875355966683,9.5182821581887,9.9067303594299,9.70188724518215,9.00937162942256,9.04290158507679,9.6452126858397,9.57535573652332,10.4394258365108,9.93976185328113,9.82220381415786,9.48129184463343,9.45630646580221,9.04361103647747,9.5960566393073,9.28157380028445,9.18630527027242,9.77351738826414,9.33212069686031,9.41996069538633,9.50020867722802,9.65256666833828,9.59816496571222,9.75531240604914,9.76569034679082,9.23003217333886,9.11744539156654,9.38518760810129,9.7053729603262,9.83639472764014,9.28405484093524,9.92752601649294,9.41868847283741,10.0842147105043
NID1,9.96064284026521,10.6842849715558,9.84648475389828,10.1154698364728,10.6158771525135,10.430744991538,9.59382095404218,10.2823226311489,9.28062973926889,10.0711686555585,9.79111115525536,9.93644725228605,10.1083592293726,10.7632917995549,10.4873315141982,10.3165926386311,9.95711693391151,10.3648225014251,10.0552064800798,10.0165791066535,10.1880252610073,10.3680172743612,10.4746934777457,10.5112483876096,10.3235926361857,10.120239597899,10.2217107263073,10.4784542643466,10.379343156981,10.328927926712,10.337603249719,10.3481204755052,9.71930338427262,9.89224309210678,10.3937811637326,9.58230675537895,8.82648970736934,9.89279369675484,10.2782548915993,10.189357918412,10.3716972734403,10.1156960269966,10.3389969501323,10.1323346244102,10.1625688577484,10.0305177036666,9.89933440043509,9.66392364621416,10.5622231585453,10.1637464689403,10.5893401367886,9.62986602647586,9.70884831457001,10.2001518677895
MARCKS,7.34926767516412,7.14613899794491,,6.7960710387278,,7.05235390324105,7.32162865385081,7.65698560807297,7.30931235566589,7.14759622078065,7.92207893034665,,8.16607842780145,7.38347951741606,,7.31179557943409,,7.17111944077764,6.4843413309562,,7.30509100154866,7.12599096751734,7.14126585742719,7.65265278983103,7.04066041253455,7.26685120674608,7.59737134539855,7.14411047408417,8.36672733061317,9.06649802544402,7.09579401896079,7.10795643327753,7.37806639571061,,,6.5634347272282,7.328831451665,7.26821798689981,,,7.22766900608083,,,,7.24362165090633,7.20886852626358,6.58174643397743,7.30245235417442,7.45643822063595,6.6052979733678,7.26013270306004,,7.39146946990607,6.95618795818103
ITIH2,12.5203599723691,12.5083524556952,12.5172637563412,12.530719995538,12.4130226874836,12.5507397860902,12.254639389402,12.6082062956162,12.1241652663466,12.7718087834902,12.5379521475134,12.5384870984002,12.7819432236492,12.7031383252821,12.2225145240152,12.66784798276,12.585225676525,12.1826472890249,12.2517578245963,12.4450605266916,12.3059015490073,12.5827420670209,12.5366143171807,12.8346642186768,12.6803407388623,12.6319899603119,12.5209913485544,12.2071012868017,12.7567285571264,12.4626243192258,12.9592474014846,13.3097185567018,12.9399702255155,11.7240781044169,12.7695993795148,11.9719424367921,12.8820955146555,12.9140663667182,12.6165672277427,11.8604850120931,12.442545505609,12.4600894881793,12.921672984165,13.0357746624996,11.5970604987849,12.9174316409283,13.3714184135504,11.9652833773508,12.8324713315219,12.1319903436712,13.1892939235696,12.36920765389,12.9144924076271,13.1059774534279
LAMA2,7.99246478241037,8.14797071045163,7.97714968477052,8.05107794750676,8.0445870656311,8.37951752951856,7.46856766676047,7.79565479396567,7.86376920632033,8.13144045092629,7.96932932696896,7.71519828668184,7.70585814254976,8.29331485443861,7.6582551098187,7.65925291526868,7.75245876302155,8.00951408540587,7.80990999454918,7.76911514327571,8.07246697531543,8.03732109337624,7.94450428728467,8.08721761149345,7.57972184896085,7.54345135793496,8.05978335327287,7.78773802755945,8.31781590150402,8.32130898275177,8.05355416499618,8.30163811654407,7.7208546779295,7.24821185421427,7.79642217464959,7.5149127186463,7.1427928921153,7.73924869929125,7.91214686734668,7.72735940009117,8.06244199698836,7.27905993489098,8.41961674338521,7.749677606604,7.81187257442694,7.69593540506239,7.89728558094833,7.63343485451944,8.66339786840734,8.03354182776964,8.4099331593233,8.55804008621504,8.04286651431271,7.96227208733884
RALB,9.7409780866993,10.1288498609147,9.27875104951484,9.22039184579308,8.48727211254331,9.52861198892607,10.3802126739739,9.30409556034233,8.31488971163701,8.13834443893147,9.86520583052918,9.70561718443495,8.95550715859385,9.17595599572838,9.30780671614932,9.42172604120583,9.42106779664339,9.57718834220502,9.08982545602524,9.78756519098775,9.52520880098662,8.92806157390713,7.4619007893484,8.37892135780274,8.69665115773284,8.69266345840244,9.23338299858788,8.87253724030127,8.35690244677715,8.31920272080776,7.5817167033997,7.84295894844145,8.11118716637688,10.4276025348667,8.95277112983232,9.68852104921154,8.51504774881701,9.42595059565163,9.08517230955168,8.52692960413248,8.78253486840774,8.92609223646117,7.87851026337083,8.62448445207231,9.06256680960023,7.57319739591596,8.45947264867466,9.54679279972735,8.17766323596683,9.134456694138,8.1188589855939,8.53267526800217,7.95192748144951,7.54618324104475
BIN2,11.1323104251306,12.4363152299112,10.5795522984227,11.7927333425905,10.4612792965535,11.5965004137879,11.5599989564828,11.9498511286909,11.3833313873179,10.5782540887949,11.5322532157175,11.786130964078,11.1969460954067,11.9177886550024,11.8580489661696,11.916690445233,11.7867373354811,11.5158753537875,11.4467733196711,11.6248550131883,11.3564528755822,11.5258511440209,10.1956510350429,10.5771961708229,11.6344591115087,11.7289228554515,11.4829355166673,11.9458468366002,9.63468881956601,9.49891549324012,9.76171907296224,9.5912511412465,10.0116216771222,11.3504538578874,11.9635465826914,10.5116972550621,9.3162548391042,11.1738444723499,12.4355733728275,10.4079876221164,10.9330992807193,11.9020537044349,9.48477013606421,9.98185221523962,11.9813978899842,11.0137666285784,10.3196713189973,11.1942741007288,10.6442290327927,11.5866437768424,10.1584088633242,9.4279104030539,10.4741646623895,10.1021159147863
ARHGAP45,9.2695537960723,9.8305370431322,8.75238362903142,9.53143244733386,8.24644036157359,9.14837915215662,9.82340979434282,9.50745881996405,9.29669750183851,8.84441305809805,9.49820766831207,9.38391119839024,9.41828780320562,9.92594626950436,9.83387338565329,9.32161063306883,9.58852052945112,9.52571020124018,9.31316433290358,9.39153136247526,9.28529532132035,9.31358306501816,8.69447604896522,8.67873866869015,9.39066900818741,9.57316776871898,9.26711970445961,9.76210407429156,7.93811601446669,7.85198435653987,8.16466135675001,7.90992929125254,8.30603067559566,9.5572094919646,9.8746335336726,9.10925293096634,7.47377421300411,8.78244498553553,9.64040560438186,8.66076517997507,8.76117877933178,9.30681900015919,7.83495691103882,7.98048008895056,9.23276661854986,8.58213539272317,7.88549179947302,8.99067764613177,8.34597152441433,8.96888307580392,8.0586095471932,7.82152917185748,8.4527463729972,8.23478350253465
RAB30,7.48447473831942,8.45753374639125,6.7494674219657,7.98815952051153,7.61868670189314,7.90674842952793,8.14953850293151,7.47699661654186,7.7607322041969,7.2062040843803,7.73980645047065,7.79390732516327,7.7269833261325,7.88202844355728,8.2280356021815,7.76699165110088,8.08661859688486,7.35765146067199,7.865806539635,7.94466366251407,7.41975056559315,7.62698854604628,7.13932129901697,7.57349340930832,7.76976214466394,,7.62107090685637,8.41723943747465,,,6.15723864363567,,7.02208782990913,8.55838855437636,7.54533217367578,7.97428997394138,,7.60761894448411,7.74604325013831,7.39135679159951,6.85981387620311,7.80114084485251,7.79386275902155,,7.96563803799076,7.50502123514062,7.8254133251239,7.43785812036888,7.16171446099946,8.01800024121712,6.77556885776119,7.62962804482668,,
LYVE1,8.96299837182885,9.62946752184802,9.60340147809165,9.69252800433036,9.9892450128429,9.92602677364354,8.63033409372432,9.5868960579249,8.8559462481241,8.9810535289264,9.20765374999945,9.39716969116252,9.48996713738329,9.37394962343876,9.41407963348076,9.5479389433652,9.00195181665333,9.60970304271055,8.54838653180574,9.63558203540377,9.20188451881294,9.12243162827868,9.46988909427566,9.75802261888221,8.85941869271448,9.37023665984342,9.60825433654306,8.64233244516434,9.89917725608155,10.9841972022288,9.32760853304774,9.89197177631786,8.61159465997065,9.02274390969292,9.42095512865417,8.47812089658063,9.23044989576637,9.92954186098159,9.58358199930672,9.25955885459366,9.31150878182406,8.51506411176631,9.6989509694613,9.58540722536855,9.49225375027961,9.4505385860378,9.73088672201198,9.27786855989791,9.66445402482169,9.68843632157701,10.185732925874,9.48125417012264,9.76518797005043,10.3469918550432
DSP,7.56292286320431,7.92016734878804,8.3016935397498,7.76665351960224,9.09014233686078,7.63462289096413,8.11299885560966,8.28479581047143,8.30855343478077,8.28273343107427,7.5845483479507,8.00221529702896,7.9755802779687,10.7909943145948,8.14821454255391,8.24825989067557,7.80003797649951,8.16511897889104,8.22332649433815,7.84839195042812,7.85015971857337,8.30889279426072,8.13042783824782,8.40649842464277,7.84298523189908,8.62172104650842,8.75358884541022,9.17810732095924,9.46560632667929,8.75947377601792,8.98785679223268,7.92431111538843,8.54878240089648,7.34494137398708,9.08755315623253,7.36467028060773,8.02514883447892,7.78133785383544,8.61584277855597,8.14792335523289,9.12749961308592,8.54425999099401,8.60994302388323,9.1648974433469,8.96201837594971,8.63321685809113,8.28373442151804,9.18360955794071,7.7400392301553,8.46324278626745,8.1349643628619,8.30670009733879,7.72535808571936,8.84251419570536
ARHGDIA,10.2992891715553,9.07578474281891,9.6839168789131,8.93661221083706,8.81808133896607,9.46898222727541,11.2318539100884,8.75505547187758,8.39123147287425,8.42202914734589,9.81634292791974,9.6530109502203,8.61666441262408,7.89899454605738,8.8603272548043,9.1466583785076,9.28600677517097,9.16841135789094,9.64899468184552,9.5245950634064,9.31857605736941,8.61543331048006,7.8587888133304,8.17652881415404,8.40014743729083,8.45798315038593,9.2321673189009,9.35883458346578,9.05143461978487,8.77952503524794,,8.47880942773376,8.01972490864772,11.3030062304483,8.49222895731236,9.34161997681607,10.6471283264098,9.38883539883483,8.46514476713456,9.16195032788471,8.9185714355633,8.66356967063273,8.39565700096599,8.69845518254349,8.56338873213894,7.9396476999836,8.08822493017222,9.59357619315212,7.89264127454461,8.12609563143972,7.9667845378751,8.68192107565562,8.06405727188542,9.01030131968018
VWF,9.51490589471848,10.2621102686527,9.55781945384912,9.79703499079334,10.3748910564008,9.40189001128311,9.68159162830483,10.1991695085358,9.00905220094535,9.60340376428513,9.94859515622502,9.91798705997201,9.61516146280457,9.92520613464206,10.678572659937,9.37712027501529,10.1022474401981,9.2297043103955,9.59628565553867,10.1759645121887,10.0553942976247,10.1424223275946,9.83981447722298,10.1517886437052,9.94122783310599,9.0189140845081,9.60839672997015,9.74162248977376,9.59256440160897,9.84044173787538,9.57486707069943,9.38407509295342,9.04878654738742,9.85894241155611,9.6702417307373,9.57759718876912,9.48359779062496,9.96683211343552,10.0665646842306,9.18524050292697,8.89764335787452,9.9603112947807,9.72566310707824,9.17106495143875,9.82978683479036,8.92423942810781,9.49943033081901,9.48027375164079,9.77177451256319,9.28967134008345,9.1893434632561,9.0239411540253,9.25151497825394,8.97586708939309
FAT1,8.15334172625568,8.60914821010482,8.21906522936753,7.93586242027923,8.2585880073692,8.20564701173185,7.26337854711523,7.78228162115861,7.66519931710651,7.68012639771579,7.49153106283126,7.80678664677849,7.64513511206169,8.12219709897998,7.61669859026313,7.79292840410544,8.54598402295205,7.63031555306004,7.75575015088168,8.03257903702959,7.9383823558237,7.76874252679469,7.85722560987432,7.89064315693376,7.95666712756204,7.78924129378242,7.58079950866263,7.87154486396817,8.16562601974642,7.51570131672477,8.02862467781641,8.48442214801119,7.76810338330261,7.54572872274442,7.81013017896676,7.64436742327004,8.00264742284327,7.91067795027007,7.96441131235955,7.58218785003626,8.12797792298767,7.2467278814762,8.18754331127306,8.38188093806029,8.11714431603271,7.75545791602306,8.0334942107375,7.54449966724152,8.16934172578392,7.53990207034972,8.14559254345453,8.2670751576955,7.86523179695867,8.25450677686104
KRT5,9.15508733707765,9.40653971229421,9.96553250119686,9.09903590381244,10.6344295600227,9.3749075098609,9.25589487573045,9.83460808790096,9.7755187163207,9.68515113693395,8.93774524584556,9.74368894517783,9.45821275798334,12.8437833384296,9.7646435214692,9.74402792524403,9.0692721528616,9.42645530867531,9.53413427771467,9.29963410284104,9.15564386681848,9.54181989662147,9.67799035434206,9.76208659942547,9.39662596321561,10.1384385182558,10.4659087906048,10.4018082531723,11.3471813120475,10.2193478672867,10.6548642766699,9.09168403482286,10.3019726234164,8.27658704858489,10.5094056629995,8.39860330236528,9.63364526951129,10.4052001341649,9.82221518193666,9.2097215774682,10.8615775602062,10.1393397127511,10.122544568128,10.7259276013472,10.7345571269929,10.0146028581876,10.0577300175654,10.3338828119271,9.36629964160957,10.51049188432,9.40635492631928,8.9514075431195,9.27657264204731,10.0724212641311
SELL,9.2017503966516,8.75226483389484,8.58642186144636,8.92558668670497,8.31346672788269,8.90736589369995,8.71385579768265,9.03419024201495,8.31555250001776,9.34168746327508,8.91645477672485,9.19139987290178,8.53415886266134,9.32997626690701,7.7985295521482,9.77516798263751,8.47027892709511,8.21910014915079,8.60168730811833,8.32090980812499,8.50532558915972,9.18682328519796,10.1516897671068,8.89203983028283,8.93825501940621,9.17823331510778,8.99397696365905,9.11868329536472,9.36053326918944,9.35373360695183,9.85431620891917,9.13980457570605,8.99366688390775,8.62494679097172,9.47789540306682,8.29609255085952,9.08011070467444,9.16275672068686,9.2961758183593,9.23188911252919,8.01944161012909,8.31131380906155,8.58753525833827,9.2598915643812,9.04045742248432,8.88001787023465,8.80794381896472,8.8218947327782,8.85515735045024,8.92117964659946,10.2190057197405,8.51232093604613,9.43388978408526,9.26508347149275
DCTN1,9.1483673926488,9.93055039936689,8.66992208458601,9.49839452585122,8.52676926044306,9.36050302027718,9.42758650161653,9.60313904990964,9.11497297423589,8.82971017753302,9.37466863647286,9.33655007998603,9.31344630955128,9.75651562268287,9.50413693541324,9.2636792586508,9.29351751929808,9.3502701326411,9.26768747738617,9.41822482190975,9.13393755532454,9.21714197965904,8.27031562134994,8.78522395618639,9.26840489573571,9.27457955853769,9.21146502784907,9.61227795242871,7.92813653470704,8.11388159322097,7.87346796734498,7.89318188578116,7.97298980307785,9.25436659416019,9.55986761118638,8.89556571564194,8.37672616088367,8.84851659479234,9.72497472365535,8.52640741047798,9.38070293948346,9.54849115808483,7.96137178299572,8.04294280521728,9.46143821571017,8.61968373557223,8.17480253018948,9.07158666274799,8.62979388914375,9.39791890384655,8.13447904156635,8.27706700696183,8.22699285290174,8.22234306916999
THBS1,11.6598282996792,12.489709638825,11.1518441310504,12.1268201417359,11.5215655027132,11.9790670126104,12.0524834953768,12.2133192174098,11.106991799487,11.9793797093284,12.1809179482415,12.1715776297415,12.2380311277404,12.3139879453646,12.5484806353105,12.179634758299,12.1788543816104,11.8723760815087,12.0872631470078,11.9466690680949,12.184940502912,11.9404165569912,11.9301294509229,12.0817310783938,12.221794404419,11.9840727405012,11.6936627113781,12.27449014585,11.5776599388174,11.0020730679238,11.2673693205248,12.322717275537,11.0737782128938,12.0821405111459,12.3470260760743,11.8751030277268,11.8346961681925,11.5017174363643,12.2599103352973,11.8992690484142,11.7565496107744,12.3672168205693,10.6282188566317,11.6693549787949,12.0909897532278,11.8238419223352,11.1509484111973,11.2923603325725,12.0993659216133,11.8473668956882,11.6544160506117,10.7679034770933,10.4575407574191,11.8720682056524
CDH1,10.3091275374628,11.1238154947457,9.97806767476734,10.4500282050516,11.0537150266609,11.0899123804213,9.19732402365397,9.95878605943876,9.00497662060547,10.1201879763155,10.5229089354674,9.3875891960177,10.230256102135,9.61056409025481,10.1956061311759,10.2697920632102,10.6497191684214,10.4819000093127,9.66935668915407,10.7346298992483,10.1586410819256,10.0232083282426,9.97427767132893,10.8515348627751,10.2708342940244,9.87896314548132,10.0915849002239,10.4541258638747,10.7585973898672,10.90673093495,10.5861421065388,11.5519505930428,9.98846783685471,10.2288692130479,9.8053511067122,9.57956739276228,9.21471690664503,10.7087548888795,10.6683219599811,10.0885298853331,9.86053949966713,8.90178838223208,10.3622004470436,11.0479057148884,10.4220577347347,10.1750209352527,10.6979926661355,9.32138933502505,10.6303810199496,9.78260840964861,11.0784412318081,10.206283088256,10.5284770762612,11.0152279174061
GRAP2,9.04287529231306,9.91411684837036,8.58531173823738,9.66749612688034,8.12967481586471,9.09616092324227,9.41846684011852,9.33386236258087,9.06002054613245,8.04079537887564,8.96330802293963,9.45152616115619,9.05020982842152,9.27228044960159,9.72345881350049,9.07588342091027,8.95891237956525,9.1509148908936,9.13301810951105,9.07862722120249,9.0082300930878,8.86299954804159,7.98279360711191,7.98823288250675,8.80925039516721,8.56823677764576,8.99219322844364,9.41001163901958,7.67559292799085,7.63946315354474,7.86145949206931,7.67807505586512,8.14102411943482,9.67057233212997,8.88073425927258,8.40800969609153,7.78142982358052,8.75967973441742,9.43944428474323,8.61138581654847,8.50869359487503,9.06178992641542,8.01135282878704,7.77001679151094,8.91998685421867,8.1127587459479,7.71060526206463,9.0047719286296,7.74392507876255,9.38290901347124,7.57936134414476,8.48521155826904,7.76615099613663,7.82034662805097
APOA1,12.0099822512786,12.2668727649286,12.0217583678791,12.0628977814553,11.558442233506,12.3056315835434,11.8450610075996,12.4209032983947,11.2623037592681,12.1528642104043,12.4297327007993,12.4662156210802,12.5659807356769,12.2756556423666,11.7780630301113,12.4763318484761,11.7970710932506,12.207803635217,12.0385973503346,12.4112348548765,11.9387908469025,12.061284135345,12.4181380762718,12.1794936365764,11.9063597204116,12.0179286789747,12.4745304988771,12.170202033851,12.7177250181907,12.7795347844723,12.4505078218639,12.5076412489391,11.945382917517,11.5758043808807,12.1884408998928,11.850874060478,12.2211416537895,12.7408772769496,11.8807951183863,11.9130900467003,12.1744652119243,11.8037493224687,12.4563614605195,12.373363495582,11.8816102702334,12.4441513459663,12.6781879506559,11.9318665611856,12.1897960407536,12.0695789120899,12.6468923389593,11.6434048431516,12.5902053515616,12.5394095045341
EPS15,7.74948350476285,8.51279914143565,,8.84166214357361,7.94763527130803,8.39599516244946,8.18383248558427,7.7855152988157,7.89825425496483,,7.78641427267687,7.61085461709702,7.35839888966676,7.92999583248904,7.6374223498006,7.89565839553785,7.85295049256654,8.07594065266786,7.55426239002925,7.51733925370189,7.61606994552388,7.50664884738493,7.32184298011067,7.19520194369784,7.73629212730682,7.86261153174534,8.36412134732475,8.4493678411253,,7.07153681473945,,,,8.01137414858872,8.32933298048473,7.89360585579573,,7.56118525693263,8.26038351186617,7.66100664253446,7.51776845353721,8.05028534120569,,,7.8568213027921,7.18742638072124,,7.49933633288614,,7.84630399843139,6.33327798074616,,,
C4B,12.8847509158029,12.9635261171813,12.0720345921486,14.1172636214363,13.9106354838154,13.7796632469793,12.3344418200604,14.0559292841782,11.3106749350322,13.314117492904,12.6082396642859,13.0964775104503,13.198832591025,13.135098008621,13.0686650240797,12.4230326400407,13.3749181987833,12.5817213194537,13.2281522408815,12.2622442643008,12.9947295460102,13.7400336528944,14.4028151448336,11.7250056488766,13.2000980284089,12.6604730540015,12.5991855184938,13.0770851613782,14.0483056308142,13.0664774613202,14.348813809924,13.6307088876661,13.990012535356,12.6927985716228,14.302052935771,13.3227055656001,12.6467460396303,13.3600143442793,14.005537715599,13.2407616917859,13.4536920327861,13.1054524745811,14.5220697923509,12.96229215592,13.4474737496505,13.4444372580205,13.8534600764309,12.4648511617997,13.2189032824327,13.0474126293247,12.1952516394211,12.4525915167157,13.7540925802284,14.2359790274464
RSU1,11.5529310891074,11.4508013048136,10.3028499891171,10.1353417092782,10.1151886820627,10.4884505402514,12.2318878958625,10.5384857493309,9.81699799294472,10.1630540308449,11.1618013750288,11.50807819514,10.5800074535255,10.2008834668191,11.0093158374557,10.8768714701755,10.9837236776346,10.5675345550541,11.2390526736954,11.034656186906,10.8299953135911,10.4085968466149,9.1189457102324,9.50676320999755,10.6688157944361,10.4813289080477,10.4529781402797,10.8455862954303,8.69208489304508,8.13303344128141,9.17756795440705,9.30302490794166,9.64188743222581,11.9896207415237,10.5987620032549,10.424877368601,7.65729109759084,11.3474985596223,10.5664254697689,10.2402888037638,9.29467152861902,11.0901488567255,9.15682824947145,10.0442561063697,10.0205305869493,9.02997348630547,10.2805166483852,11.1486559296486,9.48269365824187,10.2675570968847,9.13160762243666,10.0426448494234,8.75092112015995,8.91407188016847
C9,12.4511008118504,12.1782627473117,12.3262145242905,12.5354465346023,12.819841474628,12.5280621246244,11.5605464269869,12.6899771599926,11.3961103828703,12.5360357099593,12.5389626369024,12.420673857413,12.5784987251041,12.6137678296964,12.5188154563669,11.8287322665299,11.8570595043435,12.8622064876785,12.1642099817845,12.2095283408994,13.0075446767875,12.5089080215157,13.2883449178441,12.5287246558836,11.8984881198643,12.0285774735344,12.3039271601212,12.4599771426022,13.4612628702491,13.3024958194849,13.5187613238479,12.5348459365704,12.7544945350193,12.3411452179927,12.4425285640207,11.4356607640463,12.1118905025955,12.5257023298809,12.1761708664759,12.1261024089131,12.3134250703102,12.5836982507124,12.5740813271466,12.5452400339417,12.0315628769147,11.2341004890877,12.7350663524924,12.3705531888138,12.5946329229047,12.8564102618726,12.9219795047644,12.0083791893563,12.476052179739,13.1862342771478
RALA,8.8079318843279,8.69060238568845,7.97701423633035,8.6613217007185,7.87291758973796,7.95699692665213,9.18731449688693,8.27210533891399,8.10302924519548,7.57048452642762,8.80177215874964,8.57114617526442,8.10922212423569,8.56029889999184,8.43535349769044,8.24361189334742,8.29461111313361,8.33792457494702,8.46877809449298,8.8921097563306,8.14535988469521,7.87982890350107,7.81689324211317,7.65642716461739,7.67100610639357,7.60276604596317,8.82656185786719,8.2283547643228,7.13282210365722,7.54729568748344,7.37069436924395,,7.12568014883939,9.313420788643,8.13495149765297,8.67330009830862,8.89643066995319,8.27424229787014,8.28783045854631,7.39331752558366,8.70396791722397,8.42945916094186,6.49401385103098,7.67131290858668,8.3140204230238,6.44998795674963,7.39364711818176,8.79648025175198,7.53837009107366,8.27562755141767,6.13424403866647,8.17433587069462,7.59482148923195,
DIABLO,8.48401825009445,9.41628940642414,8.04934863848121,9.07882165513531,7.20380507235989,8.58689459768554,9.09667619846509,8.89711096327755,9.28946680260436,8.22879342076435,8.55248768836029,8.68176606381131,9.52984562116468,9.0980115897782,8.45065029154489,8.98400094360603,8.77685153107551,9.09885763069058,8.87711673562377,8.95775564399255,8.55087559679342,8.75960835135301,7.96155279737587,7.9525549205058,8.40669563162617,9.07245167022976,9.29360887288967,9.43584320168078,8.84882955475692,8.30551573082963,7.22070995943811,6.86211791966635,7.70389945877096,8.5843813166985,8.91946620782059,9.48636090363923,8.04652262275754,8.29233338007185,9.19837372502193,7.93871581957356,9.44654725013683,8.92104341121495,,,9.10371994156631,7.65445312838009,,,7.83406702134953,8.62332635332547,,,7.61552480743485,
AFM,8.87691477038292,8.85932717447611,8.76909595890417,8.70774224510675,9.73305238113614,8.46051510097697,8.71768531698954,8.69597340352863,8.45368368676389,9.71157220362422,8.99361761969664,9.4028771436956,9.34434151343478,8.58443152504614,8.96941455761162,9.32138204250587,9.92150698146417,8.63429470762313,9.8745108349215,8.81015890548708,9.4188177052595,9.21728605142427,8.58532136563678,9.15869517713243,9.15130710257569,8.95257400967233,9.52778498526875,9.26164938872819,8.88949699207992,8.12611857077811,8.58976444923229,9.19635235688744,8.57956630807058,8.25438048602205,8.98374291600837,8.42345878359663,10.0890562272572,8.90451295449301,8.72999207087677,9.17239761731575,9.03345266874454,9.0292655874706,8.22927058746859,9.71251106341602,9.77477926258589,10.0806025740825,8.85409908743323,9.30403284969054,8.75995903244068,8.31061116959443,9.10020387098309,9.27901341579127,9.22328512004737,8.90204136896612
