Community,Mean edge importance,Number of proteins,All subnetwork proteins,Pathway,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,Signal Transduction R-HSA-162582,0.00033404964487784925,0.013865946822625888,2.797202797202797,22.38942919908862,JUP;WIPF1;TMOD3;CLTC;CDC42BPB;ARPC5;LTBP1;RHOA;CRKL;COPS4;CDC42;CLIP1;PGRMC2;ACTC1;STK24;ARPC2;CAPZB;MAPK1;GRB2;ESYT1;LAMTOR1;MAPRE1;RAB6A;TJP2
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,CDC42 GTPase Cycle R-HSA-9013148,0.0003774328215773032,0.013865946822625888,10.833333333333334,85.38961124631028,CDC42;JUP;WIPF1;CDC42BPB;LAMTOR1
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,Signaling By NTRK1 (TRKA) R-HSA-187037,0.0003774328215773032,0.013865946822625888,10.833333333333334,85.38961124631028,CLTC;MAPK1;GRB2;RHOA;CRKL
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,EPH-Ephrin Signaling R-HSA-2682334,0.00039976565460263057,0.013865946822625888,7.9125,61.91240106425028,CDC42;EFNB1;ARPC2;CLTC;ARPC5;RHOA
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,RHOQ GTPase Cycle R-HSA-9013406,0.0004139088603768922,0.013865946822625888,17.066666666666666,132.94702510747953,CDC42;JUP;CDC42BPB;LAMTOR1
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,Leishmania Infection R-HSA-9658195,0.000469184800488838,0.014669844761951002,6.235460992907801,47.79177705544382,CDC42;FCGR2A;ARPC2;WIPF1;MAPK1;GRB2;ARPC5
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,Signaling By NTRKs R-HSA-166520,0.0005066747776183521,0.014851904418937946,9.992150706436421,75.81685462120329,CLTC;MAPK1;GRB2;RHOA;CRKL
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,RHOJ GTPase Cycle R-HSA-9013409,0.0006310375357251812,0.017409212015006472,14.617142857142857,107.70123114279977,CDC42;JUP;CDC42BPB;LAMTOR1
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,EPHB-mediated Forward Signaling R-HSA-3928662,0.0012870287792202274,0.03353424985857148,11.351111111111111,75.54640043674604,CDC42;ARPC2;ARPC5;RHOA
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825,0.0013761273139039508,0.03396861632741858,7.617046818727491,50.1847760039175,COPS4;COPS6;CLTC;GRB2;COPS8
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,CD28 Dependent Vav1 Pathway R-HSA-389359,0.0015950550011596739,0.03562289502589938,inf,inf,CDC42;GRB2
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,Signal Attenuation R-HSA-74749,0.0015950550011596739,0.03562289502589938,inf,inf,MAPK1;GRB2
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,Formation Of TC-NER Pre-Incision Complex R-HSA-6781823,0.0019322957958359357,0.03940203166291538,18.852941176470587,117.81290515871298,COPS4;COPS6;COPS8
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,Transcription-Coupled Nucleotide Excision Repair (TC-NER) R-HSA-6781827,0.0019322957958359357,0.03940203166291538,18.852941176470587,117.81290515871298,COPS4;COPS6;COPS8
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,RHO GTPases Activate Formins R-HSA-5663220,0.002313109876202585,0.04520202216412552,9.272727272727273,56.27768764509646,CDC42;CLIP1;MAPRE1;RHOA
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,G2/M Transition R-HSA-69275,1.4590056800289165e-05,0.0036475142000722913,7.067498581962564,78.69780032169882,PPP1CB;HSP90AA1;ACTR1A;PSMC5;TUBA1A;HSP90AB1;DCTN1;PSMB8;PSMB10;SKP1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Mitotic G2-G2/M Phases R-HSA-453274,1.4590056800289165e-05,0.0036475142000722913,7.067498581962564,78.69780032169882,PPP1CB;HSP90AA1;ACTR1A;PSMC5;TUBA1A;HSP90AB1;DCTN1;PSMB8;PSMB10;SKP1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Chaperone Mediated Autophagy R-HSA-9613829,2.647182899067702e-05,0.0044119714984461695,54.765957446808514,577.2019446284975,HSPA8;HSP90AA1;HSP90AB1;PLIN3
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Regulation Of PLK1 Activity At G2/M Transition R-HSA-2565942,4.196298256418336e-05,0.005168680652079843,13.087179487179487,131.9020529218769,PPP1CB;HSP90AA1;ACTR1A;TUBA1A;DCTN1;SKP1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Cell Cycle R-HSA-1640170,5.1686806520798436e-05,0.005168680652079843,4.98051282051282,49.15919554656292,PPP1CB;TUBA1C;HSP90AA1;ACTR1A;PSMC5;TUBA1A;HSP90AB1;DCTN1;RUVBL1;PSMB8;PSMB10;SKP1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,HSP90 Chaperone Cycle For Steroid Hormone Receptors (SHR) In Presence Of Ligand R-HSA-3371497,6.702090774421373e-05,0.005585075645351144,17.404891304347824,167.26981111526456,HSPA8;ACTR1A;HSP90AA1;HSP90AB1;DCTN1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,"Cell Cycle, Mitotic R-HSA-69278",8.109185545708852e-05,0.0057922753897920376,5.095833333333333,48.00238324174461,PPP1CB;TUBA1C;HSP90AA1;ACTR1A;PSMC5;TUBA1A;HSP90AB1;DCTN1;PSMB8;PSMB10;SKP1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Attenuation Phase R-HSA-3371568,0.0002025748137154841,0.010128740685774204,80.5,684.6043037806689,HSPA8;HSP90AA1;HSP90AB1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Sema3A PAK Dependent Axon Repulsion R-HSA-399954,0.0002025748137154841,0.010128740685774204,80.5,684.6043037806689,NRP1;HSP90AA1;HSP90AB1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,HSF1-dependent Transactivation R-HSA-3371571,0.0002025748137154841,0.010128740685774204,80.5,684.6043037806689,HSPA8;HSP90AA1;HSP90AB1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Golgi Associated Vesicle Biogenesis R-HSA-432722,0.0002868739841373581,0.013039726551698093,11.567028985507246,94.34609620339867,HSPA8;BLOC1S1;FTH1;AP3S1;FTL
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,HSF1 Activation R-HSA-3371511,0.000492821021262162,0.019427034973197126,40.21875,306.28044057706984,VCP;HSP90AA1;HSP90AB1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Selective Autophagy R-HSA-9663891,0.0005051029093031253,0.019427034973197126,15.586626139817628,118.31415694359578,HSPA8;HSP90AA1;VCP;PLIN3
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Cellular Responses To Stress R-HSA-2262752,0.0005769328203764442,0.019617868145665743,3.6985236985236987,27.582793552745628,HSPA8;HSP90AA1;ACTR1A;PSMC5;VCP;HSP90AB1;DCTN1;RPLP2;ELOC;PSMB8;PSMB10;SKP1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Metabolism Of Proteins R-HSA-392499,0.0006063210334247434,0.019617868145665743,2.758868767055321,20.43797834529539,HSPA8;COPB2;VCP;SERPINA1;DCTN1;VBP1;PROS1;UCHL3;PSMB8;PSMB10;TUBA1C;ACTR1A;PSMC5;TUBA1A;GNAQ;RUVBL1;SUMO2;RPLP2;ELOC;EIF4E;PFDN6;SKP1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Cellular Responses To Stimuli R-HSA-8953897,0.0006277717806613038,0.019617868145665743,3.6584615384615384,26.975058352172184,HSPA8;HSP90AA1;ACTR1A;PSMC5;VCP;HSP90AB1;DCTN1;RPLP2;ELOC;PSMB8;PSMB10;SKP1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Cellular Response To Heat Stress R-HSA-3371556,0.000736425430989413,0.021659571499688616,13.627659574468085,98.30588296350233,HSPA8;HSP90AA1;VCP;HSP90AB1
29,0.4523,51,ACTN4;BLOC1S1;HSP90AA1;VDAC3;UCHL3;HSPA8;FTL;UBA7;FTH1;DCTN1;PDIA4;RPLP2;RUVBL1;TUBA1C;AP3S1;VAPB;PROS1;EIF4E;PLEC;FKBP2;PFDN6;ACTR1A;BCL2L1;EIF5A;PSMB8;PSMC5;SUMO2;PPP1R7;SERPINA1;GNAQ;TUBA1A;AKAP12;TPD52L2;VBP1;VCP;ENO1;TPP1;SLC2A1;HSP90AB1;COPB2;CSK;CAMK1;NRP1;ELOC;PKM;PSMB10;MDH2;PPP1CB;SDF4;PLIN3;SKP1,Neddylation R-HSA-8951664,0.000986981857804786,0.026397637713171676,5.383292383292384,37.25700700140324,PSMC5;VCP;ELOC;UCHL3;PSMB8;PSMB10;SKP1
