Community,Mean edge importance,Number of proteins,All subnetwork proteins,Pathway,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes
3,0.4611,72,SPTAN1;GPX3;ANXA2;GPI;PRDX2;LDHA;PDIA3;ENO2;TALDO1;UBE2H;RBX1;BLVRB;HSPA9;MAPK14;CCT5;HAGH;UQCRFS1;HP;CALR;ACTBL2;TPI1;HSP90B1;ATP5PD;PRDX3;YWHAG;PDIA6;SOD2;TCP1;GLRX3;GPX4;ORM2;P4HB;YWHAZ;EEF1G;DPYSL2;ACTG1;MMP2;YWHAE;ATP5F1A;PRDX6;CANX;LAP3;GSR;APOA1;GLO1;NDUFS8;IDH1;SOD3;CCT4;HSPD1;APOE;GLRX;ALDOA;ANXA1;GSTO1;YWHAB;CCT6A;ERP44;CASP14;HSPB1;VDAC1;ORM1;STOM;ATP5F1B;PGK1;PARK7;PLG;NME1;DLD;TXNDC5;PEBP1;CCT7,Cellular Response To Chemical Stress R-HSA-9711123,0.00044391288626872223,0.008603766488569286,4.383512544802867,33.84020054209261,PRDX3;PRDX2;GPX3;IDH1;GSR;TALDO1;BLVRB;P4HB;SOD3;RBX1
3,0.4611,72,SPTAN1;GPX3;ANXA2;GPI;PRDX2;LDHA;PDIA3;ENO2;TALDO1;UBE2H;RBX1;BLVRB;HSPA9;MAPK14;CCT5;HAGH;UQCRFS1;HP;CALR;ACTBL2;TPI1;HSP90B1;ATP5PD;PRDX3;YWHAG;PDIA6;SOD2;TCP1;GLRX3;GPX4;ORM2;P4HB;YWHAZ;EEF1G;DPYSL2;ACTG1;MMP2;YWHAE;ATP5F1A;PRDX6;CANX;LAP3;GSR;APOA1;GLO1;NDUFS8;IDH1;SOD3;CCT4;HSPD1;APOE;GLRX;ALDOA;ANXA1;GSTO1;YWHAB;CCT6A;ERP44;CASP14;HSPB1;VDAC1;ORM1;STOM;ATP5F1B;PGK1;PARK7;PLG;NME1;DLD;TXNDC5;PEBP1;CCT7,Cristae Formation R-HSA-8949613,0.00045610328373138384,0.008603766488569286,18.58823529411765,142.99541428240002,HSPA9;ATP5F1A;ATP5F1B;ATP5PD
3,0.4611,72,SPTAN1;GPX3;ANXA2;GPI;PRDX2;LDHA;PDIA3;ENO2;TALDO1;UBE2H;RBX1;BLVRB;HSPA9;MAPK14;CCT5;HAGH;UQCRFS1;HP;CALR;ACTBL2;TPI1;HSP90B1;ATP5PD;PRDX3;YWHAG;PDIA6;SOD2;TCP1;GLRX3;GPX4;ORM2;P4HB;YWHAZ;EEF1G;DPYSL2;ACTG1;MMP2;YWHAE;ATP5F1A;PRDX6;CANX;LAP3;GSR;APOA1;GLO1;NDUFS8;IDH1;SOD3;CCT4;HSPD1;APOE;GLRX;ALDOA;ANXA1;GSTO1;YWHAB;CCT6A;ERP44;CASP14;HSPB1;VDAC1;ORM1;STOM;ATP5F1B;PGK1;PARK7;PLG;NME1;DLD;TXNDC5;PEBP1;CCT7,Cooperation Of PDCL (PhLP1) And TRiC/CCT In G-protein Beta Folding R-HSA-6814122,0.0005341595637342264,0.009148007913232047,10.439469320066335,78.65947999610744,CCT6A;TCP1;CCT7;CCT5;CCT4
3,0.4611,72,SPTAN1;GPX3;ANXA2;GPI;PRDX2;LDHA;PDIA3;ENO2;TALDO1;UBE2H;RBX1;BLVRB;HSPA9;MAPK14;CCT5;HAGH;UQCRFS1;HP;CALR;ACTBL2;TPI1;HSP90B1;ATP5PD;PRDX3;YWHAG;PDIA6;SOD2;TCP1;GLRX3;GPX4;ORM2;P4HB;YWHAZ;EEF1G;DPYSL2;ACTG1;MMP2;YWHAE;ATP5F1A;PRDX6;CANX;LAP3;GSR;APOA1;GLO1;NDUFS8;IDH1;SOD3;CCT4;HSPD1;APOE;GLRX;ALDOA;ANXA1;GSTO1;YWHAB;CCT6A;ERP44;CASP14;HSPB1;VDAC1;ORM1;STOM;ATP5F1B;PGK1;PARK7;PLG;NME1;DLD;TXNDC5;PEBP1;CCT7,Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505,0.0005341595637342264,0.009148007913232047,10.439469320066335,78.65947999610744,HSPA9;ANXA2;GSTO1;TCP1;TALDO1
3,0.4611,72,SPTAN1;GPX3;ANXA2;GPI;PRDX2;LDHA;PDIA3;ENO2;TALDO1;UBE2H;RBX1;BLVRB;HSPA9;MAPK14;CCT5;HAGH;UQCRFS1;HP;CALR;ACTBL2;TPI1;HSP90B1;ATP5PD;PRDX3;YWHAG;PDIA6;SOD2;TCP1;GLRX3;GPX4;ORM2;P4HB;YWHAZ;EEF1G;DPYSL2;ACTG1;MMP2;YWHAE;ATP5F1A;PRDX6;CANX;LAP3;GSR;APOA1;GLO1;NDUFS8;IDH1;SOD3;CCT4;HSPD1;APOE;GLRX;ALDOA;ANXA1;GSTO1;YWHAB;CCT6A;ERP44;CASP14;HSPB1;VDAC1;ORM1;STOM;ATP5F1B;PGK1;PARK7;PLG;NME1;DLD;TXNDC5;PEBP1;CCT7,BBSome-mediated Cargo-Targeting To Cilium R-HSA-5620922,0.0005731282066121282,0.009148007913232047,55.08695652173913,411.1911399587023,TCP1;CCT5;CCT4
3,0.4611,72,SPTAN1;GPX3;ANXA2;GPI;PRDX2;LDHA;PDIA3;ENO2;TALDO1;UBE2H;RBX1;BLVRB;HSPA9;MAPK14;CCT5;HAGH;UQCRFS1;HP;CALR;ACTBL2;TPI1;HSP90B1;ATP5PD;PRDX3;YWHAG;PDIA6;SOD2;TCP1;GLRX3;GPX4;ORM2;P4HB;YWHAZ;EEF1G;DPYSL2;ACTG1;MMP2;YWHAE;ATP5F1A;PRDX6;CANX;LAP3;GSR;APOA1;GLO1;NDUFS8;IDH1;SOD3;CCT4;HSPD1;APOE;GLRX;ALDOA;ANXA1;GSTO1;YWHAB;CCT6A;ERP44;CASP14;HSPB1;VDAC1;ORM1;STOM;ATP5F1B;PGK1;PARK7;PLG;NME1;DLD;TXNDC5;PEBP1;CCT7,Regulation Of Localization Of FOXO Transcription Factors R-HSA-9614399,0.0005731282066121282,0.009148007913232047,55.08695652173913,411.1911399587023,YWHAB;YWHAZ;YWHAG
3,0.4611,72,SPTAN1;GPX3;ANXA2;GPI;PRDX2;LDHA;PDIA3;ENO2;TALDO1;UBE2H;RBX1;BLVRB;HSPA9;MAPK14;CCT5;HAGH;UQCRFS1;HP;CALR;ACTBL2;TPI1;HSP90B1;ATP5PD;PRDX3;YWHAG;PDIA6;SOD2;TCP1;GLRX3;GPX4;ORM2;P4HB;YWHAZ;EEF1G;DPYSL2;ACTG1;MMP2;YWHAE;ATP5F1A;PRDX6;CANX;LAP3;GSR;APOA1;GLO1;NDUFS8;IDH1;SOD3;CCT4;HSPD1;APOE;GLRX;ALDOA;ANXA1;GSTO1;YWHAB;CCT6A;ERP44;CASP14;HSPB1;VDAC1;ORM1;STOM;ATP5F1B;PGK1;PARK7;PLG;NME1;DLD;TXNDC5;PEBP1;CCT7,Pyruvate Metabolism And Citric Acid (TCA) Cycle R-HSA-71406,0.0007877175759308382,0.012107510889307328,14.858823529411765,106.18666465130993,LDHA;GLO1;VDAC1;HAGH
3,0.4611,72,SPTAN1;GPX3;ANXA2;GPI;PRDX2;LDHA;PDIA3;ENO2;TALDO1;UBE2H;RBX1;BLVRB;HSPA9;MAPK14;CCT5;HAGH;UQCRFS1;HP;CALR;ACTBL2;TPI1;HSP90B1;ATP5PD;PRDX3;YWHAG;PDIA6;SOD2;TCP1;GLRX3;GPX4;ORM2;P4HB;YWHAZ;EEF1G;DPYSL2;ACTG1;MMP2;YWHAE;ATP5F1A;PRDX6;CANX;LAP3;GSR;APOA1;GLO1;NDUFS8;IDH1;SOD3;CCT4;HSPD1;APOE;GLRX;ALDOA;ANXA1;GSTO1;YWHAB;CCT6A;ERP44;CASP14;HSPB1;VDAC1;ORM1;STOM;ATP5F1B;PGK1;PARK7;PLG;NME1;DLD;TXNDC5;PEBP1;CCT7,Scavenging By Class A Receptors R-HSA-3000480,0.0012597273740631973,0.01802713311159403,12.372549019607844,82.60977704354053,APOA1;APOE;CALR;HSP90B1
3,0.4611,72,SPTAN1;GPX3;ANXA2;GPI;PRDX2;LDHA;PDIA3;ENO2;TALDO1;UBE2H;RBX1;BLVRB;HSPA9;MAPK14;CCT5;HAGH;UQCRFS1;HP;CALR;ACTBL2;TPI1;HSP90B1;ATP5PD;PRDX3;YWHAG;PDIA6;SOD2;TCP1;GLRX3;GPX4;ORM2;P4HB;YWHAZ;EEF1G;DPYSL2;ACTG1;MMP2;YWHAE;ATP5F1A;PRDX6;CANX;LAP3;GSR;APOA1;GLO1;NDUFS8;IDH1;SOD3;CCT4;HSPD1;APOE;GLRX;ALDOA;ANXA1;GSTO1;YWHAB;CCT6A;ERP44;CASP14;HSPB1;VDAC1;ORM1;STOM;ATP5F1B;PGK1;PARK7;PLG;NME1;DLD;TXNDC5;PEBP1;CCT7,G2/M DNA Damage Checkpoint R-HSA-69473,0.0012597273740631973,0.01802713311159403,12.372549019607844,82.60977704354053,YWHAE;YWHAB;YWHAZ;YWHAG
3,0.4611,72,SPTAN1;GPX3;ANXA2;GPI;PRDX2;LDHA;PDIA3;ENO2;TALDO1;UBE2H;RBX1;BLVRB;HSPA9;MAPK14;CCT5;HAGH;UQCRFS1;HP;CALR;ACTBL2;TPI1;HSP90B1;ATP5PD;PRDX3;YWHAG;PDIA6;SOD2;TCP1;GLRX3;GPX4;ORM2;P4HB;YWHAZ;EEF1G;DPYSL2;ACTG1;MMP2;YWHAE;ATP5F1A;PRDX6;CANX;LAP3;GSR;APOA1;GLO1;NDUFS8;IDH1;SOD3;CCT4;HSPD1;APOE;GLRX;ALDOA;ANXA1;GSTO1;YWHAB;CCT6A;ERP44;CASP14;HSPB1;VDAC1;ORM1;STOM;ATP5F1B;PGK1;PARK7;PLG;NME1;DLD;TXNDC5;PEBP1;CCT7,Calnexin/calreticulin Cycle R-HSA-901042,0.0013774854190946888,0.019055214964143197,27.52173913043478,181.29933548229886,PDIA3;CANX;CALR
3,0.4611,72,SPTAN1;GPX3;ANXA2;GPI;PRDX2;LDHA;PDIA3;ENO2;TALDO1;UBE2H;RBX1;BLVRB;HSPA9;MAPK14;CCT5;HAGH;UQCRFS1;HP;CALR;ACTBL2;TPI1;HSP90B1;ATP5PD;PRDX3;YWHAG;PDIA6;SOD2;TCP1;GLRX3;GPX4;ORM2;P4HB;YWHAZ;EEF1G;DPYSL2;ACTG1;MMP2;YWHAE;ATP5F1A;PRDX6;CANX;LAP3;GSR;APOA1;GLO1;NDUFS8;IDH1;SOD3;CCT4;HSPD1;APOE;GLRX;ALDOA;ANXA1;GSTO1;YWHAB;CCT6A;ERP44;CASP14;HSPB1;VDAC1;ORM1;STOM;ATP5F1B;PGK1;PARK7;PLG;NME1;DLD;TXNDC5;PEBP1;CCT7,Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957,0.001453725412546987,0.019461162780870952,7.810945273631841,51.03379330753458,CCT6A;TCP1;CCT7;CCT5;CCT4
3,0.4611,72,SPTAN1;GPX3;ANXA2;GPI;PRDX2;LDHA;PDIA3;ENO2;TALDO1;UBE2H;RBX1;BLVRB;HSPA9;MAPK14;CCT5;HAGH;UQCRFS1;HP;CALR;ACTBL2;TPI1;HSP90B1;ATP5PD;PRDX3;YWHAG;PDIA6;SOD2;TCP1;GLRX3;GPX4;ORM2;P4HB;YWHAZ;EEF1G;DPYSL2;ACTG1;MMP2;YWHAE;ATP5F1A;PRDX6;CANX;LAP3;GSR;APOA1;GLO1;NDUFS8;IDH1;SOD3;CCT4;HSPD1;APOE;GLRX;ALDOA;ANXA1;GSTO1;YWHAB;CCT6A;ERP44;CASP14;HSPB1;VDAC1;ORM1;STOM;ATP5F1B;PGK1;PARK7;PLG;NME1;DLD;TXNDC5;PEBP1;CCT7,Signaling By Interleukins R-HSA-449147,0.0016014887697206265,0.020769307482314377,3.0283799763500197,19.493141648684443,HSPA9;ANXA1;ANXA2;GSTO1;MMP2;TALDO1;MAPK14;YWHAZ;RBX1;HSP90B1;TCP1;CANX;P4HB
3,0.4611,72,SPTAN1;GPX3;ANXA2;GPI;PRDX2;LDHA;PDIA3;ENO2;TALDO1;UBE2H;RBX1;BLVRB;HSPA9;MAPK14;CCT5;HAGH;UQCRFS1;HP;CALR;ACTBL2;TPI1;HSP90B1;ATP5PD;PRDX3;YWHAG;PDIA6;SOD2;TCP1;GLRX3;GPX4;ORM2;P4HB;YWHAZ;EEF1G;DPYSL2;ACTG1;MMP2;YWHAE;ATP5F1A;PRDX6;CANX;LAP3;GSR;APOA1;GLO1;NDUFS8;IDH1;SOD3;CCT4;HSPD1;APOE;GLRX;ALDOA;ANXA1;GSTO1;YWHAB;CCT6A;ERP44;CASP14;HSPB1;VDAC1;ORM1;STOM;ATP5F1B;PGK1;PARK7;PLG;NME1;DLD;TXNDC5;PEBP1;CCT7,Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958,0.0019293692506157849,0.024263279969865173,7.2043628013777266,45.03131738808391,CCT6A;TCP1;CCT7;CCT5;CCT4
3,0.4611,72,SPTAN1;GPX3;ANXA2;GPI;PRDX2;LDHA;PDIA3;ENO2;TALDO1;UBE2H;RBX1;BLVRB;HSPA9;MAPK14;CCT5;HAGH;UQCRFS1;HP;CALR;ACTBL2;TPI1;HSP90B1;ATP5PD;PRDX3;YWHAG;PDIA6;SOD2;TCP1;GLRX3;GPX4;ORM2;P4HB;YWHAZ;EEF1G;DPYSL2;ACTG1;MMP2;YWHAE;ATP5F1A;PRDX6;CANX;LAP3;GSR;APOA1;GLO1;NDUFS8;IDH1;SOD3;CCT4;HSPD1;APOE;GLRX;ALDOA;ANXA1;GSTO1;YWHAB;CCT6A;ERP44;CASP14;HSPB1;VDAC1;ORM1;STOM;ATP5F1B;PGK1;PARK7;PLG;NME1;DLD;TXNDC5;PEBP1;CCT7,Formation Of ATP By Chemiosmotic Coupling R-HSA-163210,0.002648796281719161,0.03233089579157211,18.333333333333332,108.78358288403342,ATP5F1A;ATP5PD;ATP5F1B
3,0.4611,72,SPTAN1;GPX3;ANXA2;GPI;PRDX2;LDHA;PDIA3;ENO2;TALDO1;UBE2H;RBX1;BLVRB;HSPA9;MAPK14;CCT5;HAGH;UQCRFS1;HP;CALR;ACTBL2;TPI1;HSP90B1;ATP5PD;PRDX3;YWHAG;PDIA6;SOD2;TCP1;GLRX3;GPX4;ORM2;P4HB;YWHAZ;EEF1G;DPYSL2;ACTG1;MMP2;YWHAE;ATP5F1A;PRDX6;CANX;LAP3;GSR;APOA1;GLO1;NDUFS8;IDH1;SOD3;CCT4;HSPD1;APOE;GLRX;ALDOA;ANXA1;GSTO1;YWHAB;CCT6A;ERP44;CASP14;HSPB1;VDAC1;ORM1;STOM;ATP5F1B;PGK1;PARK7;PLG;NME1;DLD;TXNDC5;PEBP1;CCT7,Virus Assembly And Release R-HSA-168268,0.0028490387531282264,0.03284308562633928,inf,inf,CANX;CALR
3,0.4611,72,SPTAN1;GPX3;ANXA2;GPI;PRDX2;LDHA;PDIA3;ENO2;TALDO1;UBE2H;RBX1;BLVRB;HSPA9;MAPK14;CCT5;HAGH;UQCRFS1;HP;CALR;ACTBL2;TPI1;HSP90B1;ATP5PD;PRDX3;YWHAG;PDIA6;SOD2;TCP1;GLRX3;GPX4;ORM2;P4HB;YWHAZ;EEF1G;DPYSL2;ACTG1;MMP2;YWHAE;ATP5F1A;PRDX6;CANX;LAP3;GSR;APOA1;GLO1;NDUFS8;IDH1;SOD3;CCT4;HSPD1;APOE;GLRX;ALDOA;ANXA1;GSTO1;YWHAB;CCT6A;ERP44;CASP14;HSPB1;VDAC1;ORM1;STOM;ATP5F1B;PGK1;PARK7;PLG;NME1;DLD;TXNDC5;PEBP1;CCT7,KSRP (KHSRP) Binds And Destabilizes mRNA R-HSA-450604,0.0028490387531282264,0.03284308562633928,inf,inf,MAPK14;YWHAZ
3,0.4611,72,SPTAN1;GPX3;ANXA2;GPI;PRDX2;LDHA;PDIA3;ENO2;TALDO1;UBE2H;RBX1;BLVRB;HSPA9;MAPK14;CCT5;HAGH;UQCRFS1;HP;CALR;ACTBL2;TPI1;HSP90B1;ATP5PD;PRDX3;YWHAG;PDIA6;SOD2;TCP1;GLRX3;GPX4;ORM2;P4HB;YWHAZ;EEF1G;DPYSL2;ACTG1;MMP2;YWHAE;ATP5F1A;PRDX6;CANX;LAP3;GSR;APOA1;GLO1;NDUFS8;IDH1;SOD3;CCT4;HSPD1;APOE;GLRX;ALDOA;ANXA1;GSTO1;YWHAB;CCT6A;ERP44;CASP14;HSPB1;VDAC1;ORM1;STOM;ATP5F1B;PGK1;PARK7;PLG;NME1;DLD;TXNDC5;PEBP1;CCT7,Intrinsic Pathway For Apoptosis R-HSA-109606,0.003790308688753466,0.04251292177926185,8.22875816993464,45.87785973245511,YWHAE;YWHAB;YWHAZ;YWHAG
3,0.4611,72,SPTAN1;GPX3;ANXA2;GPI;PRDX2;LDHA;PDIA3;ENO2;TALDO1;UBE2H;RBX1;BLVRB;HSPA9;MAPK14;CCT5;HAGH;UQCRFS1;HP;CALR;ACTBL2;TPI1;HSP90B1;ATP5PD;PRDX3;YWHAG;PDIA6;SOD2;TCP1;GLRX3;GPX4;ORM2;P4HB;YWHAZ;EEF1G;DPYSL2;ACTG1;MMP2;YWHAE;ATP5F1A;PRDX6;CANX;LAP3;GSR;APOA1;GLO1;NDUFS8;IDH1;SOD3;CCT4;HSPD1;APOE;GLRX;ALDOA;ANXA1;GSTO1;YWHAB;CCT6A;ERP44;CASP14;HSPB1;VDAC1;ORM1;STOM;ATP5F1B;PGK1;PARK7;PLG;NME1;DLD;TXNDC5;PEBP1;CCT7,Chylomicron Assembly R-HSA-8963888,0.004457130972957631,0.047428444968651715,13.73913043478261,74.37334781989303,APOA1;APOE;P4HB
3,0.4611,72,SPTAN1;GPX3;ANXA2;GPI;PRDX2;LDHA;PDIA3;ENO2;TALDO1;UBE2H;RBX1;BLVRB;HSPA9;MAPK14;CCT5;HAGH;UQCRFS1;HP;CALR;ACTBL2;TPI1;HSP90B1;ATP5PD;PRDX3;YWHAG;PDIA6;SOD2;TCP1;GLRX3;GPX4;ORM2;P4HB;YWHAZ;EEF1G;DPYSL2;ACTG1;MMP2;YWHAE;ATP5F1A;PRDX6;CANX;LAP3;GSR;APOA1;GLO1;NDUFS8;IDH1;SOD3;CCT4;HSPD1;APOE;GLRX;ALDOA;ANXA1;GSTO1;YWHAB;CCT6A;ERP44;CASP14;HSPB1;VDAC1;ORM1;STOM;ATP5F1B;PGK1;PARK7;PLG;NME1;DLD;TXNDC5;PEBP1;CCT7,FOXO-mediated Transcription R-HSA-9614085,0.004457130972957631,0.047428444968651715,13.73913043478261,74.37334781989303,YWHAB;YWHAZ;YWHAG
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,Signaling By Rho GTPases R-HSA-194315,4.996015809138486e-09,1.3690094169126308e-06,7.052881758764111,134.8131905546667,JUP;WIPF1;TMOD3;CLTC;CDC42BPB;ARPC5;RHOA;COPS4;CDC42;CLIP1;PGRMC2;ACTC1;ARPC2;CAPZB;MAPK1;GRB2;ESYT1;LAMTOR1;MAPRE1;TJP2
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",5.837993249094375e-09,1.3690094169126308e-06,6.976470588235294,132.26605978219627,JUP;WIPF1;TMOD3;CLTC;CDC42BPB;ARPC5;RHOA;COPS4;CDC42;CLIP1;PGRMC2;ACTC1;ARPC2;CAPZB;MAPK1;GRB2;ESYT1;LAMTOR1;MAPRE1;TJP2
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,RHO GTPase Cycle R-HSA-9012999,2.6493541765214876e-07,4.141823695961926e-05,6.889140271493213,104.32762292205273,JUP;WIPF1;TMOD3;CLTC;CDC42BPB;RHOA;COPS4;CDC42;PGRMC2;ACTC1;CAPZB;GRB2;ESYT1;LAMTOR1;TJP2
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,Regulation Of Actin Dynamics For Phagocytic Cup Formation R-HSA-2029482,8.759788195781828e-06,0.0010270851659554192,13.53191489361702,157.58373398022533,CDC42;FCGR2A;ARPC2;WIPF1;MAPK1;GRB2;ARPC5
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,RHO GTPases Activate WASPs And WAVEs R-HSA-5663213,1.9015578731253892e-05,0.0017538665777203906,15.95,173.38051910549214,CDC42;ARPC2;WIPF1;MAPK1;GRB2;ARPC5
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,Fcgamma Receptor (FCGR) Dependent Phagocytosis R-HSA-2029480,2.3729510075034374e-05,0.0017538665777203906,11.117647058823529,118.38950142577454,CDC42;FCGR2A;ARPC2;WIPF1;MAPK1;GRB2;ARPC5
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,Clathrin-mediated Endocytosis R-HSA-8856828,2.6177113100304337e-05,0.0017538665777203906,8.772173913043478,92.55191804702959,COPS4;RAB5B;COPS6;ARPC2;CLTC;GRB2;ARPC5;COPS8
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,FCGR3A-mediated Phagocytosis R-HSA-9664422,8.120432657271146e-05,0.0047606036453252095,11.357142857142858,106.9677273327752,CDC42;ARPC2;WIPF1;MAPK1;GRB2;ARPC5
18,0.4860,54,CD36;HPCAL1;ARG1;TMOD3;MAPRE1;PGRMC2;RAB5B;MAPK1;ELANE;CORO1B;COPS4;CDC42BPB;LTBP1;COPS6;ACTC1;VCAM1;S100A4;CNN2;GRB2;SLC25A3;RAB1B;CLTC;ESYT1;HPRT1;ARPC4;TJP2;ITIH4;EFNB1;DSTN;CLIP1;TMSB4X;PLXNB2;WIPF1;CDC42;STK24;LAMTOR1;ARPC5;RAB6A;ARPC2;ITGB2;AGT;EHD1;FCGR2A;CAPZB;COPS8;OSTF1;JUP;SPP1;ACTB;CRKL;CDH2;AHSG;RHOA;H4C1,RHO GTPase Effectors R-HSA-195258,0.000186444346031862,0.009715822032104809,5.515555555555555,47.364159200689535,CDC42;CLIP1;ARPC2;WIPF1;MAPK1;GRB2;ARPC5;MAPRE1;RHOA
